

 Profile 349

mmho/cm,Celsius,dbars,hz

32.4046,2.8822,2141.040, 0
32.4048,2.8821,2140.910, 0
32.4040,2.8822,2140.910, 0
32.4046,2.8822,2141.010, 0
32.4042,2.8821,2140.940, 0
32.4044,2.8819,2141.040, 0
32.4040,2.8819,2140.920, 0
32.4038,2.8815,2141.070, 0
32.4038,2.8814,2140.920, 0
32.4036,2.8815,2140.990, 0
32.4032,2.8811,2140.980, 0
32.4030,2.8807,2140.930, 0
32.4032,2.8807,2141.040, 0
32.4032,2.8808,2140.920, 0
32.4032,2.8807,2141.030, 0
32.4032,2.8807,2140.900, 0
32.4032,2.8805,2140.960, 0
32.4034,2.8806,2141.050, 0
32.4034,2.8810,2140.930, 0
32.4046,2.8823,2140.970, 0
32.4036,2.8818,2141.000, 0
32.4036,2.8814,2140.920, 0
32.4032,2.8809,2141.010, 0
32.4032,2.8808,2140.950, 0
32.4028,2.8806,2140.960, 0
32.4030,2.8805,2141.070, 0
32.4032,2.8811,2140.890, 0
32.4030,2.8804,2140.910, 0
32.4026,2.8805,2141.010, 0
32.4026,2.8804,2140.960, 0
32.4028,2.8803,2140.940, 0
32.4028,2.8803,2141.080, 0
32.4026,2.8801,2140.920, 0
32.4028,2.8801,2140.900, 0
32.4024,2.8801,2141.000, 0
32.4026,2.8802,2140.900, 0
32.4024,2.8801,2141.010, 0
32.4024,2.8806,2141.030, 0
32.4024,2.8798,2140.890, 0
32.4026,2.8798,2141.130, 0
32.4024,2.8801,2140.940, 0
32.4024,2.8800,2140.930, 0
32.4024,2.8797,2141.030, 0
32.4024,2.8800,2141.010, 0
32.4024,2.8802,2140.880, 0
32.4024,2.8800,2141.050, 0
32.4024,2.8802,2140.950, 0
32.4026,2.8801,2140.910, 0
32.4024,2.8798,2140.990, 0
32.4024,2.8800,2141.020, 0
32.4024,2.8800,2140.890, 0
32.4024,2.8800,2140.990, 0
32.4024,2.8799,2141.050, 0
32.4024,2.8798,2140.940, 0
32.4024,2.8798,2140.980, 0
32.4022,2.8798,2141.050, 0
32.4024,2.8796,2140.900, 0
32.4022,2.8798,2140.900, 0
32.4022,2.8799,2141.010, 0
32.4022,2.8797,2140.960, 0
32.4022,2.8796,2140.870, 0
32.4022,2.8797,2140.960, 0
32.4022,2.8796,2141.030, 0
32.4022,2.8796,2140.970, 0
32.4022,2.8799,2140.910, 0
32.4022,2.8798,2140.970, 0
32.4020,2.8797,2141.060, 0
32.4022,2.8800,2140.930, 0
32.4022,2.8796,2140.940, 0
32.4024,2.8798,2140.990, 0
32.4022,2.8797,2140.960, 0
32.4022,2.8798,2140.900, 0
32.4022,2.8797,2140.960, 0
32.4022,2.8800,2141.010, 0
32.4022,2.8797,2140.960, 0
32.4024,2.8797,2140.880, 0
32.4024,2.8802,2140.980, 0
32.4022,2.8798,2141.010, 0
32.4022,2.8798,2140.920, 0
32.4022,2.8798,2140.880, 0
32.4022,2.8797,2141.010, 0
32.4022,2.8797,2141.030, 0
32.4022,2.8795,2140.970, 0
32.4020,2.8797,2140.860, 0
32.4022,2.8797,2141.000, 0
32.4020,2.8798,2141.000, 0
32.4022,2.8797,2140.880, 0
32.4024,2.8799,2140.910, 0
32.4024,2.8802,2140.970, 0
32.4026,2.8798,2140.970, 0
32.4026,2.8801,2140.880, 0
32.4028,2.8804,2140.870, 0
32.4028,2.8804,2140.980, 0
32.4022,2.8803,2141.030, 0
32.4024,2.8799,2140.960, 0
32.4024,2.8800,2140.880, 0
32.4022,2.8800,2140.920, 0
32.4026,2.8798,2140.970, 0
32.4026,2.8802,2140.960, 0
32.4026,2.8802,2140.910, 0
32.4026,2.8803,2140.910, 0
32.4022,2.8800,2141.010, 0
32.4024,2.8799,2140.960, 0
32.4024,2.8797,2140.940, 0
32.4024,2.8798,2140.860, 0
32.4024,2.8801,2141.000, 0
32.4026,2.8800,2140.910, 0
32.4026,2.8801,2140.990, 0
32.4024,2.8799,2140.890, 0
32.4024,2.8800,2140.960, 0
32.4024,2.8802,2141.030, 0
32.4024,2.8802,2140.930, 0
32.4024,2.8800,2140.900, 0
32.4022,2.8802,2141.030, 0
32.4026,2.8802,2140.960, 0
32.4026,2.8801,2140.880, 0
32.4024,2.8801,2141.000, 0
32.4028,2.8803,2141.010, 0
32.4026,2.8802,2141.000, 0
32.4026,2.8802,2140.930, 0
32.4026,2.8802,2140.990, 0
32.4024,2.8805,2140.920, 0
32.4026,2.8799,2140.780, 0
32.4026,2.8805,2140.580, 0
32.4030,2.8809,2140.530, 0
32.4030,2.8807,2140.490, 0
32.4028,2.8808,2140.240, 0
32.4030,2.8810,2140.020, 0
32.4030,2.8811,2139.810, 0
32.4028,2.8809,2139.700, 0
32.4030,2.8813,2139.580, 0
32.4038,2.8820,2139.370, 0
32.4054,2.8840,2139.110, 0
32.4056,2.8844,2138.760, 0
32.4060,2.8848,2138.620, 0
32.4058,2.8846,2138.400, 0
32.4061,2.8851,2138.200, 0
32.4060,2.8851,2137.910, 0
32.4062,2.8853,2137.520, 0
32.4062,2.8856,2137.410, 0
32.4062,2.8857,2137.170, 0
32.4071,2.8863,2136.890, 0
32.4076,2.8871,2136.690, 0
32.4086,2.8885,2136.370, 0
32.4094,2.8893,2135.990, 0
32.4098,2.8902,2135.640, 0
32.4099,2.8903,2135.430, 0
32.4092,2.8899,2135.290, 0
32.4098,2.8907,2135.040, 0
32.4112,2.8922,2134.710, 0
32.4120,2.8927,2134.400, 0
32.4122,2.8932,2134.080, 0
32.4124,2.8937,2133.800, 0
32.4126,2.8942,2133.650, 0
32.4129,2.8947,2133.310, 0
32.4144,2.8958,2133.030, 0
