Sample rate: 2.0000 Hz


 Profile 1

   MM-DD-YYYY HH:MM:SS     HDNG       TX       TY        HX        HY        HZ      VPAB      VPCD      VPEF      VPGH
   06-10-2018 05:52:47   356.16     1.10    -1.30    0.2438    0.0043   -0.9698      9.81    -19.98     12.00      5.19
   06-10-2018 05:53:12     2.88     1.43    -0.97    0.2406    0.0298   -0.9702     12.75    -22.08      9.90      4.26
   06-10-2018 05:53:37     2.67     1.10    -0.65    0.2420    0.0231   -0.9700     10.26    -21.42     13.83      4.50
   06-10-2018 05:54:02     0.21     1.10    -0.81    0.2397    0.0146   -0.9707     12.83    -23.38     10.00      5.26
   06-10-2018 05:54:27    10.00     1.10    -0.65    0.2325    0.0552   -0.9710     11.39    -21.49     12.04      4.87
   06-10-2018 05:54:52    11.34     1.10    -0.32    0.2376    0.0569   -0.9697     10.60    -19.04     11.25      4.60
   06-10-2018 05:55:17     7.33     1.10    -0.49    0.2397    0.0414   -0.9700     12.82    -20.59     12.48      4.41
   06-10-2018 05:55:42     2.01     0.94    -0.32    0.2446    0.0146   -0.9695     13.12    -22.54     13.17      3.76
   06-10-2018 05:56:07    10.61     1.10    -0.32    0.2354    0.0530   -0.9705      9.79    -22.67     18.92      2.44
   06-10-2018 05:56:32     3.05     0.94    -0.97    0.2423    0.0302   -0.9697     12.39    -19.87     15.40      2.36
   06-10-2018 05:56:57     1.16     0.78    -0.97    0.2439    0.0216   -0.9696     12.37    -21.01     13.56      2.98
   06-10-2018 05:57:22   353.44     1.10    -0.81    0.2473   -0.0169   -0.9688     15.16    -20.80     13.20      2.49
   06-10-2018 05:57:47   353.02     0.78    -0.32    0.2459   -0.0262   -0.9689     12.62    -21.70     12.36      3.82
   06-10-2018 05:58:12   355.90     0.78    -0.97    0.2472   -0.0023   -0.9690     12.66    -21.37     11.55      4.25
   06-10-2018 05:58:37   347.62     0.45    -1.30    0.2529   -0.0354   -0.9669     11.26    -20.18     10.94      4.87
   06-10-2018 05:59:02   350.87     0.78    -1.62    0.2482   -0.0146   -0.9686      7.10    -18.73     12.93      6.44
   06-10-2018 05:59:27   351.43     0.78    -0.49    0.2536   -0.0320   -0.9668      6.04    -15.67     10.88      7.60
   06-10-2018 05:59:52   347.78     0.78    -0.65    0.2456   -0.0451   -0.9683      7.99    -17.15      6.83      8.82
   06-10-2018 06:00:17   350.96     0.45    -0.97    0.2465   -0.0240   -0.9688      4.39    -15.65      8.95      9.99
   06-10-2018 06:00:42   352.04     0.45    -1.62    0.2547   -0.0094   -0.9670      3.44    -12.42      7.78     10.38
   06-10-2018 06:01:07    14.71     0.94    -0.32    0.2359    0.0716   -0.9691      5.08    -14.46      8.21     10.20
   06-10-2018 06:01:32    23.59     0.78     0.00    0.2242    0.1037   -0.9690      5.80    -12.93      7.37      9.64
   06-10-2018 06:01:57    23.83     1.10     0.00    0.2174    0.1043   -0.9705      7.12    -16.69      8.25      9.38
   06-10-2018 06:02:22    27.00     1.10     0.00    0.2094    0.1162   -0.9709      7.57    -16.80      8.18      8.66
   06-10-2018 06:02:47    27.98     1.10     0.00    0.2104    0.1216   -0.9700      8.12    -19.17     10.08      7.51
   06-10-2018 06:03:12    36.72     1.10    -0.32    0.1831    0.1560   -0.9706      9.70    -19.20     10.62      6.88
   06-10-2018 06:03:37    41.42     0.78     0.00    0.1765    0.1673   -0.9700      6.85    -19.36     14.29      6.02
   06-10-2018 06:04:02    29.65     0.78     0.00    0.2061    0.1248   -0.9706     10.23    -20.94     12.30      5.54
   06-10-2018 06:04:27    31.82     0.94    -0.32    0.1989    0.1388   -0.9701      9.74    -21.36     12.85      4.91
   06-10-2018 06:04:52    30.27     0.78     0.81    0.2134    0.1185   -0.9698     11.75    -21.68     10.18      5.12
   06-10-2018 06:05:17    32.68     0.78     0.00    0.1987    0.1359   -0.9706      8.46    -19.97     12.69      5.45
   06-10-2018 06:05:42    22.22     0.78    -0.65    0.2187    0.1057   -0.9701     10.54    -20.00     10.12      5.76
   06-10-2018 06:06:07    35.17     0.78     0.32    0.1931    0.1398   -0.9712      9.14    -20.22     13.50      5.71
   06-10-2018 06:06:32    36.26     0.78    -0.32    0.1884    0.1534   -0.9700      9.43    -19.88     12.81      5.07
   06-10-2018 06:06:57    35.41     0.78     0.32    0.1972    0.1441   -0.9697     11.92    -22.12      9.23      5.54
   06-10-2018 06:07:22    33.61     0.78    -0.32    0.1947    0.1436   -0.9703      8.02    -19.15     13.15      5.65
   06-10-2018 06:07:47    35.19     0.78     0.65    0.1996    0.1391   -0.9699      8.36    -18.81     13.48      5.55
   06-10-2018 06:08:12    28.88     0.45    -0.97    0.2044    0.1335   -0.9697     11.87    -22.15      9.93      5.63
   06-10-2018 06:08:37    41.03     0.78     0.00    0.1760    0.1646   -0.9705     11.97    -21.28     10.89      5.15
   06-10-2018 06:09:02    40.87     0.78     0.00    0.1776    0.1650   -0.9702     10.71    -20.62     12.05      4.84
   06-10-2018 06:09:27    34.27     0.78     0.00    0.1985    0.1442   -0.9694     10.35    -19.82     11.39      5.42
   06-10-2018 06:09:52    34.57     0.78     0.00    0.1985    0.1458   -0.9692     11.88    -21.46     11.50      4.93
   06-10-2018 06:10:17    32.40     0.62    -0.32    0.2018    0.1401   -0.9694     12.22    -22.64     10.83      4.85
   06-10-2018 06:10:42    39.04     0.45    -0.32    0.1825    0.1597   -0.9702      8.10    -22.49     15.43      4.71
   06-10-2018 06:11:07    47.87     0.78    -0.16    0.1544    0.1880   -0.9700     10.33    -20.55     13.78      4.40
   06-10-2018 06:11:32    35.05     0.45    -0.32    0.1965    0.1487   -0.9692      8.89    -21.58     14.68      4.86
   06-10-2018 06:11:57    34.90     0.78    -0.32    0.1930    0.1493   -0.9698     12.11    -21.63     10.30      5.28
   06-10-2018 06:12:22    36.61     0.78    -0.97    0.1791    0.1594   -0.9708     11.00    -21.19     10.13      5.83
   06-10-2018 06:12:47    39.46     0.62    -0.49    0.1792    0.1643   -0.9700     12.65    -18.73      9.25      5.36
   06-10-2018 06:13:12    36.37     0.13    -0.32    0.1969    0.1521   -0.9686      9.83    -20.66     12.01      6.14
   06-10-2018 06:13:37    33.55     0.78    -0.32    0.1976    0.1452   -0.9695     10.28    -20.69     12.11      5.18
   06-10-2018 06:14:02    27.90     0.45    -0.32    0.2118    0.1217   -0.9697     14.63    -22.28     11.22      3.65
   06-10-2018 06:14:27    40.76     0.29    -0.32    0.1794    0.1644   -0.9699     10.02    -20.02     14.06      5.15
   06-10-2018 06:14:52    42.44     0.45     0.49    0.1833    0.1664   -0.9689     14.19    -23.69      8.69      5.39
   06-10-2018 06:15:17    39.35     0.45    -0.32    0.1843    0.1629   -0.9693     10.99    -19.48     13.21      4.15
   06-10-2018 06:15:42    43.49     0.45     0.00    0.1744    0.1728   -0.9694     10.32    -22.00     13.42      4.39
   06-10-2018 06:16:07    25.96     0.45    -0.65    0.2176    0.1207   -0.9685     10.99    -19.91     12.89      4.80
   06-10-2018 06:16:32    26.65     0.45     0.32    0.2234    0.1105   -0.9684     10.45    -21.52     12.19      5.07
   06-10-2018 06:16:57    24.97     0.13    -0.81    0.2195    0.1170   -0.9686     11.02    -19.10     11.61      6.28
   06-10-2018 06:17:22    38.89     0.45     0.00    0.1897    0.1592   -0.9689      8.06    -22.50     13.76      6.40
   06-10-2018 06:17:47    36.19     0.45    -0.32    0.1923    0.1518   -0.9695      8.12    -20.74     13.35      6.34
   06-10-2018 06:18:12    34.92     0.29     0.32    0.2032    0.1398   -0.9691      9.15    -18.71     12.88      6.24
   06-10-2018 06:18:37    42.47     0.45     0.32    0.1809    0.1672   -0.9692      8.25    -19.90     15.20      5.84
   06-10-2018 06:19:02    35.19     0.13     1.30    0.2134    0.1302   -0.9683     12.99    -19.98     11.37      5.74
   06-10-2018 06:19:27    35.67     0.13     0.97    0.2089    0.1351   -0.9686     12.42    -19.69     10.50      6.47
   06-10-2018 06:19:52    30.71     0.13    -0.32    0.2105    0.1319   -0.9687     11.62    -22.76     10.90      6.24
   06-10-2018 06:20:17    28.21     0.13     0.00    0.2215    0.1200   -0.9677     11.16    -21.64     10.83      6.60
   06-10-2018 06:20:42    39.10     0.13     0.97    0.1960    0.1447   -0.9699     11.90    -19.02     10.27      7.28
   06-10-2018 06:21:07    37.13     0.13     0.00    0.1948    0.1492   -0.9694      9.00    -20.48     13.03      6.73
   06-10-2018 06:21:32    28.16     0.13     0.00    0.2173    0.1175   -0.9690     11.56    -20.08     10.63      6.89
   06-10-2018 06:21:57    38.56     0.13     0.32    0.1985    0.1545   -0.9679     10.66    -20.37     11.97      6.91
   06-10-2018 06:22:22    27.11     0.13     0.00    0.2223    0.1150   -0.9682     12.03    -21.81      9.79      6.97
   06-10-2018 06:22:47    32.62    -0.03    -0.32    0.2074    0.1379   -0.9685      9.04    -19.44     12.36      7.63
   06-10-2018 06:23:12    34.07     0.13    -0.32    0.2039    0.1449   -0.9682      8.42    -19.61     13.12      7.29
   06-10-2018 06:23:37    41.16     0.13     0.00    0.1868    0.1652   -0.9684      9.08    -20.28     13.57      6.46
   06-10-2018 06:24:02    42.23     0.13     0.00    0.1822    0.1674   -0.9689      9.37    -19.05     13.28      6.86
   06-10-2018 06:24:27    35.01     0.13     0.00    0.2036    0.1441   -0.9684     11.13    -20.58     10.88      6.64
   06-10-2018 06:24:52    36.24     0.13     0.00    0.2002    0.1483   -0.9685      9.66    -19.99     14.69      6.12
   06-10-2018 06:25:17    28.26     0.13    -0.32    0.2185    0.1241   -0.9679     11.47    -19.57     12.72      5.30
   06-10-2018 06:25:42    40.58     0.13     0.00    0.1881    0.1631   -0.9685     10.62    -19.71     15.17      4.74
   06-10-2018 06:26:07    36.75     0.13     0.16    0.2001    0.1483   -0.9685     10.81    -19.72     12.90      5.91
   06-10-2018 06:26:32    18.56     0.45     0.00    0.2374    0.0823   -0.9679     12.11     -6.74     11.27     -9.05
   06-10-2018 06:26:57    42.79     0.13    -0.16    0.1749    0.1667   -0.9704      6.88    -10.96     12.55     -3.64
   06-10-2018 06:27:22    20.34    -0.35     0.65    0.2399    0.0758   -0.9678      9.42     -8.72     12.30     -8.25
   06-10-2018 06:27:47    54.47    -0.03     0.00    0.1444    0.2015   -0.9688      5.74     -9.67     13.54     -7.96
   06-10-2018 06:28:12    17.04    -0.19    -0.32    0.2413    0.0784   -0.9673      9.80     -9.20     11.33     -7.77
   06-10-2018 06:28:37     9.49    -0.19     0.00    0.2536    0.0419   -0.9664      4.32     -8.51      5.77     -6.49
   06-10-2018 06:29:02    33.74    -0.19     0.00    0.2101    0.1381   -0.9679      8.84     -9.30     12.83     -7.70
   06-10-2018 06:29:27    29.96    -0.19     0.00    0.2192    0.1244   -0.9677      8.73     -9.39      9.48     -8.23

 Profile 1
  ACM turned on at 06/10/2018 04:00:02
  ACM turned off at 06/10/2018 06:29:36

ACM+ Header Contents:

FILELEN     : 17152
cal_date    : 15 08 11 
ser_num     : 1109
mux         : 0
wdly        : 0
mux2        : 0
UserID      : ML13104-01D
BaudRate    : 19200.0000
InitValue   : 1066
SRate       : 2.0000
Latitude    : 41.6587
Longitude   : -70.6105
abof        : -0.0190
cdof        : -1.3405
efof        : -1.4771
ghof        : 0.1971
absl        : 1.0000
cdsl        : 1.0000
efsl        : 1.0000
ghsl        : 1.0000
K1          : 0.4931
K2          : 0.3023
K3          : 0.0000
K4          : 0.0000
K5          : 0.4955
K6          : 0.3015
K7          : 0.0000
K8          : 0.0000
tilt_temp0  : 0.0000
K9          : 0.0000
sal         : 0.0000
dbar        : 0.0000
seatoff     : -2.1000
seatslp     : 0.0097
velscl      : 1.0000
zhx         : -579.8000
zhy         : -18.2500
zhz         : -524.3000
T11         : 0.0002
T21         : 0.0000
T31         : 0.0000
T12         : 0.0000
T22         : 0.0002
T32         : 0.0000
T13         : 0.0000
T23         : 0.0000
T33         : 0.0002
dex         : 0.0000
dey         : 0.0000
dez         : 0.0000
aux_delay   : 0
avgintv     : 00 00 00 
intv        : 00 05 00 
on          : 00 00 0A 
dly_strt    : 00 01 0A 1C 09 11 04 00 
op_flag1    : 28 :  TIME HDNG
op_flag2    : F8 :  TX   TY   HX   HY   HZ  
op_flag3    : 00 : 
op_flag4    : 07 :  TILT COMP VPTH
op_flag5    : 22 :  ECHO LOG 
op_mode1    : 00 : 
op_mode     : 10 :  NRML
version     : v3.20
Declination : 0.0000
checksum    : 00 
start       : DATA
