
 Profile 322

 Sensors were turned on at  04/05/2017 16:00:02
 Vehicle began profiling at 04/05/2017 16:02:04

Date,[mA],[V],[dbar],Oxygen[uM],Optode Temp[C],Chl,NTU,Therm
04/05/2017 16:02:04,0,11.0,0.000,0.00,0.00,94,129,567
04/05/2017 16:02:14,208,10.8,0.000,0.00,0.00,92,133,567
04/05/2017 16:02:24,205,10.8,0.000,0.00,0.00,88,126,567
04/05/2017 16:02:37,268,10.7,186.900,379.82,3.81,87,126,567
04/05/2017 16:02:47,142,10.9,189.670,379.92,3.81,86,126,567
04/05/2017 16:02:57,147,10.9,192.270,379.18,3.81,86,126,567
04/05/2017 16:03:07,96,11.0,194.960,378.90,3.81,85,127,567
04/05/2017 16:03:17,133,10.9,197.750,378.69,3.81,84,125,566
04/05/2017 16:03:27,175,10.9,200.400,378.72,3.81,85,127,566
04/05/2017 16:03:37,135,10.9,203.160,379.06,3.81,84,125,566
04/05/2017 16:03:47,150,10.9,205.930,379.35,3.81,85,127,566
04/05/2017 16:03:57,128,10.9,208.470,378.53,3.81,84,126,566
04/05/2017 16:04:07,99,11.0,211.150,380.18,3.80,83,125,566
04/05/2017 16:04:17,175,10.8,213.820,378.42,3.80,83,128,566
04/05/2017 16:04:27,119,10.9,216.530,378.76,3.80,84,126,566
04/05/2017 16:04:37,109,11.0,219.220,379.13,3.80,82,127,566
04/05/2017 16:04:47,161,10.9,222.000,378.11,3.80,86,127,566
04/05/2017 16:04:57,124,10.9,224.600,378.40,3.80,86,125,566
04/05/2017 16:05:07,131,10.9,227.330,378.48,3.80,85,125,566
04/05/2017 16:05:17,131,10.9,230.020,378.65,3.80,83,126,566
04/05/2017 16:05:27,127,10.9,232.670,379.35,3.80,81,124,566
04/05/2017 16:05:37,144,10.9,235.350,377.75,3.80,81,127,566
04/05/2017 16:05:47,130,10.9,238.180,378.25,3.80,81,125,566
04/05/2017 16:05:57,136,10.9,240.870,378.63,3.80,82,124,566
04/05/2017 16:06:07,144,10.8,243.560,378.78,3.80,81,129,565
04/05/2017 16:06:17,148,10.8,246.230,377.69,3.80,83,127,565
04/05/2017 16:06:27,110,10.9,248.820,378.31,3.80,83,131,565
04/05/2017 16:06:37,151,10.9,251.680,378.10,3.80,82,125,565
04/05/2017 16:06:47,142,10.9,254.170,378.20,3.80,82,125,565
04/05/2017 16:06:57,149,10.8,256.860,378.54,3.80,83,127,565
04/05/2017 16:07:07,146,10.9,259.660,378.67,3.80,82,126,565
04/05/2017 16:07:17,126,10.9,262.360,378.15,3.80,83,127,565
04/05/2017 16:07:27,150,10.8,265.020,377.78,3.80,82,126,565
04/05/2017 16:07:37,166,10.8,267.660,378.12,3.80,83,125,565
04/05/2017 16:07:47,124,10.9,270.370,378.36,3.80,84,125,565
04/05/2017 16:07:57,143,10.8,273.050,378.32,3.80,82,126,565
04/05/2017 16:08:07,159,10.8,275.800,378.62,3.80,83,127,565
04/05/2017 16:08:17,141,10.9,278.500,377.89,3.80,84,126,565
04/05/2017 16:08:27,153,10.8,281.010,378.34,3.80,84,125,565
