

 Profile 323

mmho/cm,Celsius,dbars,hz

32.1587,2.4258,2518.370, 0
32.1586,2.4263,2518.420, 0
32.1588,2.4259,2518.360, 0
32.1587,2.4259,2518.320, 0
32.1589,2.4261,2518.280, 0
32.1590,2.4259,2518.320, 0
32.1588,2.4259,2518.280, 0
32.1588,2.4260,2518.300, 0
32.1588,2.4260,2518.320, 0
32.1590,2.4260,2518.350, 0
32.1591,2.4259,2518.380, 0
32.1589,2.4260,2518.250, 0
32.1590,2.4263,2518.340, 0
32.1592,2.4263,2518.360, 0
32.1590,2.4265,2518.270, 0
32.1590,2.4265,2518.360, 0
32.1590,2.4262,2518.280, 0
32.1589,2.4264,2518.280, 0
32.1593,2.4262,2518.380, 0
32.1590,2.4262,2518.360, 0
32.1590,2.4262,2518.290, 0
32.1590,2.4265,2518.380, 0
32.1592,2.4259,2518.290, 0
32.1590,2.4261,2518.230, 0
32.1595,2.4263,2518.330, 0
32.1591,2.4262,2518.400, 0
32.1592,2.4264,2518.270, 0
32.1592,2.4259,2518.320, 0
32.1592,2.4262,2518.310, 0
32.1590,2.4262,2518.240, 0
32.1590,2.4263,2518.370, 0
32.1591,2.4261,2518.350, 0
32.1589,2.4260,2518.250, 0
32.1588,2.4259,2518.340, 0
32.1588,2.4264,2518.400, 0
32.1590,2.4261,2518.280, 0
32.1588,2.4262,2518.240, 0
32.1590,2.4263,2518.360, 0
32.1589,2.4259,2518.420, 0
32.1589,2.4263,2518.250, 0
32.1590,2.4259,2518.360, 0
32.1592,2.4262,2518.350, 0
32.1592,2.4266,2518.230, 0
32.1592,2.4263,2518.300, 0
32.1592,2.4265,2518.410, 0
32.1593,2.4261,2518.400, 0
32.1595,2.4265,2518.340, 0
32.1596,2.4267,2518.280, 0
32.1594,2.4268,2518.410, 0
32.1596,2.4265,2518.290, 0
32.1598,2.4271,2518.220, 0
32.1598,2.4270,2518.340, 0
32.1597,2.4270,2518.360, 0
32.1597,2.4268,2518.310, 0
32.1596,2.4269,2518.350, 0
32.1596,2.4267,2518.410, 0
32.1598,2.4266,2518.310, 0
32.1594,2.4268,2518.290, 0
32.1598,2.4267,2518.390, 0
32.1597,2.4270,2518.400, 0
32.1597,2.4268,2518.320, 0
32.1598,2.4271,2518.330, 0
32.1596,2.4268,2518.390, 0
32.1600,2.4268,2518.370, 0
32.1602,2.4275,2518.280, 0
32.1604,2.4275,2518.330, 0
32.1603,2.4278,2518.360, 0
32.1601,2.4273,2518.320, 0
32.1604,2.4277,2518.330, 0
32.1604,2.4274,2518.450, 0
32.1604,2.4274,2518.270, 0
32.1606,2.4277,2518.320, 0
32.1602,2.4279,2518.290, 0
32.1605,2.4277,2518.420, 0
32.1604,2.4278,2518.330, 0
32.1602,2.4276,2518.340, 0
32.1604,2.4275,2518.420, 0
32.1604,2.4277,2518.310, 0
32.1604,2.4276,2518.250, 0
32.1602,2.4278,2518.340, 0
32.1605,2.4276,2518.390, 0
