
 Profile 332

 Sensors were turned on at  04/14/2017 00:00:02
 Vehicle began profiling at 04/14/2017 00:02:05

Date,[mA],[V],[dbar],Oxygen[uM],Optode Temp[C],Chl,NTU,Therm
04/14/2017 00:02:05,0,11.0,0.000,0.00,0.00,77,125,567
04/14/2017 00:02:15,208,10.8,0.000,0.00,0.00,76,127,567
04/14/2017 00:02:25,184,10.8,0.000,0.00,0.00,73,125,567
04/14/2017 00:02:38,274,10.7,182.460,382.40,3.58,71,121,567
04/14/2017 00:02:49,115,11.0,185.500,382.21,3.58,72,122,567
04/14/2017 00:02:59,133,10.9,188.150,381.91,3.57,70,125,567
04/14/2017 00:03:09,128,11.0,190.840,382.65,3.57,69,125,567
04/14/2017 00:03:19,127,10.9,193.670,382.21,3.57,70,122,567
04/14/2017 00:03:29,130,10.9,196.370,382.42,3.57,70,122,567
04/14/2017 00:03:39,134,10.9,199.100,381.69,3.57,70,124,567
04/14/2017 00:03:49,135,10.9,201.760,382.42,3.57,69,123,567
04/14/2017 00:03:59,136,10.9,204.470,381.31,3.57,69,124,566
04/14/2017 00:04:09,141,10.9,207.100,382.37,3.58,71,122,566
04/14/2017 00:04:19,138,10.9,209.880,382.06,3.58,69,125,566
04/14/2017 00:04:29,128,10.9,212.500,381.44,3.57,71,124,566
04/14/2017 00:04:39,135,10.9,215.270,382.04,3.57,69,130,566
04/14/2017 00:04:49,137,10.9,218.010,380.70,3.57,68,123,566
04/14/2017 00:04:59,132,10.9,220.530,380.40,3.57,67,122,566
04/14/2017 00:05:09,132,10.9,223.350,380.76,3.56,66,124,566
04/14/2017 00:05:19,127,10.9,225.950,380.18,3.56,68,123,566
04/14/2017 00:05:29,129,10.9,228.650,381.37,3.56,66,124,566
04/14/2017 00:05:39,126,10.9,231.400,380.30,3.56,67,123,566
04/14/2017 00:05:49,141,10.9,234.000,380.85,3.56,68,123,566
04/14/2017 00:05:59,136,10.9,236.810,379.88,3.56,67,122,566
04/14/2017 00:06:09,132,10.9,239.510,380.11,3.56,67,122,566
04/14/2017 00:06:19,135,10.9,242.190,380.56,3.56,65,122,566
04/14/2017 00:06:29,130,10.9,244.740,380.23,3.56,67,121,566
04/14/2017 00:06:39,134,10.9,247.520,380.84,3.55,69,122,566
04/14/2017 00:06:49,123,10.9,250.140,380.86,3.55,67,122,566
04/14/2017 00:06:59,135,10.9,252.930,379.89,3.55,67,122,565
04/14/2017 00:07:09,146,10.8,255.570,380.04,3.55,67,123,566
04/14/2017 00:07:19,134,10.9,258.210,380.09,3.55,65,122,566
04/14/2017 00:07:29,142,10.8,260.870,379.77,3.55,65,122,566
04/14/2017 00:07:39,137,10.8,263.590,379.68,3.55,64,123,566
04/14/2017 00:07:49,141,10.8,266.290,379.21,3.55,66,119,565
04/14/2017 00:07:59,141,10.8,269.050,378.66,3.55,64,121,565
04/14/2017 00:08:09,140,10.8,271.600,379.40,3.55,65,121,565
04/14/2017 00:08:19,135,10.9,274.370,379.42,3.55,66,121,565
04/14/2017 00:08:29,143,10.9,277.130,380.00,3.54,66,122,565
04/14/2017 00:08:39,142,10.8,279.630,379.74,3.54,67,122,565
04/14/2017 00:08:49,143,10.8,282.410,379.66,3.54,67,125,565
04/14/2017 00:08:59,146,10.8,285.160,378.97,3.53,67,125,565
04/14/2017 00:09:09,145,10.8,287.790,380.62,3.53,68,122,565
04/14/2017 00:09:19,140,10.8,290.380,380.08,3.53,67,122,565
04/14/2017 00:09:29,128,10.8,293.110,380.21,3.53,68,123,565
04/14/2017 00:09:39,139,10.9,295.770,380.11,3.53,67,123,565
04/14/2017 00:09:49,141,10.9,298.520,380.04,3.53,68,127,565
04/14/2017 00:09:59,152,10.8,301.200,380.69,3.53,68,120,565
04/14/2017 00:10:09,139,10.8,303.840,379.97,3.53,68,123,565
04/14/2017 00:10:19,139,10.8,306.580,379.79,3.53,67,121,565
04/14/2017 00:10:29,133,10.9,309.190,379.12,3.54,68,128,565
04/14/2017 00:10:39,125,10.9,311.930,380.77,3.54,67,121,565
04/14/2017 00:10:49,141,10.8,314.650,379.95,3.54,66,122,565
04/14/2017 00:10:59,133,10.9,317.240,379.83,3.53,67,123,565
04/14/2017 00:11:09,138,10.8,319.960,379.81,3.54,67,122,565
04/14/2017 00:11:19,140,10.8,322.670,379.99,3.53,67,122,565
04/14/2017 00:11:29,161,10.8,325.180,380.45,3.53,67,123,565
04/14/2017 00:11:39,149,10.8,328.030,380.28,3.53,68,122,565
04/14/2017 00:11:49,150,10.8,330.590,379.98,3.53,67,122,565
04/14/2017 00:11:59,141,10.8,333.300,379.52,3.52,67,121,565
04/14/2017 00:12:09,143,10.8,336.010,379.71,3.52,67,123,565
04/14/2017 00:12:19,134,10.8,338.690,380.35,3.52,67,122,565
04/14/2017 00:12:29,132,10.9,341.440,379.83,3.52,67,122,565
04/14/2017 00:12:39,131,10.8,344.100,380.07,3.52,68,122,565
04/14/2017 00:12:49,149,10.8,346.740,379.96,3.52,66,122,565
04/14/2017 00:12:59,153,10.9,349.420,379.41,3.51,64,124,565
04/14/2017 00:13:09,140,10.9,352.000,379.48,3.51,66,122,565
04/14/2017 00:13:19,145,10.8,354.790,378.00,3.50,65,126,565
04/14/2017 00:13:29,142,10.8,357.320,377.66,3.51,64,121,565
04/14/2017 00:13:39,144,10.8,360.200,377.43,3.52,64,122,565
04/14/2017 00:13:49,134,10.8,362.690,377.48,3.52,65,119,565
04/14/2017 00:13:59,143,10.9,365.380,377.76,3.52,64,121,565
04/14/2017 00:14:09,137,10.8,368.010,377.24,3.52,61,121,565
04/14/2017 00:14:19,135,10.8,370.750,377.50,3.52,62,126,565
04/14/2017 00:14:29,141,10.9,373.540,376.06,3.52,62,121,565
04/14/2017 00:14:39,145,10.8,376.250,375.63,3.51,62,120,565
04/14/2017 00:14:49,150,10.8,378.880,377.31,3.50,61,121,565
04/14/2017 00:14:59,149,10.9,381.480,376.90,3.50,60,122,565
04/14/2017 00:15:09,144,10.8,384.140,375.77,3.49,61,121,565
04/14/2017 00:15:19,138,10.9,386.810,375.48,3.49,62,121,565
04/14/2017 00:15:29,130,10.9,389.520,376.39,3.49,63,123,565
04/14/2017 00:15:39,118,10.9,392.220,375.84,3.48,61,121,565
04/14/2017 00:15:49,119,10.9,394.830,375.79,3.48,62,122,565
04/14/2017 00:15:59,127,10.9,397.560,376.08,3.48,61,120,565
04/14/2017 00:16:09,136,10.9,400.270,375.97,3.48,61,121,565
04/14/2017 00:16:19,133,10.9,402.900,375.44,3.48,64,121,565
04/14/2017 00:16:29,137,10.8,405.550,376.76,3.47,62,118,565
04/14/2017 00:16:39,140,10.9,408.330,375.50,3.47,63,120,565
04/14/2017 00:16:49,139,10.8,410.970,375.93,3.47,62,119,565
04/14/2017 00:16:59,143,10.9,413.660,375.74,3.46,62,121,565
04/14/2017 00:17:09,143,10.9,416.330,376.18,3.46,63,121,565
04/14/2017 00:17:19,146,10.9,418.920,376.28,3.46,63,120,565
04/14/2017 00:17:29,144,10.8,421.740,376.36,3.46,63,120,565
04/14/2017 00:17:39,143,10.9,424.380,376.96,3.46,63,123,565
04/14/2017 00:17:49,143,10.9,426.970,376.77,3.46,64,123,565
04/14/2017 00:17:59,148,10.8,429.700,377.41,3.46,64,122,565
04/14/2017 00:18:09,131,10.9,432.440,376.52,3.46,65,121,565
04/14/2017 00:18:19,139,10.9,435.100,376.98,3.46,65,122,565
04/14/2017 00:18:29,139,10.9,437.770,377.64,3.46,66,123,565
04/14/2017 00:18:39,147,10.9,440.440,377.06,3.47,66,122,565
04/14/2017 00:18:49,138,10.9,443.060,377.05,3.47,66,123,565
04/14/2017 00:18:59,137,10.8,445.780,377.56,3.47,67,128,565
04/14/2017 00:19:09,147,10.9,448.360,378.69,3.47,67,122,565
04/14/2017 00:19:19,145,10.8,451.070,377.43,3.47,67,122,565
04/14/2017 00:19:29,141,10.9,453.810,378.27,3.47,66,122,565
04/14/2017 00:19:39,135,10.9,456.390,377.67,3.48,67,121,565
04/14/2017 00:19:49,140,10.9,459.110,377.84,3.48,66,126,565
04/14/2017 00:19:59,146,10.9,461.750,378.47,3.48,65,122,565
04/14/2017 00:20:09,147,10.8,464.360,377.42,3.48,66,121,565
04/14/2017 00:20:19,133,10.9,467.170,377.95,3.48,66,123,565
04/14/2017 00:20:29,153,10.9,469.700,378.19,3.48,68,122,565
04/14/2017 00:20:39,153,10.9,472.370,377.60,3.48,66,121,565
04/14/2017 00:20:49,146,10.9,475.060,377.11,3.48,66,121,565
04/14/2017 00:20:59,138,10.8,477.790,378.02,3.48,65,122,565
04/14/2017 00:21:09,143,10.8,480.390,378.29,3.48,67,122,565
04/14/2017 00:21:19,133,10.9,483.110,378.48,3.48,66,124,565
04/14/2017 00:21:29,148,10.9,485.800,378.75,3.48,67,122,565
04/14/2017 00:21:39,156,10.9,488.460,377.84,3.48,66,123,565
04/14/2017 00:21:49,149,10.9,491.100,377.79,3.48,67,122,565
04/14/2017 00:21:59,145,10.9,493.740,377.53,3.48,67,121,565
04/14/2017 00:22:09,142,10.9,496.330,377.85,3.48,66,121,565
04/14/2017 00:22:19,150,10.8,499.120,377.42,3.48,66,122,565
04/14/2017 00:22:29,150,10.9,501.710,377.66,3.48,67,122,565
04/14/2017 00:22:39,148,10.9,504.410,377.47,3.48,67,122,565
04/14/2017 00:22:49,147,10.8,507.220,378.34,3.48,65,122,565
04/14/2017 00:22:59,132,10.9,509.800,377.91,3.48,67,123,565
04/14/2017 00:23:09,145,10.9,512.350,377.54,3.48,67,122,565
04/14/2017 00:23:19,131,10.9,515.060,377.23,3.48,66,122,565
04/14/2017 00:23:29,145,10.9,517.710,377.20,3.48,66,122,565
04/14/2017 00:23:39,140,10.9,520.450,376.69,3.48,66,121,565
04/14/2017 00:23:49,143,10.9,523.130,377.72,3.48,67,121,565
04/14/2017 00:23:59,144,10.9,525.770,377.01,3.48,65,123,565
04/14/2017 00:24:09,153,10.9,528.360,376.89,3.48,65,127,565
04/14/2017 00:24:19,147,10.8,530.970,378.23,3.47,66,122,565
04/14/2017 00:24:29,144,10.9,533.670,377.89,3.47,67,123,565
04/14/2017 00:24:39,140,10.9,536.350,378.15,3.47,66,123,565
04/14/2017 00:24:49,136,10.9,539.070,377.62,3.47,66,123,565
04/14/2017 00:24:59,125,10.9,541.710,378.41,3.47,65,123,565
04/14/2017 00:25:09,139,10.9,544.330,377.37,3.47,65,123,565
04/14/2017 00:25:19,145,10.9,546.970,377.36,3.47,65,122,565
04/14/2017 00:25:29,158,10.8,549.650,378.31,3.47,64,123,565
04/14/2017 00:25:39,144,10.9,552.390,377.71,3.47,66,123,565
04/14/2017 00:25:49,151,10.9,554.950,378.40,3.47,65,124,565
04/14/2017 00:25:59,171,10.9,557.700,377.21,3.47,66,122,565
04/14/2017 00:26:09,159,10.8,560.350,377.62,3.47,66,123,565
04/14/2017 00:26:19,153,10.9,562.960,377.13,3.47,66,121,565
04/14/2017 00:26:29,137,10.9,565.630,377.43,3.47,66,122,565
04/14/2017 00:26:39,144,10.9,568.180,377.68,3.48,67,121,565
04/14/2017 00:26:49,157,10.9,571.000,377.50,3.48,65,123,565
