Sample rate: 2.0000 Hz


 Profile 2

   MM-DD-YYYY HH:MM:SS     HDNG       TX       TY        HX        HY        HZ      VPAB      VPCD      VPEF      VPGH
   06-11-2018 01:21:57   334.07     0.78     3.57    0.2292   -0.1776   -0.9570      7.59     10.24      4.99    -12.75
   06-11-2018 01:22:22   326.62     0.94     2.92    0.2133   -0.1998   -0.9563      6.16     10.65      5.62    -10.12
   06-11-2018 01:22:47   329.37     0.78     2.60    0.2221   -0.1827   -0.9577      4.09     10.83      6.55     -9.83
   06-11-2018 01:23:12   330.17     0.78     2.27    0.2280   -0.1762   -0.9576      6.98     10.38      4.74    -10.58
   06-11-2018 01:23:37   338.77     0.13     2.60    0.2489   -0.1411   -0.9582      5.68     10.46      6.37    -11.73
   06-11-2018 01:24:02   340.83     0.13     3.24    0.2516   -0.1426   -0.9573      5.51     10.76      4.90    -11.82
   06-11-2018 01:24:27   341.71     0.13     2.60    0.2568   -0.1291   -0.9578      5.19     10.76      5.88     -9.49
   06-11-2018 01:24:52   343.99    -0.19     3.89    0.2541   -0.1374   -0.9574      5.40     10.47      6.32     -9.84
   06-11-2018 01:25:17   343.85     0.13     3.89    0.2508   -0.1386   -0.9581      7.90     10.36      4.47    -14.74
   06-11-2018 01:25:42   345.25    -0.19     3.57    0.2585   -0.1271   -0.9576      6.75      9.89      6.44    -11.21
   06-11-2018 01:26:07   341.95     0.13     3.24    0.2493   -0.1365   -0.9588      5.88     10.12      5.81    -13.22
   06-11-2018 01:26:32   337.61     0.45     3.24    0.2433   -0.1577   -0.9570      7.27     10.63      4.35    -11.95
   06-11-2018 01:26:57   338.75     0.45     2.92    0.2488   -0.1486   -0.9571      7.11     10.69      4.25    -11.47
   06-11-2018 01:27:22   340.85     0.13     3.24    0.2510   -0.1424   -0.9575      2.92     10.32      7.84     -8.91
   06-11-2018 01:27:47   338.03     0.45     3.24    0.2436   -0.1557   -0.9573      6.63     10.49      4.30    -11.34
   06-11-2018 01:28:12   339.96     0.45     3.57    0.2451   -0.1520   -0.9575      6.83     11.06      4.35    -15.48
   06-11-2018 01:28:37   350.82    -0.19     4.22    0.2612   -0.1126   -0.9587      5.83     10.18      4.92    -11.48
   06-11-2018 01:29:02   346.82     0.13     3.57    0.2605   -0.1214   -0.9578      6.72     10.04      4.34    -12.47
   06-11-2018 01:29:27   345.17     0.13     3.24    0.2593   -0.1236   -0.9578      5.35     10.00      5.38    -10.98
   06-11-2018 01:29:52   343.11     0.13     3.24    0.2546   -0.1324   -0.9579      3.27     10.07      7.56    -10.52
   06-11-2018 01:30:17   346.08     0.13     3.57    0.2554   -0.1238   -0.9589      3.86      9.55      6.15    -10.53
   06-11-2018 01:30:42   347.97    -0.03     4.06    0.2557   -0.1225   -0.9590      5.42      9.62      5.67    -11.18
   06-11-2018 01:31:07   342.25    -0.03     2.92    0.2526   -0.1297   -0.9588      4.92     10.03      5.51     -9.44
   06-11-2018 01:31:32   346.22     0.13     3.89    0.2587   -0.1293   -0.9573      4.15     10.12      5.43    -11.32
   06-11-2018 01:31:57   346.54    -0.19     3.24    0.2609   -0.1161   -0.9584      4.94      9.74      5.24    -12.64
   06-11-2018 01:32:22   340.70     0.45     2.60    0.2555   -0.1356   -0.9573      3.63      9.74      6.03    -10.88
