
 Profile 347

 Sensors were turned on at  04/26/2017 12:00:02
 Vehicle began profiling at 04/26/2017 12:02:04

Date,[mA],[V],[dbar],Oxygen[uM],Optode Temp[C],Chl,NTU,Therm
04/26/2017 12:02:04,0,11.0,0.000,0.00,0.00,55,138,570
04/26/2017 12:02:14,198,10.7,0.000,0.00,0.00,53,131,569
04/26/2017 12:02:24,174,10.8,0.000,0.00,0.00,52,132,569
04/26/2017 12:02:37,238,10.8,2519.410,340.08,2.17,53,129,569
04/26/2017 12:02:47,166,10.9,2516.680,340.22,2.19,53,133,569
04/26/2017 12:02:57,163,10.9,2514.080,339.90,2.20,52,130,569
04/26/2017 12:03:07,169,10.9,2511.590,339.55,2.22,54,129,569
04/26/2017 12:03:17,168,10.9,2508.890,340.36,2.24,53,130,569
04/26/2017 12:03:27,180,10.9,2506.230,338.90,2.26,52,125,569
04/26/2017 12:03:37,170,10.9,2503.610,337.65,2.29,52,128,569
04/26/2017 12:03:47,174,10.9,2501.020,337.60,2.31,55,126,569
04/26/2017 12:03:57,154,10.9,2498.400,336.97,2.33,54,123,569
04/26/2017 12:04:07,164,10.9,2495.720,336.12,2.35,53,122,569
04/26/2017 12:04:17,161,10.9,2493.180,335.31,2.36,54,124,569
04/26/2017 12:04:27,171,10.9,2490.670,334.81,2.37,53,122,568
04/26/2017 12:04:37,157,10.9,2487.930,334.35,2.38,54,122,568
04/26/2017 12:04:47,165,10.8,2485.290,333.99,2.39,54,123,569
04/26/2017 12:04:57,161,10.8,2482.740,333.73,2.40,53,126,568
04/26/2017 12:05:07,167,10.8,2480.230,333.04,2.41,54,134,568
04/26/2017 12:05:17,170,10.9,2477.640,334.16,2.42,52,128,568
04/26/2017 12:05:27,163,10.8,2475.000,334.06,2.43,53,125,568
04/26/2017 12:05:37,167,10.8,2472.390,333.96,2.46,54,124,568
04/26/2017 12:05:47,155,10.8,2469.730,333.11,2.46,53,126,568
04/26/2017 12:05:57,166,10.8,2467.030,333.79,2.46,53,123,568
04/26/2017 12:06:07,150,10.8,2464.430,332.87,2.47,53,123,568
04/26/2017 12:06:17,154,10.8,2461.910,333.47,2.47,53,122,568
04/26/2017 12:06:27,149,10.8,2459.110,332.92,2.47,55,123,568
04/26/2017 12:06:37,150,10.8,2456.610,332.14,2.47,53,122,568
04/26/2017 12:06:47,144,10.8,2453.930,331.87,2.48,53,120,568
04/26/2017 12:06:57,141,10.8,2451.260,331.94,2.51,54,120,568
04/26/2017 12:07:07,168,10.8,2448.680,330.45,2.53,53,118,568
04/26/2017 12:07:17,148,10.8,2446.060,329.63,2.55,54,116,568
04/26/2017 12:07:27,160,10.8,2443.320,327.69,2.56,53,118,568
04/26/2017 12:07:37,151,10.8,2440.720,326.49,2.58,54,113,568
04/26/2017 12:07:47,147,10.8,2438.080,325.77,2.61,52,114,568
04/26/2017 12:07:57,161,10.8,2435.480,323.83,2.61,53,113,567
04/26/2017 12:08:07,166,10.8,2432.870,323.78,2.61,53,112,568
04/26/2017 12:08:17,145,10.8,2430.330,323.68,2.62,53,112,568
04/26/2017 12:08:27,153,10.8,2427.660,323.11,2.62,54,113,568
04/26/2017 12:08:37,155,10.8,2425.110,323.49,2.62,53,111,568
04/26/2017 12:08:47,155,10.8,2422.420,323.24,2.63,53,112,567
