

 Profile 334

mmho/cm,Celsius,dbars,hz

32.1958,3.6036,180.350, 0
32.1956,3.6032,180.370, 0
32.1958,3.6033,180.420, 0
32.1956,3.6033,180.440, 0
32.1958,3.6034,180.400, 0
32.1960,3.6033,180.420, 0
32.1958,3.6033,180.450, 0
32.1958,3.6032,180.380, 0
32.1958,3.6034,180.440, 0
32.1956,3.6030,180.350, 0
32.1956,3.6029,180.450, 0
32.1956,3.6030,180.410, 0
32.1956,3.6031,180.370, 0
32.1958,3.6034,180.430, 0
32.1958,3.6032,180.420, 0
32.1958,3.6030,180.350, 0
32.1960,3.6030,180.510, 0
32.1958,3.6035,180.400, 0
32.1958,3.6033,180.350, 0
32.1960,3.6030,180.450, 0
32.1956,3.6032,180.440, 0
32.1954,3.6030,180.330, 0
32.1958,3.6033,180.460, 0
32.1958,3.6033,180.520, 0
32.1958,3.6034,180.340, 0
32.1958,3.6030,180.440, 0
32.1958,3.6033,180.500, 0
32.1958,3.6033,180.340, 0
32.1958,3.6034,180.400, 0
32.1958,3.6033,180.500, 0
32.1954,3.6029,180.400, 0
32.1954,3.6027,180.360, 0
32.1958,3.6033,180.430, 0
32.1958,3.6032,180.470, 0
32.1960,3.6033,180.390, 0
32.1958,3.6031,180.400, 0
32.1956,3.6030,180.470, 0
32.1954,3.6029,180.420, 0
32.1946,3.6021,180.380, 0
32.1946,3.6019,180.420, 0
32.1936,3.6009,180.440, 0
32.1948,3.6018,180.400, 0
32.1950,3.6022,180.390, 0
32.1948,3.6021,180.480, 0
32.1948,3.6022,180.470, 0
32.1948,3.6022,180.420, 0
32.1944,3.6018,180.410, 0
32.1944,3.6015,180.530, 0
32.1942,3.6015,180.520, 0
32.1942,3.6017,180.410, 0
32.1946,3.6017,180.320, 0
32.1936,3.6011,180.440, 0
32.1936,3.6006,180.510, 0
32.1944,3.6018,180.390, 0
32.1936,3.6011,180.350, 0
32.1933,3.6008,180.450, 0
32.1934,3.6007,180.470, 0
32.1938,3.6010,180.450, 0
32.1938,3.6015,180.350, 0
32.1940,3.6014,180.450, 0
32.1950,3.6023,180.470, 0
32.1950,3.6026,180.440, 0
32.1946,3.6024,180.390, 0
32.1952,3.6023,180.350, 0
32.1960,3.6035,180.470, 0
32.1964,3.6038,180.450, 0
32.1966,3.6043,180.420, 0
32.1962,3.6037,180.350, 0
32.1962,3.6033,180.450, 0
32.1966,3.6041,180.510, 0
32.1964,3.6041,180.390, 0
32.1962,3.6038,180.360, 0
32.1964,3.6038,180.430, 0
32.1954,3.6030,180.450, 0
32.1954,3.6028,180.460, 0
32.1954,3.6029,180.380, 0
32.1950,3.6024,180.390, 0
32.1950,3.6027,180.440, 0
32.1954,3.6028,180.450, 0
32.1958,3.6030,180.410, 0
32.1950,3.6029,180.370, 0
32.1956,3.6029,180.390, 0
32.1948,3.6023,180.480, 0
32.1952,3.6027,180.480, 0
32.1944,3.6020,180.440, 0
32.1942,3.6018,180.370, 0
32.1944,3.6013,180.400, 0
32.1952,3.6027,180.510, 0
32.1958,3.6032,180.500, 0
32.1954,3.6030,180.410, 0
32.1950,3.6027,180.350, 0
32.1952,3.6026,180.420, 0
32.1956,3.6029,180.480, 0
32.1954,3.6026,180.500, 0
32.1942,3.6022,180.450, 0
32.1950,3.6024,180.400, 0
32.1950,3.6023,180.390, 0
32.1952,3.6028,180.500, 0
32.1952,3.6028,180.480, 0
32.1952,3.6026,180.410, 0
32.1954,3.6027,180.380, 0
32.1958,3.6032,180.400, 0
32.1944,3.6018,180.510, 0
32.1944,3.6016,180.520, 0
32.1942,3.6014,180.450, 0
32.1950,3.6021,180.390, 0
32.1940,3.6019,180.340, 0
32.1932,3.6001,180.370, 0
32.1942,3.6013,180.480, 0
32.1950,3.6023,180.490, 0
32.1942,3.6016,180.480, 0
32.1944,3.6018,180.360, 0
32.1944,3.6018,180.370, 0
32.1940,3.6017,180.420, 0
32.1936,3.6011,180.490, 0
32.1930,3.6006,180.540, 0
32.1940,3.6011,180.430, 0
32.1940,3.6013,180.400, 0
32.1944,3.6014,180.370, 0
32.1948,3.6024,180.470, 0
32.1954,3.6028,180.480, 0
32.1950,3.6024,180.550, 0
32.1952,3.6026,180.540, 0
32.1942,3.6014,180.560, 0
32.1936,3.6009,180.700, 0
32.1940,3.6009,180.920, 0
32.1940,3.6009,181.060, 0
32.1940,3.6011,181.100, 0
32.1940,3.6009,181.230, 0
32.1940,3.6008,181.480, 0
32.1946,3.6011,181.680, 0
32.1962,3.6026,181.820, 0
32.1966,3.6034,181.940, 0
32.1968,3.6034,182.230, 0
32.1956,3.6018,182.510, 0
32.1952,3.6016,182.720, 0
32.1964,3.6022,182.860, 0
32.1966,3.6028,183.080, 0
32.1970,3.6029,183.260, 0
32.1972,3.6033,183.600, 0
32.1974,3.6031,183.830, 0
32.1976,3.6034,184.060, 0
32.1978,3.6033,184.270, 0
32.1978,3.6031,184.640, 0
32.1978,3.6033,184.950, 0
32.1978,3.6033,185.090, 0
32.1982,3.6029,185.370, 0
32.1980,3.6030,185.720, 0
32.1970,3.6018,186.010, 0
32.1966,3.6015,186.200, 0
32.1964,3.6007,186.440, 0
32.1970,3.6012,186.820, 0
32.1970,3.6015,187.100, 0
32.1978,3.6021,187.320, 0
32.1986,3.6026,187.520, 0
