

 Profile 2

mmho/cm,Celsius,dbars,hz

38.2163,13.1850,33.710, 4009
38.2077,13.1776,33.760, 4015
38.2021,13.1667,33.770, 4017
38.1985,13.1623,33.710, 4016
38.2025,13.1676,33.720, 4016
38.2014,13.1665,33.720, 4018
38.1945,13.1587,33.670, 4019
38.2005,13.1647,33.610, 4019
38.1949,13.1603,33.570, 4021
38.1938,13.1564,33.560, 4022
38.1812,13.1426,33.580, 4021
38.1654,13.1216,33.650, 4019
38.1571,13.1103,33.710, 4017
38.1531,13.1033,33.790, 4015
38.1473,13.0947,33.820, 4015
38.1466,13.0935,33.780, 4015
38.1414,13.0888,33.760, 4014
38.1401,13.0875,33.760, 4013
38.1408,13.0881,33.660, 4013
38.1705,13.1203,33.580, 4014
38.1837,13.1446,33.630, 4015
38.1815,13.1446,33.640, 4016
38.1768,13.1358,33.580, 4015
38.1576,13.1215,33.600, 4016
38.1367,13.0869,33.590, 4016
38.1377,13.0838,33.510, 4016
38.1359,13.0835,33.450, 4016
38.1348,13.0815,33.510, 4016
38.1377,13.0860,33.620, 4016
38.1352,13.0826,33.650, 4013
38.1356,13.0834,33.720, 4012
38.1343,13.0814,33.830, 4011
38.1330,13.0806,33.820, 4011
38.1285,13.0756,33.750, 4010
38.1265,13.0713,33.700, 4011
38.1368,13.0849,33.590, 4012
38.1410,13.0903,33.500, 4014
38.1414,13.0931,33.490, 4014
38.1390,13.0897,33.490, 4013
38.1305,13.0780,33.510, 4013
38.1296,13.0765,33.570, 4012
38.1265,13.0741,33.620, 4013
38.1231,13.0690,33.630, 4013
38.1273,13.0727,33.670, 4013
38.1196,13.0662,33.680, 4013
38.1198,13.0630,33.640, 4012
38.1198,13.0645,33.630, 4013
38.1164,13.0621,33.640, 4013
38.1104,13.0545,33.610, 4013
38.1122,13.0547,33.610, 4012
38.1015,13.0434,33.600, 4011
38.0930,13.0303,33.600, 4010
38.0930,13.0291,33.570, 4011
38.0916,13.0292,33.550, 4013
38.0887,13.0257,33.580, 4014
38.0887,13.0260,33.610, 4014
38.0885,13.0247,33.610, 4015
38.0876,13.0256,33.640, 4013
38.0854,13.0228,33.630, 4012
38.0825,13.0187,33.610, 4012
38.0809,13.0156,33.600, 4013
38.0765,13.0113,33.570, 4015
38.0724,13.0061,33.520, 4015
38.0727,13.0059,33.560, 4014
38.0849,13.0198,33.560, 4014
38.0840,13.0245,33.560, 4014
38.0858,13.0250,33.610, 4012
38.0733,13.0087,33.640, 4013
38.0731,13.0094,33.600, 4014
38.0698,13.0024,33.580, 4014
38.0840,13.0194,33.570, 4015
38.0749,13.0110,33.550, 4014
38.0629,12.9961,33.550, 4014
38.0637,12.9957,33.610, 4015
38.0615,12.9937,33.690, 4015
38.0446,12.9703,33.690, 4013
38.0337,12.9584,33.640, 4012
38.0412,12.9649,33.620, 4013
38.0619,12.9885,33.550, 4014
38.0722,13.0069,33.440, 4016
38.0834,13.0216,33.390, 4016
38.0722,13.0108,33.420, 4015
38.0869,13.0256,33.490, 4015
38.0823,13.0198,33.570, 4013
38.0830,13.0189,33.650, 4012
38.0820,13.0210,33.710, 4012
38.0690,13.0037,33.740, 4012
38.0702,13.0064,33.660, 4012
38.0988,13.0385,33.540, 4013
38.1061,13.0506,33.490, 4015
38.1113,13.0592,33.480, 4016
38.1129,13.0610,33.460, 4016
38.1129,13.0614,33.530, 4014
38.1132,13.0607,33.580, 4013
38.1142,13.0618,33.590, 4013
38.1146,13.0617,33.580, 4013
38.1135,13.0610,33.570, 4013
38.1115,13.0583,33.550, 4013
38.1111,13.0555,33.510, 4013
38.1117,13.0574,33.530, 4014
38.1120,13.0582,33.560, 4015
38.1108,13.0571,33.560, 4014
38.1104,13.0558,33.570, 4013
38.1108,13.0556,33.600, 4013
38.1093,13.0545,33.560, 4013
38.1073,13.0519,33.510, 4013
38.1075,13.0515,33.510, 4013
38.1028,13.0459,33.500, 4014
38.1039,13.0450,33.510, 4015
38.1084,13.0540,33.580, 4014
38.0997,13.0424,33.640, 4013
38.1008,13.0435,33.640, 4012
38.0997,13.0410,33.600, 4013
38.1019,13.0441,33.570, 4014
38.1093,13.0531,33.530, 4015
38.1111,13.0578,33.480, 4014
38.1104,13.0561,33.460, 4015
38.1093,13.0545,33.480, 4016
38.1097,13.0547,33.500, 4016
38.1122,13.0577,33.540, 4015
38.1097,13.0558,33.570, 4016
38.1120,13.0575,33.630, 4015
38.1117,13.0572,33.750, 4016
38.1059,13.0491,33.880, 4017
38.1026,13.0468,34.020, 4017
38.1006,13.0426,34.180, 4016
38.0869,13.0271,34.400, 4014
38.0649,13.0001,34.620, 4012
38.0588,12.9881,34.850, 4011
38.0510,12.9769,35.060, 4011
38.0350,12.9581,35.260, 4011
38.0227,12.9414,35.450, 4011
38.0147,12.9315,35.630, 4012
38.0069,12.9222,35.840, 4015
37.9765,12.8870,36.070, 4015
37.9304,12.8225,36.300, 4014
37.9131,12.7971,36.560, 4012
37.9034,12.7840,36.830, 4011
37.8950,12.7741,37.080, 4009
37.8885,12.7659,37.340, 4009
37.8670,12.7400,37.610, 4006
37.8077,12.6575,37.890, 4000
37.7100,12.5279,38.190, 3988
37.3912,12.0896,38.530, 3963
37.3067,11.9367,38.820, 3923
37.2476,11.8530,39.100, 3871
37.1765,11.7596,39.380, 3818
37.1331,11.7000,39.640, 3773
37.0801,11.6327,39.880, 3735
37.0205,11.5517,40.150, 3702
36.9380,11.4344,40.400, 3669
36.8952,11.3674,40.640, 3635
36.8717,11.3369,40.920, 3602
36.8574,11.3215,41.210, 3573
36.8514,11.3118,41.470, 3549
36.8453,11.3107,41.750, 3532
36.8446,11.3103,42.070, 3517
36.8381,11.3027,42.370, 3507
36.8365,11.3003,42.650, 3496
36.8314,11.2969,42.920, 3487
36.8117,11.2779,43.200, 3479
36.7946,11.2455,43.450, 3468
36.7835,11.2283,43.690, 3457
36.7770,11.2229,43.980, 3446
36.7731,11.2190,44.250, 3436
36.7700,11.2171,44.510, 3428
36.7249,11.1584,44.810, 3421
36.6884,11.1036,45.110, 3412
36.6534,11.0495,45.370, 3399
36.6259,11.0088,45.640, 3384
36.5707,10.9313,45.940, 3370
36.5470,10.8943,46.220, 3355
36.5087,10.8474,46.480, 3340
36.4855,10.8143,46.730, 3326
36.4620,10.7832,46.980, 3314
36.4390,10.7534,47.240, 3303
36.4228,10.7324,47.490, 3293
36.4030,10.7056,47.740, 3284
36.3920,10.6921,48.010, 3276
36.3688,10.6640,48.310, 3271
36.3377,10.6237,48.590, 3264
36.3193,10.5931,48.850, 3257
36.3085,10.5755,49.120, 3249
36.2917,10.5574,49.420, 3241
36.2613,10.5162,49.720, 3232
36.2453,10.4934,50.010, 3225
36.2226,10.4658,50.330, 3220
36.1949,10.4227,50.650, 3213
36.1627,10.3762,50.920, 3202
36.1191,10.3128,51.190, 3190
36.0963,10.2773,51.450, 3178
36.0629,10.2338,51.660, 3166
36.0321,10.1903,51.850, 3155
36.0190,10.1737,52.060, 3147
36.0022,10.1527,52.260, 3140
35.9863,10.1349,52.500, 3135
35.9631,10.1044,52.790, 3132
35.9270,10.0572,53.120, 3129
35.9047,10.0298,53.430, 3125
35.8471,9.9739,53.750, 3121
35.7842,9.8632,54.080, 3116
35.7312,9.7822,54.380, 3108
35.6556,9.6594,54.650, 3098
35.6383,9.6271,54.910, 3086
35.6168,9.6022,55.170, 3076
35.5914,9.5642,55.400, 3067
35.5788,9.5493,55.640, 3062
35.5769,9.5484,55.920, 3056
35.5758,9.5508,56.190, 3053
35.5491,9.5270,56.430, 3050
35.5284,9.4872,56.670, 3047
35.5019,9.4478,56.910, 3046
35.4969,9.4413,57.140, 3043
35.4858,9.4278,57.370, 3041
35.4761,9.4145,57.640, 3039
35.4632,9.3979,57.950, 3036
35.4553,9.3869,58.270, 3035
35.4481,9.3786,58.580, 3032
35.4377,9.3652,58.890, 3030
35.4221,9.3410,59.180, 3028
35.4014,9.3056,59.440, 3024
35.3804,9.2614,59.720, 3019
35.3684,9.2237,59.960, 3013
35.3580,9.1952,60.180, 3003
35.3478,9.1672,60.400, 2990
35.3390,9.1471,60.680, 2976
35.3317,9.1331,60.930, 2962
35.3279,9.1271,61.200, 2949
35.3239,9.1220,61.510, 2939
35.3180,9.1153,61.820, 2932
35.3171,9.1131,62.080, 2927
35.3141,9.1096,62.340, 2924
35.3103,9.1046,62.620, 2921
35.3043,9.0924,62.880, 2918
35.3014,9.0871,63.110, 2916
35.2994,9.0841,63.370, 2912
35.2999,9.0802,63.630, 2910
35.2979,9.0691,63.880, 2907
35.2947,9.0565,64.160, 2904
35.2903,9.0348,64.470, 2899
35.2861,9.0231,64.740, 2895
35.2844,9.0180,65.010, 2889
35.2834,9.0132,65.290, 2883
35.2832,9.0091,65.530, 2879
35.2823,9.0071,65.780, 2875
35.2811,9.0070,66.040, 2871
35.2883,8.9927,66.300, 2868
35.3016,8.9548,66.580, 2865
35.3020,8.9178,66.860, 2855
35.2996,8.8956,67.150, 2841
35.2958,8.8811,67.430, 2823
35.2956,8.8710,67.660, 2807
35.2934,8.8631,67.930, 2794
35.2927,8.8551,68.200, 2784
35.2914,8.8520,68.430, 2775
35.2898,8.8482,68.670, 2768
35.2891,8.8452,68.940, 2763
35.2868,8.8407,69.180, 2760
35.2847,8.8312,69.440, 2757
35.2837,8.8275,69.730, 2754
35.2816,8.8228,70.030, 2752
35.2778,8.8143,70.310, 2750
35.2705,8.7942,70.600, 2747
35.2643,8.7754,70.890, 2744
35.2624,8.7720,71.170, 2742
35.2612,8.7702,71.430, 2738
35.2601,8.7676,71.650, 2736
35.2588,8.7655,71.900, 2734
35.2575,8.7634,72.130, 2732
35.2555,8.7611,72.330, 2731
35.2479,8.7478,72.580, 2729
35.2379,8.7158,72.870, 2728
35.2343,8.7021,73.140, 2725
35.2320,8.6976,73.410, 2721
35.2297,8.6931,73.700, 2718
35.2274,8.6889,74.010, 2714
35.2261,8.6866,74.280, 2712
35.2244,8.6828,74.540, 2710
35.2236,8.6818,74.830, 2709
35.2230,8.6813,75.110, 2709
35.2220,8.6806,75.350, 2707
35.2197,8.6754,75.620, 2707
35.2189,8.6735,75.870, 2706
35.2143,8.6637,76.100, 2705
35.2082,8.6521,76.360, 2704
35.2033,8.6419,76.600, 2703
35.1984,8.6342,76.830, 2701
35.1882,8.6166,77.120, 2700
35.1832,8.6035,77.430, 2699
35.1813,8.6007,77.710, 2698
35.1799,8.5992,77.980, 2697
35.1789,8.5981,78.280, 2697
35.1751,8.5933,78.570, 2697
35.1696,8.5839,78.810, 2698
35.1653,8.5766,79.070, 2697
35.1600,8.5666,79.340, 2699
35.1598,8.5657,79.580, 2699
