

 Profile 2

MM-DD-YYYY HH:MM:SS,TmpC,Heading,Pitch,Roll,Beams,Beam1,Beam2,Beam3,Beam4,Vel1,Vel2,Vel3,Amp1,Amp2,Amp3
10-17-2015 03:41:13,8.7600,187.0000,0.0000,-1.3000,3,2,3,4,0,-0.11720,-0.18220,-0.03080,099,106,098
10-17-2015 03:41:14,8.7600,182.0000,-0.4000,-0.4000,3,2,3,4,0,-0.11800,-0.17410,-0.01230,111,109,097
10-17-2015 03:41:14,8.7600,182.0000,-0.4000,-0.4000,3,2,3,4,0,-0.12760,-0.08100,0.02100,114,104,104
10-17-2015 03:41:15,8.7600,167.2000,-1.1000,-0.8000,3,2,3,4,0,-0.12320,-1.14550,0.03590,098,103,096
10-17-2015 03:41:15,8.7600,167.2000,-1.1000,-0.8000,3,2,3,4,0,-0.11670,-0.09000,0.03240,094,104,096
10-17-2015 03:41:16,8.7600,142.6000,-0.9000,-0.9000,3,2,3,4,0,-0.14600,-1.22510,0.05290,099,107,115
10-17-2015 03:41:16,8.7600,142.6000,-0.9000,-0.9000,3,2,3,4,0,-0.15020,-1.24200,-0.00670,094,108,093
10-17-2015 03:41:17,8.7600,113.4000,-0.3000,-0.7000,3,2,3,4,0,-0.13660,-1.22940,-0.02790,128,107,109
10-17-2015 03:41:17,8.7600,113.4000,-0.3000,-0.7000,3,2,3,4,0,-0.14930,-1.21010,-0.07910,105,104,102
10-17-2015 03:41:18,8.7600,97.5000,-0.6000,-0.2000,3,2,3,4,0,-0.16920,-1.16110,-0.11870,100,103,096
10-17-2015 03:41:18,8.7600,97.5000,-0.6000,-0.2000,3,2,3,4,0,-0.19190,-1.29190,-0.17020,096,108,102
10-17-2015 03:41:19,8.7600,91.7000,-1.3000,-0.7000,3,2,3,4,0,-0.16050,-0.30780,-0.16510,113,127,108
10-17-2015 03:41:19,8.7600,91.7000,-1.3000,-0.7000,3,2,3,4,0,-0.16960,-1.14770,-0.16660,114,103,096
10-17-2015 03:41:20,8.7500,94.0000,-0.5000,-0.6000,3,2,3,4,0,-0.14750,-1.16850,-0.16320,095,102,095
10-17-2015 03:41:20,8.7500,94.0000,-0.5000,-0.6000,3,2,3,4,0,-0.12450,-0.24690,-0.13700,098,119,121
10-17-2015 03:41:21,8.7300,105.7000,-1.0000,-1.0000,3,2,3,4,0,-0.09450,-0.01080,-0.13610,108,105,094
10-17-2015 03:41:21,8.7300,105.7000,-1.0000,-1.0000,3,2,3,4,0,-0.06370,-0.07010,-0.10390,099,105,108
10-17-2015 03:41:22,8.7200,126.3000,-1.4000,-0.3000,3,2,3,4,0,-0.04110,-0.14360,-0.08870,105,108,099
10-17-2015 03:41:22,8.7200,126.3000,-1.4000,-0.3000,3,2,3,4,0,-0.01250,-0.14650,-0.09010,102,107,115
10-17-2015 03:41:23,8.7100,150.8000,-0.8000,0.1000,3,2,3,4,0,-0.01840,-0.11100,-0.07800,095,105,129
10-17-2015 03:41:23,8.7100,150.8000,-0.8000,0.1000,3,2,3,4,0,-0.07820,-1.12070,-0.07840,103,101,097
10-17-2015 03:41:24,8.7000,168.2000,0.0000,0.1000,3,2,3,4,0,-0.09990,-0.06460,-0.08230,099,102,098
10-17-2015 03:41:24,8.7000,168.2000,0.0000,0.1000,3,2,3,4,0,-0.12850,-0.06030,-0.10470,115,103,096
10-17-2015 03:41:25,8.6900,176.7000,-0.6000,-0.8000,3,2,3,4,0,-0.12580,-0.03690,-0.10200,099,103,098
10-17-2015 03:41:25,8.6900,176.7000,-0.6000,-0.8000,3,2,3,4,0,-0.13040,-1.20450,-0.05160,099,104,109
10-17-2015 03:41:26,8.6800,173.0000,-0.9000,0.0000,3,2,3,4,0,-0.14510,-1.22700,-0.02550,097,106,100
10-17-2015 03:41:26,8.6800,173.0000,-0.9000,0.0000,3,2,3,4,0,-0.13150,-0.11240,-0.02180,104,107,105
10-17-2015 03:41:27,8.6900,158.7000,-0.7000,0.0000,3,2,3,4,0,-0.09240,-1.15810,0.00850,117,104,104
10-17-2015 03:41:27,8.6900,158.7000,-0.7000,0.0000,3,2,3,4,0,-0.09760,-1.20240,0.04250,099,108,101
10-17-2015 03:41:28,8.6900,139.2000,-1.0000,0.0000,3,2,3,4,0,-0.11150,-0.08490,0.04250,099,105,094
10-17-2015 03:41:28,8.6900,139.2000,-1.0000,0.0000,3,2,3,4,0,-0.09580,-0.07250,0.01400,095,105,103
10-17-2015 03:41:29,8.7000,118.5000,-0.8000,-1.1000,3,2,3,4,0,-0.09100,-1.17420,-0.04510,100,104,099
10-17-2015 03:41:29,8.7000,118.5000,-0.8000,-1.1000,3,2,3,4,0,-0.09470,-1.20340,-0.06380,100,104,095
10-17-2015 03:41:30,8.6900,113.3000,-0.5000,-1.9000,3,2,3,4,0,-0.02450,-0.22150,-0.09380,111,110,103
10-17-2015 03:41:30,8.6900,113.3000,-0.5000,-1.9000,3,2,3,4,0,-0.06700,-1.21570,-0.10590,115,106,112
10-17-2015 03:41:31,8.6700,116.7000,-0.4000,0.1000,3,2,3,4,0,-0.10500,-0.25790,-0.09410,107,099,096
10-17-2015 03:41:31,8.6700,116.7000,-0.4000,0.1000,3,2,3,4,0,-0.14040,-1.16560,-0.07860,094,104,128
10-17-2015 03:41:32,8.6600,113.1000,-0.9000,-0.5000,3,2,3,4,0,-0.14200,-1.30360,-0.08000,096,108,116
10-17-2015 03:41:32,8.6600,113.1000,-0.9000,-0.5000,3,2,3,4,0,-0.11920,-0.27240,-0.07820,115,113,111
10-17-2015 03:41:33,8.6600,106.0000,-1.0000,0.1000,3,2,3,4,0,-0.10470,-0.20740,-0.05450,096,111,100
10-17-2015 03:41:33,8.6600,106.0000,-1.0000,0.1000,3,2,3,4,0,-0.12000,-0.20170,-0.06650,106,108,104
10-17-2015 03:41:34,8.6600,95.0000,-0.3000,-0.6000,3,2,3,4,0,-0.14500,-1.26240,-0.07950,097,107,101
10-17-2015 03:41:34,8.6600,95.0000,-0.3000,-0.6000,3,2,3,4,0,-0.15010,-0.18360,-0.08970,107,106,113
10-17-2015 03:41:35,8.6500,80.0000,-0.8000,-0.3000,3,2,3,4,0,-0.14730,-0.24610,-0.12640,107,110,107
10-17-2015 03:41:35,8.6500,80.0000,-0.8000,-0.3000,3,2,3,4,0,-0.17560,-1.14000,-0.13800,117,102,107
10-17-2015 03:41:36,8.6500,74.4000,-1.2000,-0.4000,3,2,3,4,0,-0.12700,-0.02030,-0.13230,092,102,109
10-17-2015 03:41:36,8.6500,74.4000,-1.2000,-0.4000,3,2,3,4,0,-0.11790,-1.22510,-0.13660,094,105,107
10-17-2015 03:41:37,8.6400,73.6000,-0.7000,0.7000,3,2,3,4,0,-0.09660,-1.20310,-0.12710,098,106,101
10-17-2015 03:41:37,8.6400,73.6000,-0.7000,0.7000,3,2,3,4,0,-0.06570,-0.13730,-0.10440,103,107,102
10-17-2015 03:41:38,8.6300,81.8000,-1.0000,0.5000,3,2,3,4,0,-0.02920,-0.00080,-0.08580,106,102,114
10-17-2015 03:41:38,8.6300,81.8000,-1.0000,0.5000,3,2,3,4,0,0.01230,-0.21650,-0.07290,106,123,104
10-17-2015 03:41:39,8.6200,93.9000,-1.2000,-0.2000,3,2,3,4,0,0.00470,-0.13100,-0.05320,104,106,106
10-17-2015 03:41:39,8.6200,93.9000,-1.2000,-0.2000,3,2,3,4,0,0.00150,-0.22260,-0.04760,104,113,090
10-17-2015 03:41:40,8.6200,107.6000,-0.4000,-0.6000,3,2,3,4,0,-0.01770,-0.22780,-0.03810,098,121,103
10-17-2015 03:41:40,8.6200,107.6000,-0.4000,-0.6000,3,2,3,4,0,-0.05770,-1.14830,-0.06980,102,102,104
10-17-2015 03:41:41,8.6100,107.4000,-0.1000,0.4000,3,2,3,4,0,-0.11630,-1.16130,-0.05600,105,103,112
10-17-2015 03:41:41,8.6100,107.4000,-0.1000,0.4000,3,2,3,4,0,-0.13310,-1.30450,-0.09420,107,110,101
10-17-2015 03:41:42,8.6000,103.4000,-0.9000,0.4000,3,2,3,4,0,-0.16310,0.89110,-0.13030,101,111,109
10-17-2015 03:41:42,8.6000,103.4000,-0.9000,0.4000,3,2,3,4,0,-0.14660,-0.33970,-0.16110,095,123,111
10-17-2015 03:41:43,8.6100,102.8000,-1.3000,0.0000,3,2,3,4,0,-0.12200,-0.04090,-0.15330,102,103,107
10-17-2015 03:41:43,8.6100,102.8000,-1.3000,0.0000,3,2,3,4,0,-0.14190,-0.31510,-0.12080,104,102,092
10-17-2015 03:41:44,8.5900,103.3000,-1.0000,-1.1000,3,2,3,4,0,-0.11830,-0.29540,-0.11190,098,100,102
10-17-2015 03:41:44,8.5900,103.3000,-1.0000,-1.1000,3,2,3,4,0,-0.08090,-1.23750,-0.10020,095,110,099
10-17-2015 03:41:45,8.5900,104.6000,-1.0000,-0.5000,3,2,3,4,0,-0.07220,-0.26620,-0.06350,098,100,098
10-17-2015 03:41:45,8.5900,104.6000,-1.0000,-0.5000,3,2,3,4,0,-0.04800,-0.25160,-0.03600,097,125,098
10-17-2015 03:41:46,8.5900,102.1000,-0.8000,0.4000,3,2,3,4,0,-0.04430,-0.09620,-0.01430,097,104,108
10-17-2015 03:41:46,8.5900,102.1000,-0.8000,0.4000,3,2,3,4,0,-0.08020,-0.14650,0.00130,111,106,097
10-17-2015 03:41:47,8.5800,92.9000,-0.2000,-0.1000,3,2,3,4,0,-0.11980,-0.03930,-0.02410,102,105,111
10-17-2015 03:41:47,8.5800,92.9000,-0.2000,-0.1000,3,2,3,4,0,-0.13580,-1.16250,-0.03850,107,104,109
10-17-2015 03:41:48,8.5900,79.4000,-0.1000,0.0000,3,2,3,4,0,-0.16430,-1.11500,-0.14430,102,101,122
10-17-2015 03:41:48,8.5900,79.4000,-0.1000,0.0000,3,2,3,4,0,-0.18360,-0.00640,-0.16330,099,101,109
10-17-2015 03:41:49,8.6000,71.0000,-0.3000,-0.4000,3,2,3,4,0,-0.20830,-0.02640,-0.20070,108,101,110
10-17-2015 03:41:49,8.6000,71.0000,-0.3000,-0.4000,3,2,3,4,0,-0.21380,-0.34730,-0.23640,101,127,105
10-17-2015 03:41:50,8.6100,68.9000,-1.2000,0.3000,3,2,3,4,0,-0.23590,-0.34770,-0.21210,112,122,119
10-17-2015 03:41:50,8.6100,68.9000,-1.2000,0.3000,3,2,3,4,0,-0.23550,-1.32250,-0.23850,093,108,097
10-17-2015 03:41:51,8.6100,69.4000,-1.2000,0.1000,3,2,3,4,0,-0.20750,-1.21010,-0.22590,105,104,100
10-17-2015 03:41:51,8.6100,69.4000,-1.2000,0.1000,3,2,3,4,0,-0.18610,-1.19660,-0.21410,136,104,118
10-17-2015 03:41:52,8.6000,78.9000,-1.0000,-0.8000,3,2,3,4,0,-0.12830,-0.05340,-0.22030,104,105,097
10-17-2015 03:41:52,8.6000,78.9000,-1.0000,-0.8000,3,2,3,4,0,-0.07430,-0.24180,-0.18200,102,117,100
10-17-2015 03:41:53,8.5900,101.7000,-1.6000,-0.5000,3,2,3,4,0,-0.05930,-0.18020,-0.15130,112,113,098
10-17-2015 03:41:53,8.5900,101.7000,-1.6000,-0.5000,3,2,3,4,0,-0.03730,-0.23430,-0.13130,093,109,120
10-17-2015 03:41:54,8.6000,133.0000,-1.6000,-0.7000,3,2,3,4,0,-0.02150,-1.17160,-0.11020,114,104,121
10-17-2015 03:41:54,8.6000,133.0000,-1.6000,-0.7000,3,2,3,4,0,-0.02480,-1.20400,-0.07560,100,106,113
10-17-2015 03:41:55,8.5900,157.1000,-0.1000,-0.6000,3,2,3,4,0,-0.05170,-0.24910,-0.08530,104,124,100
10-17-2015 03:41:55,8.5900,157.1000,-0.1000,-0.6000,3,2,3,4,0,-0.07560,-0.27250,-0.10250,101,092,101
10-17-2015 03:41:56,8.5700,171.3000,-0.5000,0.7000,3,2,3,4,0,-0.10000,-0.05950,-0.07880,103,106,110
10-17-2015 03:41:56,8.5700,171.3000,-0.5000,0.7000,3,2,3,4,0,-0.10640,-1.26680,-0.07660,092,110,093
10-17-2015 03:41:57,8.5500,178.9000,-0.7000,-0.6000,3,2,3,4,0,-0.12230,-1.28420,-0.07410,104,107,111
10-17-2015 03:41:57,8.5500,178.9000,-0.7000,-0.6000,3,2,3,4,0,-0.12270,-0.27190,-0.02990,096,114,101
10-17-2015 03:41:58,8.5500,169.9000,-0.9000,-0.6000,3,2,3,4,0,-0.10990,-1.22010,-0.00260,094,105,124
10-17-2015 03:41:58,8.5500,169.9000,-0.9000,-0.6000,3,2,3,4,0,-0.10260,-0.06210,0.03400,107,103,107
10-17-2015 03:41:59,8.5400,149.0000,-1.1000,0.5000,3,2,3,4,0,-0.13380,-0.21800,0.05250,099,102,104
10-17-2015 03:41:59,8.5400,149.0000,-1.1000,0.5000,3,2,3,4,0,-0.14480,-0.17120,0.05280,108,108,110
10-17-2015 03:42:00,8.5400,115.4000,-1.3000,-0.8000,3,2,3,4,0,-0.17650,-0.11140,0.00740,106,106,099
10-17-2015 03:42:00,8.5400,115.4000,-1.3000,-0.8000,3,2,3,4,0,-0.16440,-0.02400,-0.02720,094,100,104
10-17-2015 03:42:01,8.5400,86.0000,-0.6000,0.0000,3,2,3,4,0,-0.18000,-1.27210,-0.11610,094,106,096
10-17-2015 03:42:01,8.5400,86.0000,-0.6000,0.0000,3,2,3,4,0,-0.18030,-1.24520,-0.15730,097,104,107
10-17-2015 03:42:02,8.5400,76.6000,-0.2000,-0.2000,3,2,3,4,0,-0.18160,-0.02600,-0.18780,096,103,091
10-17-2015 03:42:02,8.5400,76.6000,-0.2000,-0.2000,3,2,3,4,0,-0.19310,-0.01600,-0.17560,097,101,099
10-17-2015 03:42:03,8.5300,74.1000,-1.0000,0.1000,3,2,3,4,0,-0.19150,-0.00110,-0.17000,103,099,097
10-17-2015 03:42:03,8.5300,74.1000,-1.0000,0.1000,3,2,3,4,0,-0.14760,-1.16030,-0.15110,100,102,102
10-17-2015 03:42:04,8.5200,75.8000,-1.4000,0.0000,3,2,3,4,0,-0.12600,-0.01940,-0.12000,100,100,112
10-17-2015 03:42:04,8.5200,75.8000,-1.4000,0.0000,3,2,3,4,0,-0.08030,-0.02370,-0.09940,100,101,107
10-17-2015 03:42:05,8.5100,80.6000,-0.8000,-0.3000,3,2,3,4,0,-0.05540,-0.03660,-0.08420,095,101,095
10-17-2015 03:42:05,8.5100,80.6000,-0.8000,-0.3000,3,2,3,4,0,-0.02010,-0.01940,-0.06830,096,102,088
10-17-2015 03:42:06,8.5100,93.8000,-1.1000,-0.9000,3,2,3,4,0,0.00130,-0.02950,-0.06630,101,106,112
10-17-2015 03:42:06,8.5100,93.8000,-1.1000,-0.9000,3,2,3,4,0,0.02800,-0.03300,-0.05720,098,102,102
10-17-2015 03:42:07,8.5000,113.7000,-0.8000,-0.4000,3,2,3,4,0,0.01460,-1.17720,-0.06390,098,106,109
10-17-2015 03:42:07,8.5000,113.7000,-0.8000,-0.4000,3,2,3,4,0,-0.00310,-0.03930,-0.05280,100,103,100
10-17-2015 03:42:08,8.5000,128.3000,-0.6000,0.9000,3,2,3,4,0,-0.02100,-1.17190,-0.05600,099,103,102
10-17-2015 03:42:08,8.5000,128.3000,-0.6000,0.9000,3,2,3,4,0,-0.06500,-1.21120,-0.08530,099,105,094
10-17-2015 03:42:09,8.5000,140.6000,-0.5000,-0.1000,3,2,3,4,0,-0.08670,-0.25610,-0.09770,097,120,098
10-17-2015 03:42:09,8.5000,140.6000,-0.5000,-0.1000,3,2,3,4,0,-0.11610,-1.20180,-0.09450,098,104,095
10-17-2015 03:42:10,8.4900,147.6000,-0.8000,-0.9000,3,2,3,4,0,-0.11620,-0.26990,-0.10070,092,116,098
10-17-2015 03:42:10,8.4900,147.6000,-0.8000,-0.9000,3,2,3,4,0,-0.10940,-1.21600,-0.07720,091,104,090
10-17-2015 03:42:11,8.5000,149.4000,-0.8000,-1.1000,3,2,3,4,0,-0.13110,-0.06180,-0.07060,098,101,102
10-17-2015 03:42:11,8.5000,149.4000,-0.8000,-1.1000,3,2,3,4,0,-0.11340,-1.13340,-0.03690,099,102,101
10-17-2015 03:42:12,8.4900,140.0000,-0.8000,0.3000,3,2,3,4,0,-0.11950,-1.18340,-0.00530,102,105,099
10-17-2015 03:42:12,8.4900,140.0000,-0.8000,0.3000,3,2,3,4,0,-0.13370,-0.24920,0.01040,094,095,099
10-17-2015 03:42:13,8.4900,119.4000,-1.1000,0.0000,3,2,3,4,0,-0.10840,-1.20320,-0.00300,088,105,107
10-17-2015 03:42:13,8.4900,119.4000,-1.1000,0.0000,3,2,3,4,0,-0.10660,-1.20000,-0.01020,090,106,090
10-17-2015 03:42:14,8.4900,99.6000,-0.6000,-0.4000,3,2,3,4,0,-0.10910,-1.24830,-0.02260,097,107,111
10-17-2015 03:42:14,8.4900,99.6000,-0.6000,-0.4000,3,2,3,4,0,-0.11230,-0.04370,-0.03510,098,102,103
10-17-2015 03:42:15,8.5000,82.6000,-0.6000,0.0000,3,2,3,4,0,-0.10810,-0.23960,-0.07860,090,119,085
10-17-2015 03:42:15,8.5000,82.6000,-0.6000,0.0000,3,2,3,4,0,-0.10970,-0.04340,-0.09800,108,101,097
10-17-2015 03:42:16,8.5000,76.9000,-0.7000,0.1000,3,2,3,4,0,-0.10950,-0.12270,-0.09360,096,104,100
10-17-2015 03:42:16,8.5000,76.9000,-0.7000,0.1000,3,2,3,4,0,-0.11310,-1.24690,-0.09820,092,107,099
10-17-2015 03:42:17,8.4900,71.9000,-0.5000,0.0000,3,2,3,4,0,-0.09020,-1.16020,-0.12690,097,103,093
10-17-2015 03:42:17,8.4900,71.9000,-0.5000,0.0000,3,2,3,4,0,-0.08070,-1.15390,-0.12190,094,106,098
10-17-2015 03:42:18,8.4900,75.3000,-0.8000,0.0000,3,2,3,4,0,-0.07080,-1.15220,-0.13170,115,103,091
10-17-2015 03:42:18,8.4900,75.3000,-0.8000,0.0000,3,2,3,4,0,-0.03260,-1.21400,-0.12660,088,106,118
10-17-2015 03:42:19,8.4800,84.9000,-1.0000,-0.5000,3,2,3,4,0,-0.04270,-0.03460,-0.11810,094,101,095
10-17-2015 03:42:19,8.4800,84.9000,-1.0000,-0.5000,3,2,3,4,0,-0.01620,-1.16910,-0.11910,091,104,087
10-17-2015 03:42:20,8.4600,105.5000,-1.1000,-0.1000,3,2,3,4,0,0.00230,-1.16610,-0.12190,097,104,086
10-17-2015 03:42:20,8.4600,105.5000,-1.1000,-0.1000,3,2,3,4,0,-0.00600,-0.19030,-0.11250,092,112,106
10-17-2015 03:42:21,8.4700,126.7000,-0.9000,-0.1000,3,2,3,4,0,-0.01690,-0.21490,-0.10990,098,096,091
10-17-2015 03:42:21,8.4700,126.7000,-0.9000,-0.1000,3,2,3,4,0,-0.02770,-1.17340,-0.08850,103,104,089
10-17-2015 03:42:22,8.4700,142.6000,-0.5000,0.4000,3,2,3,4,0,-0.09870,-0.25120,-0.07000,099,118,095
10-17-2015 03:42:22,8.4700,142.6000,-0.5000,0.4000,3,2,3,4,0,-0.11920,-1.26870,-0.08770,094,107,095
10-17-2015 03:42:23,8.4600,147.1000,-0.4000,-0.9000,3,2,3,4,0,-0.12720,-0.24170,-0.05460,101,111,106
10-17-2015 03:42:23,8.4600,147.1000,-0.4000,-0.9000,3,2,3,4,0,-0.15610,-1.23960,-0.07640,110,107,100
10-17-2015 03:42:24,8.4500,140.4000,-0.6000,0.0000,3,2,3,4,0,-0.16560,-0.15550,-0.06550,091,106,093
10-17-2015 03:42:24,8.4500,140.4000,-0.6000,0.0000,3,2,3,4,0,-0.14920,-0.27900,-0.07530,096,099,093
10-17-2015 03:42:25,8.4500,125.5000,-1.1000,0.2000,3,2,3,4,0,-0.15980,-1.18680,-0.07930,093,102,096
10-17-2015 03:42:25,8.4500,125.5000,-1.1000,0.2000,3,2,3,4,0,-0.17640,-1.14340,-0.09420,097,102,107
10-17-2015 03:42:26,8.4500,108.7000,-0.9000,-1.3000,3,2,3,4,0,-0.13140,-1.31270,-0.10950,116,112,088
10-17-2015 03:42:26,8.4500,108.7000,-0.9000,-1.3000,3,2,3,4,0,-0.12310,-0.03970,-0.11010,093,103,087
10-17-2015 03:42:27,8.4600,95.8000,-0.2000,-0.5000,3,2,3,4,0,-0.12150,-0.02570,-0.11350,086,103,086
10-17-2015 03:42:27,8.4600,95.8000,-0.2000,-0.5000,3,2,3,4,0,-0.11750,-0.22770,-0.13260,096,109,093
10-17-2015 03:42:28,8.4500,89.4000,-0.8000,-0.5000,3,2,3,4,0,-0.09040,-1.20440,-0.14440,107,103,081
10-17-2015 03:42:28,8.4500,89.4000,-0.8000,-0.5000,3,2,3,4,0,-0.08360,-1.20690,-0.17060,108,104,097
10-17-2015 03:42:29,8.4400,96.2000,-1.2000,-1.3000,3,2,3,4,0,-0.03290,-0.04700,-0.15680,093,101,083
10-17-2015 03:42:29,8.4400,96.2000,-1.2000,-1.3000,3,2,3,4,0,-0.03000,-0.03520,-0.13330,105,103,095
10-17-2015 03:42:30,8.4300,112.3000,-0.5000,-0.3000,3,2,3,4,0,-0.00210,-0.08390,-0.13240,088,104,105
10-17-2015 03:42:30,8.4300,112.3000,-0.5000,-0.3000,3,2,3,4,0,-0.00130,-1.14670,-0.13780,099,103,104
10-17-2015 03:42:31,8.4200,136.4000,-1.0000,-0.3000,3,2,3,4,0,-0.00200,-0.02310,-0.13450,092,100,095
10-17-2015 03:42:31,8.4200,136.4000,-1.0000,-0.3000,3,2,3,4,0,-0.02820,-0.02920,-0.11840,088,100,094
10-17-2015 03:42:32,8.4200,153.9000,-0.7000,0.2000,3,2,3,4,0,-0.09060,-0.00960,-0.09220,090,100,088
10-17-2015 03:42:32,8.4200,153.9000,-0.7000,0.2000,3,2,3,4,0,-0.12040,-1.23070,-0.09130,107,104,097
10-17-2015 03:42:33,8.4100,156.7000,-0.2000,0.5000,3,2,3,4,0,-0.14080,-0.02370,-0.07240,087,100,124
10-17-2015 03:42:33,8.4100,156.7000,-0.2000,0.5000,3,2,3,4,0,-0.18010,-0.04270,-0.04920,091,101,087
10-17-2015 03:42:34,8.4100,138.7000,-1.1000,0.1000,3,2,3,4,0,-0.21770,-1.14220,-0.06770,085,102,093
10-17-2015 03:42:34,8.4100,138.7000,-1.1000,0.1000,3,2,3,4,0,-0.19030,-0.26000,-0.09730,096,110,086
10-17-2015 03:42:35,8.4100,112.2000,-1.0000,0.6000,3,2,3,4,0,-0.16730,-0.27650,-0.10290,092,114,096
10-17-2015 03:42:35,8.4100,112.2000,-1.0000,0.6000,3,2,3,4,0,-0.17650,-0.29440,-0.14550,099,128,094
10-17-2015 03:42:36,8.4200,92.7000,-0.3000,-0.3000,3,2,3,4,0,-0.16580,-0.33330,-0.19050,090,095,097
10-17-2015 03:42:36,8.4200,92.7000,-0.3000,-0.3000,3,2,3,4,0,-0.16990,-0.33080,-0.24030,091,115,094
10-17-2015 03:42:37,8.4300,86.7000,-1.2000,-0.1000,3,2,3,4,0,-0.17390,-2.28890,-0.22130,095,106,102
10-17-2015 03:42:37,8.4300,86.7000,-1.2000,-0.1000,3,2,3,4,0,-0.16230,-0.33170,-0.24890,093,098,093
10-17-2015 03:42:38,8.4300,95.2000,-1.6000,-0.3000,3,2,3,4,0,-0.14150,-0.01230,-0.23120,101,100,105
10-17-2015 03:42:38,8.4300,95.2000,-1.6000,-0.3000,3,2,3,4,0,-0.10050,-1.18470,-0.23310,099,103,088
10-17-2015 03:42:39,8.4300,114.3000,-1.3000,-1.2000,3,2,3,4,0,-0.08900,-0.07140,-0.20100,096,106,093
10-17-2015 03:42:39,8.4300,114.3000,-1.3000,-1.2000,3,2,3,4,0,-0.04540,-0.04150,-0.17930,088,100,116
10-17-2015 03:42:40,8.4300,140.2000,-1.3000,-1.5000,3,2,3,4,0,-0.07380,-0.23160,-0.16030,091,111,100
10-17-2015 03:42:40,8.4300,140.2000,-1.3000,-1.5000,3,2,3,4,0,-0.08000,-0.01800,-0.11460,104,100,092
10-17-2015 03:42:41,8.4300,156.5000,-0.8000,-0.5000,3,2,3,4,0,-0.10950,-0.03260,-0.08220,104,101,107
10-17-2015 03:42:41,8.4300,156.5000,-0.8000,-0.5000,3,2,3,4,0,-0.10630,-0.26300,-0.06050,093,126,087
10-17-2015 03:42:42,8.4200,160.0000,-0.2000,0.0000,3,2,3,4,0,-0.10230,-0.04830,-0.05230,083,102,091
10-17-2015 03:42:42,8.4200,160.0000,-0.2000,0.0000,3,2,3,4,0,-0.13560,-0.24690,-0.03740,091,098,094
10-17-2015 03:42:43,8.4100,153.0000,-0.5000,0.0000,3,2,3,4,0,-0.15410,-1.18620,-0.06030,107,103,090
10-17-2015 03:42:43,8.4100,153.0000,-0.5000,0.0000,3,2,3,4,0,-0.14020,-0.01460,-0.05960,090,101,092
10-17-2015 03:42:44,8.4100,143.6000,-0.8000,0.0000,3,2,3,4,0,-0.17230,-0.03390,-0.08110,091,101,096
10-17-2015 03:42:44,8.4100,143.6000,-0.8000,0.0000,3,2,3,4,0,-0.17510,-1.20850,-0.08140,091,103,105
10-17-2015 03:42:45,8.4100,130.4000,-0.9000,-0.9000,3,2,3,4,0,-0.14970,-0.25620,-0.10670,098,112,090
10-17-2015 03:42:45,8.4100,130.4000,-0.9000,-0.9000,3,2,3,4,0,-0.14350,-0.28880,-0.11090,098,102,097
10-17-2015 03:42:46,8.4200,126.6000,0.0000,-1.0000,3,2,3,4,0,-0.17650,-0.31130,-0.14060,095,101,091
10-17-2015 03:42:46,8.4200,126.6000,0.0000,-1.0000,3,2,3,4,0,-0.18320,-1.23840,-0.13680,124,106,113
10-17-2015 03:42:47,8.4200,124.9000,-0.7000,-0.6000,3,2,3,4,0,-0.18960,-0.32160,-0.15720,097,108,100
10-17-2015 03:42:47,8.4200,124.9000,-0.7000,-0.6000,3,2,3,4,0,-0.16580,-0.02510,-0.15260,101,102,094
10-17-2015 03:42:48,8.4200,125.8000,-1.1000,0.1000,3,2,3,4,0,-0.15530,-1.31500,-0.16340,095,108,107
10-17-2015 03:42:48,8.4200,125.8000,-1.1000,0.1000,3,2,3,4,0,-0.16600,-1.22240,-0.13610,110,104,097
10-17-2015 03:42:49,8.4200,128.5000,-0.2000,-1.1000,3,2,3,4,0,-0.17430,-0.24010,-0.14070,107,110,100
10-17-2015 03:42:49,8.4200,128.5000,-0.2000,-1.1000,3,2,3,4,0,-0.15510,-0.26620,-0.12900,093,117,111
10-17-2015 03:42:50,8.4100,127.5000,-0.4000,-0.1000,3,2,3,4,0,-0.17150,-0.05500,-0.11830,092,102,094
10-17-2015 03:42:50,8.4100,127.5000,-0.4000,-0.1000,3,2,3,4,0,-0.19600,-1.19380,-0.12160,101,103,096
10-17-2015 03:42:51,8.4100,120.1000,-0.9000,-0.2000,3,2,3,4,0,-0.19340,-1.24120,-0.14460,090,103,104
10-17-2015 03:42:51,8.4100,120.1000,-0.9000,-0.2000,3,2,3,4,0,-0.19970,-0.01440,-0.14820,100,102,088
10-17-2015 03:42:52,8.4100,113.5000,-0.9000,-0.2000,3,2,3,4,0,-0.20410,-1.17890,-0.14120,094,103,096
10-17-2015 03:42:52,8.4100,113.5000,-0.9000,-0.2000,3,2,3,4,0,-0.18680,-1.27820,-0.16890,095,107,098
10-17-2015 03:42:53,8.4200,106.9000,-0.5000,-0.7000,3,2,3,4,0,-0.17030,-1.14020,-0.15120,107,102,098
10-17-2015 03:42:53,8.4200,106.9000,-0.5000,-0.7000,3,2,3,4,0,-0.15320,-1.15150,-0.15420,098,102,109
10-17-2015 03:42:54,8.4200,106.7000,-0.9000,-0.4000,3,2,3,4,0,-0.14460,-1.13830,-0.14810,099,103,092
