

 Profile 1

MM-DD-YYYY HH:MM:SS,TmpC,Heading,Pitch,Roll,Beams,Beam1,Beam2,Beam3,Beam4,Vel1,Vel2,Vel3,Amp1,Amp2,Amp3
10-17-2015 03:00:40,5.5700,5.4000,0.0000,-0.1000,3,1,2,4,0,-0.04360,-0.06190,-0.07840,106,114,109
10-17-2015 03:00:40,5.5700,5.4000,0.0000,-0.1000,3,1,2,4,0,-0.05270,-0.06170,-0.08080,108,113,102
10-17-2015 03:00:41,5.5700,4.5000,0.0000,0.2000,3,1,2,4,0,-0.04350,-0.05850,-0.08790,111,113,103
10-17-2015 03:00:41,5.5700,4.5000,0.0000,0.2000,3,1,2,4,0,-0.04990,-0.05260,-0.08500,115,111,109
10-17-2015 03:00:42,5.5700,3.5000,0.0000,0.2000,3,1,2,4,0,-0.04580,-0.06770,-0.08210,116,116,113
10-17-2015 03:00:42,5.5700,3.5000,0.0000,0.2000,3,1,2,4,0,-0.04230,-0.05630,-0.07840,116,120,111
10-17-2015 03:00:43,5.5600,3.2000,0.0000,0.6000,3,1,2,4,0,-0.03660,-0.05750,-0.07810,109,112,113
10-17-2015 03:00:43,5.5600,3.2000,0.0000,0.6000,3,1,2,4,0,-0.04640,-0.05900,-0.09940,137,121,109
10-17-2015 03:00:44,5.5600,1.2000,0.1000,0.2000,3,1,2,4,0,-0.04500,-0.06130,-0.09580,111,120,113
10-17-2015 03:00:44,5.5600,1.2000,0.1000,0.2000,3,1,2,4,0,-0.03830,-0.05800,-0.09210,107,113,113
10-17-2015 03:00:45,5.5600,1.5000,0.0000,0.5000,3,1,2,4,0,-0.04080,-0.07180,-0.09240,118,110,120
10-17-2015 03:00:45,5.5600,1.5000,0.0000,0.5000,3,1,2,4,0,-0.04440,-0.06330,-0.09020,111,116,127
10-17-2015 03:00:46,5.5700,2.0000,-0.3000,0.5000,3,1,2,4,0,-0.05190,-0.05960,-0.08720,118,129,121
10-17-2015 03:00:46,5.5700,2.0000,-0.3000,0.5000,3,1,2,4,0,-0.04540,-0.06370,-0.08840,117,121,110
10-17-2015 03:00:47,5.5600,2.7000,0.0000,0.5000,3,1,2,4,0,-0.05430,-0.06470,-0.09160,110,118,111
10-17-2015 03:00:47,5.5600,2.7000,0.0000,0.5000,3,1,2,4,0,-0.04750,-0.05620,-0.09950,111,116,112
10-17-2015 03:00:48,5.5700,2.5000,-0.1000,0.4000,3,1,2,4,0,-0.04540,-0.06380,-0.08890,112,107,112
10-17-2015 03:00:48,5.5700,2.5000,-0.1000,0.4000,3,1,2,4,0,-0.03070,-0.06250,-0.09360,105,107,114
10-17-2015 03:00:49,5.5700,1.7000,0.0000,0.0000,3,1,2,4,0,-0.04940,-0.06150,-0.08580,116,112,113
10-17-2015 03:00:49,5.5700,1.7000,0.0000,0.0000,3,1,2,4,0,-0.04780,-0.05580,-0.08370,121,111,115
10-17-2015 03:00:50,5.5700,2.2000,0.0000,0.0000,3,1,2,4,0,-0.04610,-0.06360,-0.08090,116,124,118
10-17-2015 03:00:50,5.5700,2.2000,0.0000,0.0000,3,1,2,4,0,-0.04400,-0.06480,-0.07990,107,128,113
10-17-2015 03:00:51,5.5700,2.2000,0.0000,0.0000,3,1,2,4,0,-0.04140,-0.06360,-0.08790,108,107,111
10-17-2015 03:00:51,5.5700,2.2000,0.0000,0.0000,3,1,2,4,0,-0.04290,-0.06580,-0.08090,115,111,111
10-17-2015 03:00:52,5.5600,3.5000,0.0000,0.4000,3,1,2,4,0,-0.04230,-0.06040,-0.08590,114,125,113
10-17-2015 03:00:52,5.5600,3.5000,0.0000,0.4000,3,1,2,4,0,-0.04490,-0.05990,-0.08680,113,108,112
10-17-2015 03:00:53,5.5700,2.7000,0.0000,0.1000,3,1,2,4,0,-0.06070,-0.06240,-0.09270,113,120,113
10-17-2015 03:00:53,5.5700,2.7000,0.0000,0.1000,3,1,2,4,0,-0.04040,-0.06200,-0.09400,113,120,113
10-17-2015 03:00:54,5.5700,4.5000,0.0000,0.5000,3,1,2,4,0,-0.05180,-0.05790,-0.08760,112,115,112
10-17-2015 03:00:54,5.5700,4.5000,0.0000,0.5000,3,1,2,4,0,-0.04700,-0.06520,-0.08890,114,119,112
10-17-2015 03:00:55,5.5700,2.7000,0.2000,-0.2000,3,1,2,4,0,-0.03790,-0.06570,-0.08660,108,117,109
10-17-2015 03:00:55,5.5700,2.7000,0.2000,-0.2000,3,1,2,4,0,-0.04680,-0.07970,-0.08190,115,110,109
10-17-2015 03:00:56,5.5700,3.5000,0.0000,-0.1000,3,1,2,4,0,-0.04310,-0.07550,-0.10040,113,118,108
10-17-2015 03:00:56,5.5700,3.5000,0.0000,-0.1000,3,1,2,4,0,-0.05030,-0.07550,-0.08500,116,130,108
10-17-2015 03:00:57,5.5600,2.5000,0.0000,-0.2000,3,1,2,4,0,-0.05100,-0.07580,-0.09720,116,131,112
10-17-2015 03:00:57,5.5600,2.5000,0.0000,-0.2000,3,1,2,4,0,-0.04570,-0.06490,-0.09050,109,121,119
10-17-2015 03:00:58,5.5700,3.8000,-0.1000,0.3000,3,1,2,4,0,-0.05040,-0.07010,-0.08560,103,114,112
10-17-2015 03:00:58,5.5700,3.8000,-0.1000,0.3000,3,1,2,4,0,-0.04110,-0.06860,-0.09890,117,118,108
10-17-2015 03:00:59,5.5600,4.0000,-0.2000,0.4000,3,1,2,4,0,-0.04270,-0.06720,-0.11360,116,117,130
10-17-2015 03:00:59,5.5600,4.0000,-0.2000,0.4000,3,1,2,4,0,-0.04480,-0.07370,-0.10400,111,113,151
10-17-2015 03:01:00,5.5600,4.5000,0.1000,0.4000,3,1,2,4,0,-0.06850,-0.06640,-0.10070,113,126,144
10-17-2015 03:01:00,5.5600,4.5000,0.1000,0.4000,3,1,2,4,0,-0.04060,-0.06420,-0.09030,109,117,120
10-17-2015 03:01:01,5.5700,2.5000,0.0000,-0.1000,3,1,2,4,0,-0.04300,-0.05700,-0.08890,110,111,116
10-17-2015 03:01:01,5.5700,2.5000,0.0000,-0.1000,3,1,2,4,0,-0.03470,-0.04580,-0.07950,106,122,112
10-17-2015 03:01:02,5.5600,2.5000,0.0000,0.1000,3,1,2,4,0,-0.03440,-0.05840,-0.07800,110,119,111
10-17-2015 03:01:02,5.5600,2.5000,0.0000,0.1000,3,1,2,4,0,-0.03460,-0.05940,-0.07510,109,131,125
10-17-2015 03:01:03,5.5700,0.7000,0.0000,0.0000,3,1,2,4,0,-0.03280,-0.05700,-0.07640,109,119,121
10-17-2015 03:01:03,5.5700,0.7000,0.0000,0.0000,3,1,2,4,0,-0.03600,-0.04780,-0.07170,111,118,111
10-17-2015 03:01:04,5.5600,358.2000,0.2000,-0.4000,3,1,2,4,0,-0.02940,-0.05270,-0.07390,113,115,110
10-17-2015 03:01:04,5.5600,358.2000,0.2000,-0.4000,3,1,2,4,0,-0.04270,-0.05030,-0.08210,129,118,111
10-17-2015 03:01:05,5.5600,357.9000,0.2000,-0.2000,3,1,2,4,0,-0.03920,-0.04410,-0.08120,125,127,112
10-17-2015 03:01:05,5.5600,357.9000,0.2000,-0.2000,3,1,2,4,0,-0.03600,-0.04910,-0.08590,117,121,111
10-17-2015 03:01:06,5.5600,357.9000,0.2000,0.0000,3,1,2,4,0,-0.03860,-0.05340,-0.08740,114,119,108
10-17-2015 03:01:06,5.5600,357.9000,0.2000,0.0000,3,1,2,4,0,-0.04540,-0.05620,-0.09920,118,125,102
10-17-2015 03:01:07,5.5600,358.5000,0.4000,0.0000,3,1,2,4,0,-0.04250,-0.05430,-0.09660,122,114,103
10-17-2015 03:01:07,5.5600,358.5000,0.4000,0.0000,3,1,2,4,0,-0.05030,-0.06330,-0.10160,116,112,108
10-17-2015 03:01:08,5.5600,359.7000,0.2000,0.1000,3,1,2,4,0,-0.04590,-0.07140,-0.09520,112,119,114
10-17-2015 03:01:08,5.5600,359.7000,0.2000,0.1000,3,1,2,4,0,-0.04560,-0.07020,-0.09410,114,119,119
10-17-2015 03:01:09,5.5600,1.5000,0.0000,0.9000,3,1,2,4,0,-0.05140,-0.06670,-0.09270,117,121,121
10-17-2015 03:01:09,5.5600,1.5000,0.0000,0.9000,3,1,2,4,0,-0.04350,-0.06730,-0.09220,112,112,125
10-17-2015 03:01:10,5.5600,359.4000,0.0000,0.2000,3,1,2,4,0,-0.04680,-0.06590,-0.09530,112,112,123
10-17-2015 03:01:10,5.5600,359.4000,0.0000,0.2000,3,1,2,4,0,-0.04590,-0.06220,-0.08580,117,120,116
10-17-2015 03:01:11,5.5700,358.9000,0.0000,-0.1000,3,1,2,4,0,-0.04770,-0.06290,-0.08200,114,114,112
10-17-2015 03:01:11,5.5700,358.9000,0.0000,-0.1000,3,1,2,4,0,-0.04590,-0.06510,-0.09390,106,117,112
10-17-2015 03:01:12,5.5700,358.2000,0.0000,-0.3000,3,1,2,4,0,-0.04270,-0.06390,-0.09340,111,123,112
10-17-2015 03:01:12,5.5700,358.2000,0.0000,-0.3000,3,1,2,4,0,-0.03810,-0.05650,-0.09250,106,114,118
10-17-2015 03:01:13,5.5600,358.7000,0.1000,-0.4000,3,1,2,4,0,-0.04400,-0.05960,-0.09440,109,117,117
10-17-2015 03:01:13,5.5600,358.7000,0.1000,-0.4000,3,1,2,4,0,-0.04620,-0.06520,-0.09950,116,113,115
10-17-2015 03:01:14,5.5700,1.5000,0.0000,0.2000,3,1,2,4,0,-0.05130,-0.05510,-0.09920,110,110,115
10-17-2015 03:01:14,5.5700,1.5000,0.0000,0.2000,3,1,2,4,0,-0.03970,-0.06520,-0.09280,107,123,113
10-17-2015 03:01:15,5.5700,4.8000,-0.1000,0.9000,3,1,2,4,0,-0.05360,-0.06580,-0.09470,104,123,111
10-17-2015 03:01:15,5.5700,4.8000,-0.1000,0.9000,3,1,2,4,0,-0.04640,-0.06650,-0.09170,109,116,112
10-17-2015 03:01:16,5.5700,5.5000,0.0000,0.7000,3,1,2,4,0,-0.05390,-0.06340,-0.09400,102,124,116
10-17-2015 03:01:16,5.5700,5.5000,0.0000,0.7000,3,1,2,4,0,-0.05210,-0.06230,-0.09070,114,117,133
10-17-2015 03:01:17,5.5700,7.6000,-0.2000,0.6000,3,1,2,4,0,-0.05980,-0.05980,-0.09230,110,118,137
10-17-2015 03:01:17,5.5700,7.6000,-0.2000,0.6000,3,1,2,4,0,-0.05830,-0.06150,-0.08810,105,110,139
10-17-2015 03:01:18,5.5700,9.3000,-0.1000,0.2000,3,1,2,4,0,-0.04420,-0.06130,-0.08500,121,111,122
10-17-2015 03:01:18,5.5700,9.3000,-0.1000,0.2000,3,1,2,4,0,-0.04900,-0.06520,-0.08800,113,120,120
10-17-2015 03:01:19,5.5700,9.9000,0.1000,-0.2000,3,1,2,4,0,-0.04650,-0.07100,-0.09140,126,114,118
10-17-2015 03:01:19,5.5700,9.9000,0.1000,-0.2000,3,1,2,4,0,-0.06780,-0.07050,-0.08900,110,113,113
10-17-2015 03:01:20,5.5700,13.3000,0.0000,-0.2000,3,1,2,4,0,-0.04970,-0.06890,-0.08500,111,115,115
10-17-2015 03:01:20,5.5700,13.3000,0.0000,-0.2000,3,1,2,4,0,-0.04420,-0.07540,-0.08040,117,109,115
10-17-2015 03:01:21,5.5600,15.4000,0.0000,-0.4000,3,1,2,4,0,-0.04740,-0.07040,-0.07630,115,118,113
10-17-2015 03:01:21,5.5600,15.4000,0.0000,-0.4000,3,1,2,4,0,-0.03220,-0.07040,-0.07220,107,119,119
10-17-2015 03:01:22,5.5700,17.8000,0.0000,0.0000,3,1,2,4,0,-0.04360,-0.06730,-0.06090,114,127,116
10-17-2015 03:01:22,5.5700,17.8000,0.0000,0.0000,3,1,2,4,0,-0.03720,-0.07180,-0.06200,109,119,110
10-17-2015 03:01:23,5.5600,18.9000,0.0000,0.1000,3,1,2,4,0,-0.03100,-0.07400,-0.06690,108,122,115
10-17-2015 03:01:23,5.5600,18.9000,0.0000,0.1000,3,1,2,4,0,-0.04530,-0.06800,-0.06520,104,115,123
10-17-2015 03:01:24,5.5700,20.3000,-0.2000,0.5000,3,1,2,4,0,-0.04550,-0.06650,-0.06710,114,109,119
10-17-2015 03:01:24,5.5700,20.3000,-0.2000,0.5000,3,1,2,4,0,-0.03780,-0.08310,-0.07210,116,106,120
10-17-2015 03:01:25,5.5600,20.4000,0.0000,0.3000,3,1,2,4,0,-0.04320,-0.06810,-0.07150,122,114,119
10-17-2015 03:01:25,5.5600,20.4000,0.0000,0.3000,3,1,2,4,0,-0.04250,-0.06440,-0.07500,116,113,114
10-17-2015 03:01:26,5.5600,22.2000,-0.2000,0.5000,3,1,2,4,0,-0.04620,-0.07170,-0.07910,107,121,110
10-17-2015 03:01:26,5.5600,22.2000,-0.2000,0.5000,3,1,2,4,0,-0.04610,-0.07410,-0.07670,119,116,123
10-17-2015 03:01:27,5.5600,21.4000,-0.1000,-0.1000,3,1,2,4,0,-0.04360,-0.07970,-0.07260,115,113,128
10-17-2015 03:01:27,5.5600,21.4000,-0.1000,-0.1000,3,1,2,4,0,-0.06040,-0.07930,-0.07330,107,115,110
10-17-2015 03:01:28,5.5700,20.7000,0.0000,0.0000,3,1,2,4,0,-0.05600,-0.08480,-0.07910,113,107,111
10-17-2015 03:01:28,5.5700,20.7000,0.0000,0.0000,3,1,2,4,0,-0.05390,-0.07800,-0.07920,119,116,117
10-17-2015 03:01:29,5.5700,21.6000,-0.1000,0.1000,3,1,2,4,0,-0.05200,-0.08240,-0.08020,111,131,110
10-17-2015 03:01:29,5.5700,21.6000,-0.1000,0.1000,3,1,2,4,0,-0.05170,-0.07850,-0.07370,108,123,125
10-17-2015 03:01:30,5.5600,18.9000,0.0000,-0.4000,3,1,2,4,0,-0.05150,-0.08570,-0.06590,122,128,119
10-17-2015 03:01:30,5.5600,18.9000,0.0000,-0.4000,3,1,2,4,0,-0.05090,-0.07960,-0.06470,112,120,115
10-17-2015 03:01:31,5.5600,20.4000,-0.1000,0.3000,3,1,2,4,0,-0.04640,-0.09110,-0.06700,124,115,114
10-17-2015 03:01:31,5.5600,20.4000,-0.1000,0.3000,3,1,2,4,0,-0.04540,-0.09340,-0.07230,114,110,110
10-17-2015 03:01:32,5.5600,21.9000,-0.1000,1.0000,3,1,2,4,0,-0.04000,-0.09170,-0.06430,106,110,121
10-17-2015 03:01:32,5.5600,21.9000,-0.1000,1.0000,3,1,2,4,0,-0.03160,-0.08000,-0.06870,105,111,108
10-17-2015 03:01:33,5.5700,19.5000,-0.2000,0.5000,3,1,2,4,0,-0.03630,-0.06870,-0.06740,116,122,112
10-17-2015 03:01:33,5.5700,19.5000,-0.2000,0.5000,3,1,2,4,0,-0.04400,-0.07450,-0.07350,115,114,112
10-17-2015 03:01:34,5.5600,19.0000,0.0000,0.2000,3,1,2,4,0,-0.03930,-0.06690,-0.07880,112,113,113
10-17-2015 03:01:34,5.5600,19.0000,0.0000,0.2000,3,1,2,4,0,-0.04620,-0.07420,-0.06580,121,118,109
10-17-2015 03:01:35,5.5500,16.3000,0.0000,-0.1000,3,1,2,4,0,-0.05090,-0.08430,-0.07650,115,118,112
10-17-2015 03:01:35,5.5500,16.3000,0.0000,-0.1000,3,1,2,4,0,-0.04740,-0.08250,-0.08230,118,116,118
10-17-2015 03:01:36,5.5600,14.2000,0.0000,-0.4000,3,1,2,4,0,-0.02590,-0.08350,-0.08100,108,116,115
10-17-2015 03:01:36,5.5600,14.2000,0.0000,-0.4000,3,1,2,4,0,-0.05360,-0.08420,-0.08070,116,124,119
10-17-2015 03:01:37,5.5600,13.3000,0.0000,-0.1000,3,1,2,4,0,-0.04580,-0.08300,-0.08510,119,117,120
10-17-2015 03:01:37,5.5600,13.3000,0.0000,-0.1000,3,1,2,4,0,-0.05960,-0.08310,-0.08850,107,119,114
10-17-2015 03:01:38,5.5600,12.3000,0.0000,-0.4000,3,1,2,4,0,-0.05300,-0.07780,-0.08510,121,113,113
10-17-2015 03:01:38,5.5600,12.3000,0.0000,-0.4000,3,1,2,4,0,-0.04900,-0.07510,-0.08620,119,111,113
10-17-2015 03:01:39,5.5600,14.2000,0.0000,0.3000,3,1,2,4,0,-0.04280,-0.07530,-0.07120,115,112,115
10-17-2015 03:01:39,5.5600,14.2000,0.0000,0.3000,3,1,2,4,0,-0.03990,-0.08340,-0.07270,111,112,115
10-17-2015 03:01:40,5.5600,12.1000,-0.2000,0.3000,3,1,2,4,0,-0.04240,-0.07230,-0.06680,116,114,116
10-17-2015 03:01:40,5.5600,12.1000,-0.2000,0.3000,3,1,2,4,0,-0.03610,-0.06620,-0.06670,119,112,114
10-17-2015 03:01:41,5.5600,11.6000,0.0000,0.5000,3,1,2,4,0,-0.03940,-0.06180,-0.06570,117,121,121
10-17-2015 03:01:41,5.5600,11.6000,0.0000,0.5000,3,1,2,4,0,-0.04010,-0.05910,-0.06850,117,108,121
10-17-2015 03:01:42,5.5600,11.7000,-0.1000,0.4000,3,1,2,4,0,-0.03840,-0.05940,-0.06940,106,120,117
10-17-2015 03:01:42,5.5600,11.7000,-0.1000,0.4000,3,1,2,4,0,-0.03970,-0.06870,-0.07290,115,119,113
10-17-2015 03:01:43,5.5600,11.4000,0.0000,0.3000,3,1,2,4,0,-0.03720,-0.06670,-0.07660,112,112,120
10-17-2015 03:01:43,5.5600,11.4000,0.0000,0.3000,3,1,2,4,0,-0.04460,-0.06850,-0.08690,110,114,116
10-17-2015 03:01:44,5.5600,11.0000,0.0000,0.0000,3,1,2,4,0,-0.04600,-0.06780,-0.08920,112,119,112
10-17-2015 03:01:44,5.5600,11.0000,0.0000,0.0000,3,1,2,4,0,-0.05360,-0.06670,-0.09780,109,117,111
10-17-2015 03:01:45,5.5600,11.8000,0.4000,-0.1000,3,1,2,4,0,-0.05360,-0.06810,-0.09220,118,125,109
10-17-2015 03:01:45,5.5600,11.8000,0.4000,-0.1000,3,1,2,4,0,-0.05630,-0.07400,-0.08980,111,119,114
10-17-2015 03:01:46,5.5700,12.5000,0.2000,-0.4000,3,1,2,4,0,-0.05530,-0.07340,-0.08580,105,114,130
10-17-2015 03:01:46,5.5700,12.5000,0.2000,-0.4000,3,1,2,4,0,-0.05810,-0.08420,-0.08960,111,125,125
10-17-2015 03:01:47,5.5600,12.5000,0.0000,-0.6000,3,1,2,4,0,-0.05710,-0.08280,-0.10320,116,110,122
10-17-2015 03:01:47,5.5600,12.5000,0.0000,-0.6000,3,1,2,4,0,-0.05500,-0.07710,-0.08730,111,121,120
10-17-2015 03:01:48,5.5600,15.1000,-0.1000,0.0000,3,1,2,4,0,-0.05360,-0.08590,-0.09130,118,113,120
10-17-2015 03:01:48,5.5600,15.1000,-0.1000,0.0000,3,1,2,4,0,-0.05950,-0.08090,-0.08230,111,118,114
10-17-2015 03:01:49,5.5700,15.4000,-0.2000,0.0000,3,1,2,4,0,-0.04870,-0.08210,-0.08350,113,115,112
10-17-2015 03:01:49,5.5700,15.4000,-0.2000,0.0000,3,1,2,4,0,-0.04290,-0.08210,-0.06570,113,125,123
10-17-2015 03:01:50,5.5600,13.6000,0.0000,-0.4000,3,1,2,4,0,-0.04570,-0.07950,-0.07350,114,121,108
10-17-2015 03:01:50,5.5600,13.6000,0.0000,-0.4000,3,1,2,4,0,-0.04330,-0.06840,-0.06920,112,121,122
10-17-2015 03:01:51,5.5700,12.5000,0.0000,-0.2000,3,1,2,4,0,-0.04290,-0.06700,-0.07410,112,127,113
10-17-2015 03:01:51,5.5700,12.5000,0.0000,-0.2000,3,1,2,4,0,-0.04370,-0.06590,-0.06970,122,129,116
10-17-2015 03:01:52,5.5600,12.0000,0.0000,0.0000,3,1,2,4,0,-0.04390,-0.06130,-0.07040,115,116,119
10-17-2015 03:01:52,5.5600,12.0000,0.0000,0.0000,3,1,2,4,0,-0.03560,-0.05970,-0.07570,114,115,112
10-17-2015 03:01:53,5.5700,10.8000,-0.1000,0.5000,3,1,2,4,0,-0.03300,-0.06550,-0.07090,111,108,121
10-17-2015 03:01:53,5.5700,10.8000,-0.1000,0.5000,3,1,2,4,0,-0.04490,-0.06380,-0.07400,111,114,115
10-17-2015 03:01:54,5.5700,8.0000,0.0000,0.0000,3,1,2,4,0,-0.04490,-0.06170,-0.07830,117,117,106
10-17-2015 03:01:54,5.5700,8.0000,0.0000,0.0000,3,1,2,4,0,-0.04190,-0.07620,-0.08280,114,111,113
10-17-2015 03:01:55,5.5600,7.3000,0.0000,-0.1000,3,1,2,4,0,-0.05170,-0.06640,-0.07650,116,114,116
10-17-2015 03:01:55,5.5600,7.3000,0.0000,-0.1000,3,1,2,4,0,-0.05200,-0.06630,-0.08700,113,113,114
10-17-2015 03:01:56,5.5700,7.5000,0.0000,0.0000,3,1,2,4,0,-0.04460,-0.07580,-0.09060,114,123,118
10-17-2015 03:01:56,5.5700,7.5000,0.0000,0.0000,3,1,2,4,0,-0.04650,-0.06910,-0.09060,127,113,113
10-17-2015 03:01:57,5.5700,6.9000,0.2000,0.0000,3,1,2,4,0,-0.05200,-0.07130,-0.09070,122,117,127
10-17-2015 03:01:57,5.5700,6.9000,0.2000,0.0000,3,1,2,4,0,-0.04450,-0.07020,-0.08350,118,122,125
