

 Profile 2

MM-DD-YYYY HH:MM:SS,Sndm/s,TmpC,Heading,Pitch,Roll,magnHx,magnHy,magnHz,Beams,Cells,Beam1,Beam2,Beam3,Beam4,Beam5,Vel1,Vel2,Vel3,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3
10-17-2015 03:41:16.875,1500.0000,8.7600,142.6000,-0.9000,-0.9000,16577,196,-104,3,1,2,3,4,0,0,-0.15020,-1.24200,-0.00670,094,108,093,072,082,085
10-17-2015 03:41:17.375,1500.0000,8.7600,113.4000,-0.3000,-0.7000,16537,145,60,3,1,2,3,4,0,0,-0.13660,-1.22940,-0.02790,128,107,109,099,083,092
10-17-2015 03:41:17.875,1500.0000,8.7600,113.4000,-0.3000,-0.7000,16537,145,60,3,1,2,3,4,0,0,-0.14930,-1.21010,-0.07910,105,104,102,090,079,084
10-17-2015 03:41:18.375,1500.0000,8.7600,97.5000,-0.6000,-0.2000,16431,2,-12,3,1,2,3,4,0,0,-0.16920,-1.16110,-0.11870,100,103,096,086,075,071
10-17-2015 03:41:18.875,1500.0000,8.7600,97.5000,-0.6000,-0.2000,16431,2,-12,3,1,2,3,4,0,0,-0.19190,-1.29190,-0.17020,096,108,102,086,067,083
10-17-2015 03:41:19.375,1500.0000,8.7600,91.7000,-1.3000,-0.7000,16619,151,-221,3,1,2,3,4,0,0,-0.16050,-0.30780,-0.16510,113,127,108,099,087,098
10-17-2015 03:41:19.875,1500.0000,8.7600,91.7000,-1.3000,-0.7000,16619,151,-221,3,1,2,3,4,0,0,-0.16960,-1.14770,-0.16660,114,103,096,095,074,073
10-17-2015 03:41:20.375,1500.0000,8.7500,94.0000,-0.5000,-0.6000,16565,115,16,3,1,2,3,4,0,0,-0.14750,-1.16850,-0.16320,095,102,095,090,080,085
10-17-2015 03:41:20.875,1500.0000,8.7500,94.0000,-0.5000,-0.6000,16565,115,16,3,1,2,3,4,0,0,-0.12450,-0.24690,-0.13700,098,119,121,094,096,100
10-17-2015 03:41:21.375,1500.0000,8.7300,105.7000,-1.0000,-1.0000,16523,226,-143,3,1,2,3,4,0,0,-0.09450,-0.01080,-0.13610,108,105,094,094,081,094
10-17-2015 03:41:21.875,1500.0000,8.7300,105.7000,-1.0000,-1.0000,16523,226,-143,3,1,2,3,4,0,0,-0.06370,-0.07010,-0.10390,099,105,108,097,087,094
10-17-2015 03:41:22.375,1500.0000,8.7200,126.3000,-1.4000,-0.3000,16491,28,-245,3,1,2,3,4,0,0,-0.04110,-0.14360,-0.08870,105,108,099,094,075,085
10-17-2015 03:41:22.875,1500.0000,8.7200,126.3000,-1.4000,-0.3000,16491,28,-245,3,1,2,3,4,0,0,-0.01250,-0.14650,-0.09010,102,107,115,098,080,098
10-17-2015 03:41:23.375,1500.0000,8.7100,150.8000,-0.8000,0.1000,16551,-110,-72,3,1,2,3,4,0,0,-0.01840,-0.11100,-0.07800,095,105,129,096,086,100
10-17-2015 03:41:23.875,1500.0000,8.7100,150.8000,-0.8000,0.1000,16551,-110,-72,3,1,2,3,4,0,0,-0.07820,-1.12070,-0.07840,103,101,097,088,085,087
10-17-2015 03:41:24.375,1500.0000,8.7000,168.2000,0.0000,0.1000,16513,-108,181,3,1,2,3,4,0,0,-0.09990,-0.06460,-0.08230,099,102,098,084,083,096
10-17-2015 03:41:24.875,1500.0000,8.7000,168.2000,0.0000,0.1000,16513,-108,181,3,1,2,3,4,0,0,-0.12850,-0.06030,-0.10470,115,103,096,098,082,087
10-17-2015 03:41:25.375,1500.0000,8.6900,176.7000,-0.6000,-0.8000,16469,182,-16,3,1,2,3,4,0,0,-0.12580,-0.03690,-0.10200,099,103,098,097,080,088
10-17-2015 03:41:25.875,1500.0000,8.6900,176.7000,-0.6000,-0.8000,16469,182,-16,3,1,2,3,4,0,0,-0.13040,-1.20450,-0.05160,099,104,109,096,075,095
10-17-2015 03:41:26.375,1500.0000,8.6800,173.0000,-0.9000,0.0000,16505,-70,-120,3,1,2,3,4,0,0,-0.14510,-1.22700,-0.02550,097,106,100,089,069,095
10-17-2015 03:41:26.875,1500.0000,8.6800,173.0000,-0.9000,0.0000,16505,-70,-120,3,1,2,3,4,0,0,-0.13150,-0.11240,-0.02180,104,107,105,094,066,098
10-17-2015 03:41:27.375,1500.0000,8.6900,158.7000,-0.7000,0.0000,16587,-46,-66,3,1,2,3,4,0,0,-0.09240,-1.15810,0.00850,117,104,104,096,084,098
10-17-2015 03:41:27.875,1500.0000,8.6900,158.7000,-0.7000,0.0000,16587,-46,-66,3,1,2,3,4,0,0,-0.09760,-1.20240,0.04250,099,108,101,085,084,093
10-17-2015 03:41:28.375,1500.0000,8.6900,139.2000,-1.0000,0.0000,16531,-86,-148,3,1,2,3,4,0,0,-0.11150,-0.08490,0.04250,099,105,094,095,081,081
10-17-2015 03:41:28.875,1500.0000,8.6900,139.2000,-1.0000,0.0000,16531,-86,-148,3,1,2,3,4,0,0,-0.09580,-0.07250,0.01400,095,105,103,073,077,095
10-17-2015 03:41:29.375,1500.0000,8.7000,118.5000,-0.8000,-1.1000,16451,265,-73,3,1,2,3,4,0,0,-0.09100,-1.17420,-0.04510,100,104,099,077,085,090
10-17-2015 03:41:29.875,1500.0000,8.7000,118.5000,-0.8000,-1.1000,16451,265,-73,3,1,2,3,4,0,0,-0.09470,-1.20340,-0.06380,100,104,095,086,077,095
10-17-2015 03:41:30.375,1500.0000,8.6900,113.3000,-0.5000,-1.9000,16595,475,-8,3,1,2,3,4,0,0,-0.02450,-0.22150,-0.09380,111,110,103,096,083,098
10-17-2015 03:41:30.875,1500.0000,8.6900,113.3000,-0.5000,-1.9000,16595,475,-8,3,1,2,3,4,0,0,-0.06700,-1.21570,-0.10590,115,106,112,098,081,099
10-17-2015 03:41:31.375,1500.0000,8.6700,116.7000,-0.4000,0.1000,16565,-120,35,3,1,2,3,4,0,0,-0.10500,-0.25790,-0.09410,107,099,096,100,086,096
10-17-2015 03:41:31.875,1500.0000,8.6700,116.7000,-0.4000,0.1000,16565,-120,35,3,1,2,3,4,0,0,-0.14040,-1.16560,-0.07860,094,104,128,091,076,100
10-17-2015 03:41:32.375,1500.0000,8.6600,113.1000,-0.9000,-0.5000,16407,91,-116,3,1,2,3,4,0,0,-0.14200,-1.30360,-0.08000,096,108,116,088,076,099
10-17-2015 03:41:32.875,1500.0000,8.6600,113.1000,-0.9000,-0.5000,16407,91,-116,3,1,2,3,4,0,0,-0.11920,-0.27240,-0.07820,115,113,111,099,084,099
10-17-2015 03:41:33.375,1500.0000,8.6600,106.0000,-1.0000,0.1000,16591,-126,-147,3,1,2,3,4,0,0,-0.10470,-0.20740,-0.05450,096,111,100,097,068,086
10-17-2015 03:41:33.875,1500.0000,8.6600,106.0000,-1.0000,0.1000,16591,-126,-147,3,1,2,3,4,0,0,-0.12000,-0.20170,-0.06650,106,108,104,089,076,096
10-17-2015 03:41:34.375,1500.0000,8.6600,95.0000,-0.3000,-0.6000,16579,107,54,3,1,2,3,4,0,0,-0.14500,-1.26240,-0.07950,097,107,101,092,074,091
10-17-2015 03:41:34.875,1500.0000,8.6600,95.0000,-0.3000,-0.6000,16579,107,54,3,1,2,3,4,0,0,-0.15010,-0.18360,-0.08970,107,106,113,096,074,098
10-17-2015 03:41:35.375,1500.0000,8.6500,80.0000,-0.8000,-0.3000,16453,38,-73,3,1,2,3,4,0,0,-0.14730,-0.24610,-0.12640,107,110,107,096,088,085
10-17-2015 03:41:35.875,1500.0000,8.6500,80.0000,-0.8000,-0.3000,16453,38,-73,3,1,2,3,4,0,0,-0.17560,-1.14000,-0.13800,117,102,107,100,079,099
10-17-2015 03:41:36.375,1500.0000,8.6500,74.4000,-1.2000,-0.4000,16599,67,-183,3,1,2,3,4,0,0,-0.12700,-0.02030,-0.13230,092,102,109,091,083,099
10-17-2015 03:41:36.875,1500.0000,8.6500,74.4000,-1.2000,-0.4000,16599,67,-183,3,1,2,3,4,0,0,-0.11790,-1.22510,-0.13660,094,105,107,088,076,098
10-17-2015 03:41:37.375,1500.0000,8.6400,73.6000,-0.7000,0.7000,16695,-278,-58,3,1,2,3,4,0,0,-0.09660,-1.20310,-0.12710,098,106,101,091,080,093
10-17-2015 03:41:37.875,1500.0000,8.6400,73.6000,-0.7000,0.7000,16695,-278,-58,3,1,2,3,4,0,0,-0.06570,-0.13730,-0.10440,103,107,102,075,083,097
10-17-2015 03:41:38.375,1500.0000,8.6300,81.8000,-1.0000,0.5000,16479,-221,-148,3,1,2,3,4,0,0,-0.02920,-0.00080,-0.08580,106,102,114,094,091,100
10-17-2015 03:41:38.875,1500.0000,8.6300,81.8000,-1.0000,0.5000,16479,-221,-148,3,1,2,3,4,0,0,0.01230,-0.21650,-0.07290,106,123,104,099,098,099
10-17-2015 03:41:39.375,1500.0000,8.6200,93.9000,-1.2000,-0.2000,16374,-3,-183,3,1,2,3,4,0,0,0.00470,-0.13100,-0.05320,104,106,106,093,076,099
10-17-2015 03:41:39.875,1500.0000,8.6200,93.9000,-1.2000,-0.2000,16374,-3,-183,3,1,2,3,4,0,0,0.00150,-0.22260,-0.04760,104,113,090,085,087,081
10-17-2015 03:41:40.375,1500.0000,8.6200,107.6000,-0.4000,-0.6000,16553,103,33,3,1,2,3,4,0,0,-0.01770,-0.22780,-0.03810,098,121,103,095,097,099
10-17-2015 03:41:40.875,1500.0000,8.6200,107.6000,-0.4000,-0.6000,16553,103,33,3,1,2,3,4,0,0,-0.05770,-1.14830,-0.06980,102,102,104,098,082,091
10-17-2015 03:41:41.375,1500.0000,8.6100,107.4000,-0.1000,0.4000,16559,-209,114,3,1,2,3,4,0,0,-0.11630,-1.16130,-0.05600,105,103,112,087,082,098
10-17-2015 03:41:41.875,1500.0000,8.6100,107.4000,-0.1000,0.4000,16559,-209,114,3,1,2,3,4,0,0,-0.13310,-1.30450,-0.09420,107,110,101,097,083,083
10-17-2015 03:41:42.375,1500.0000,8.6000,103.4000,-0.9000,0.4000,16489,-207,-110,3,1,2,3,4,0,0,-0.16310,0.89110,-0.13030,101,111,109,086,095,099
10-17-2015 03:41:42.875,1500.0000,8.6000,103.4000,-0.9000,0.4000,16489,-207,-110,3,1,2,3,4,0,0,-0.14660,-0.33970,-0.16110,095,123,111,093,098,099
10-17-2015 03:41:43.375,1500.0000,8.6100,102.8000,-1.3000,0.0000,16597,-68,-235,3,1,2,3,4,0,0,-0.12200,-0.04090,-0.15330,102,103,107,089,072,098
10-17-2015 03:41:43.875,1500.0000,8.6100,102.8000,-1.3000,0.0000,16597,-68,-235,3,1,2,3,4,0,0,-0.14190,-0.31510,-0.12080,104,102,092,087,071,087
10-17-2015 03:41:44.375,1500.0000,8.5900,103.3000,-1.0000,-1.1000,16553,250,-133,3,1,2,3,4,0,0,-0.11830,-0.29540,-0.11190,098,100,102,089,080,096
10-17-2015 03:41:44.875,1500.0000,8.5900,103.3000,-1.0000,-1.1000,16553,250,-133,3,1,2,3,4,0,0,-0.08090,-1.23750,-0.10020,095,110,099,080,079,089
10-17-2015 03:41:45.375,1500.0000,8.5900,104.6000,-1.0000,-0.5000,16443,79,-125,3,1,2,3,4,0,0,-0.07220,-0.26620,-0.06350,098,100,098,079,086,097
10-17-2015 03:41:45.875,1500.0000,8.5900,104.6000,-1.0000,-0.5000,16443,79,-125,3,1,2,3,4,0,0,-0.04800,-0.25160,-0.03600,097,125,098,078,098,090
10-17-2015 03:41:46.375,1500.0000,8.5900,102.1000,-0.8000,0.4000,16455,-193,-87,3,1,2,3,4,0,0,-0.04430,-0.09620,-0.01430,097,104,108,096,073,095
10-17-2015 03:41:46.875,1500.0000,8.5900,102.1000,-0.8000,0.4000,16455,-193,-87,3,1,2,3,4,0,0,-0.08020,-0.14650,0.00130,111,106,097,095,075,087
10-17-2015 03:41:47.375,1500.0000,8.5800,92.9000,-0.2000,-0.1000,16639,-23,89,3,1,2,3,4,0,0,-0.11980,-0.03930,-0.02410,102,105,111,096,078,098
10-17-2015 03:41:47.875,1500.0000,8.5800,92.9000,-0.2000,-0.1000,16639,-23,89,3,1,2,3,4,0,0,-0.13580,-1.16250,-0.03850,107,104,109,089,081,098
10-17-2015 03:41:48.375,1500.0000,8.5900,79.4000,-0.1000,0.0000,16557,-82,120,3,1,2,3,4,0,0,-0.16430,-1.11500,-0.14430,102,101,122,098,084,100
10-17-2015 03:41:48.875,1500.0000,8.5900,79.4000,-0.1000,0.0000,16557,-82,120,3,1,2,3,4,0,0,-0.18360,-0.00640,-0.16330,099,101,109,098,091,097
10-17-2015 03:41:49.375,1500.0000,8.6000,71.0000,-0.3000,-0.4000,16483,40,50,3,1,2,3,4,0,0,-0.20830,-0.02640,-0.20070,108,101,110,099,084,096
10-17-2015 03:41:49.875,1500.0000,8.6000,71.0000,-0.3000,-0.4000,16483,40,50,3,1,2,3,4,0,0,-0.21380,-0.34730,-0.23640,101,127,105,093,096,095
10-17-2015 03:41:50.375,1500.0000,8.6100,68.9000,-1.2000,0.3000,16463,-181,-187,3,1,2,3,4,0,0,-0.23590,-0.34770,-0.21210,112,122,119,099,095,100
10-17-2015 03:41:50.875,1500.0000,8.6100,68.9000,-1.2000,0.3000,16463,-181,-187,3,1,2,3,4,0,0,-0.23550,-1.32250,-0.23850,093,108,097,077,076,090
10-17-2015 03:41:51.375,1500.0000,8.6100,69.4000,-1.2000,0.1000,16551,-118,-185,3,1,2,3,4,0,0,-0.20750,-1.21010,-0.22590,105,104,100,094,074,097
10-17-2015 03:41:51.875,1500.0000,8.6100,69.4000,-1.2000,0.1000,16551,-118,-185,3,1,2,3,4,0,0,-0.18610,-1.19660,-0.21410,136,104,118,100,074,100
10-17-2015 03:41:52.375,1500.0000,8.6000,78.9000,-1.0000,-0.8000,16537,176,-129,3,1,2,3,4,0,0,-0.12830,-0.05340,-0.22030,104,105,097,099,075,091
10-17-2015 03:41:52.875,1500.0000,8.6000,78.9000,-1.0000,-0.8000,16537,176,-129,3,1,2,3,4,0,0,-0.07430,-0.24180,-0.18200,102,117,100,087,099,091
10-17-2015 03:41:53.375,1500.0000,8.5900,101.7000,-1.6000,-0.5000,16589,73,-318,3,1,2,3,4,0,0,-0.05930,-0.18020,-0.15130,112,113,098,098,079,085
10-17-2015 03:41:53.875,1500.0000,8.5900,101.7000,-1.6000,-0.5000,16589,73,-318,3,1,2,3,4,0,0,-0.03730,-0.23430,-0.13130,093,109,120,086,096,096
10-17-2015 03:41:54.375,1500.0000,8.6000,133.0000,-1.6000,-0.7000,16495,139,-302,3,1,2,3,4,0,0,-0.02150,-1.17160,-0.11020,114,104,121,099,086,100
10-17-2015 03:41:54.875,1500.0000,8.6000,133.0000,-1.6000,-0.7000,16495,139,-302,3,1,2,3,4,0,0,-0.02480,-1.20400,-0.07560,100,106,113,095,082,098
10-17-2015 03:41:55.375,1500.0000,8.5900,157.1000,-0.1000,-0.6000,16513,109,112,3,1,2,3,4,0,0,-0.05170,-0.24910,-0.08530,104,124,100,092,099,082
10-17-2015 03:41:55.875,1500.0000,8.5900,157.1000,-0.1000,-0.6000,16513,109,112,3,1,2,3,4,0,0,-0.07560,-0.27250,-0.10250,101,092,101,091,081,091
10-17-2015 03:41:56.375,1500.0000,8.5700,171.3000,-0.5000,0.7000,16469,-296,10,3,1,2,3,4,0,0,-0.10000,-0.05950,-0.07880,103,106,110,094,076,098
10-17-2015 03:41:56.875,1500.0000,8.5700,171.3000,-0.5000,0.7000,16469,-296,10,3,1,2,3,4,0,0,-0.10640,-1.26680,-0.07660,092,110,093,080,091,074
10-17-2015 03:41:57.375,1500.0000,8.5500,178.9000,-0.7000,-0.6000,16447,105,-41,3,1,2,3,4,0,0,-0.12230,-1.28420,-0.07410,104,107,111,097,072,098
10-17-2015 03:41:57.875,1500.0000,8.5500,178.9000,-0.7000,-0.6000,16447,105,-41,3,1,2,3,4,0,0,-0.12270,-0.27190,-0.02990,096,114,101,078,087,091
10-17-2015 03:41:58.375,1500.0000,8.5500,169.9000,-0.9000,-0.6000,16551,107,-112,3,1,2,3,4,0,0,-0.10990,-1.22010,-0.00260,094,105,124,085,078,100
10-17-2015 03:41:58.875,1500.0000,8.5500,169.9000,-0.9000,-0.6000,16551,107,-112,3,1,2,3,4,0,0,-0.10260,-0.06210,0.03400,107,103,107,099,083,098
10-17-2015 03:41:59.375,1500.0000,8.5400,149.0000,-1.1000,0.5000,16515,-231,-156,3,1,2,3,4,0,0,-0.13380,-0.21800,0.05250,099,102,104,097,088,099
10-17-2015 03:41:59.875,1500.0000,8.5400,149.0000,-1.1000,0.5000,16515,-231,-156,3,1,2,3,4,0,0,-0.14480,-0.17120,0.05280,108,108,110,093,083,099
10-17-2015 03:42:00.375,1500.0000,8.5400,115.4000,-1.3000,-0.8000,16447,172,-227,3,1,2,3,4,0,0,-0.17650,-0.11140,0.00740,106,106,099,097,075,095
10-17-2015 03:42:00.875,1500.0000,8.5400,115.4000,-1.3000,-0.8000,16447,172,-227,3,1,2,3,4,0,0,-0.16440,-0.02400,-0.02720,094,100,104,081,089,096
10-17-2015 03:42:01.375,1500.0000,8.5400,86.0000,-0.6000,0.0000,16497,-96,-35,3,1,2,3,4,0,0,-0.18000,-1.27210,-0.11610,094,106,096,081,072,093
10-17-2015 03:42:01.875,1500.0000,8.5400,86.0000,-0.6000,0.0000,16497,-96,-35,3,1,2,3,4,0,0,-0.18030,-1.24520,-0.15730,097,104,107,091,070,092
10-17-2015 03:42:02.375,1500.0000,8.5400,76.6000,-0.2000,-0.2000,16541,-1,81,3,1,2,3,4,0,0,-0.18160,-0.02600,-0.18780,096,103,091,097,080,083
10-17-2015 03:42:02.875,1500.0000,8.5400,76.6000,-0.2000,-0.2000,16541,-1,81,3,1,2,3,4,0,0,-0.19310,-0.01600,-0.17560,097,101,099,094,089,086
10-17-2015 03:42:03.375,1500.0000,8.5300,74.1000,-1.0000,0.1000,16483,-118,-139,3,1,2,3,4,0,0,-0.19150,-0.00110,-0.17000,103,099,097,095,093,087
10-17-2015 03:42:03.875,1500.0000,8.5300,74.1000,-1.0000,0.1000,16483,-118,-139,3,1,2,3,4,0,0,-0.14760,-1.16030,-0.15110,100,102,102,097,079,092
10-17-2015 03:42:04.375,1500.0000,8.5200,75.8000,-1.4000,0.0000,16515,-100,-243,3,1,2,3,4,0,0,-0.12600,-0.01940,-0.12000,100,100,112,094,090,099
10-17-2015 03:42:04.875,1500.0000,8.5200,75.8000,-1.4000,0.0000,16515,-100,-243,3,1,2,3,4,0,0,-0.08030,-0.02370,-0.09940,100,101,107,087,093,100
10-17-2015 03:42:05.375,1500.0000,8.5100,80.6000,-0.8000,-0.3000,16539,32,-85,3,1,2,3,4,0,0,-0.05540,-0.03660,-0.08420,095,101,095,088,092,091
10-17-2015 03:42:05.875,1500.0000,8.5100,80.6000,-0.8000,-0.3000,16539,32,-85,3,1,2,3,4,0,0,-0.02010,-0.01940,-0.06830,096,102,088,097,087,091
10-17-2015 03:42:06.375,1500.0000,8.5100,93.8000,-1.1000,-0.9000,16509,210,-164,3,1,2,3,4,0,0,0.00130,-0.02950,-0.06630,101,106,112,091,079,098
10-17-2015 03:42:06.875,1500.0000,8.5100,93.8000,-1.1000,-0.9000,16509,210,-164,3,1,2,3,4,0,0,0.02800,-0.03300,-0.05720,098,102,102,098,090,097
10-17-2015 03:42:07.375,1500.0000,8.5000,113.7000,-0.8000,-0.4000,16499,61,-79,3,1,2,3,4,0,0,0.01460,-1.17720,-0.06390,098,106,109,098,085,097
10-17-2015 03:42:07.875,1500.0000,8.5000,113.7000,-0.8000,-0.4000,16499,61,-79,3,1,2,3,4,0,0,-0.00310,-0.03930,-0.05280,100,103,100,098,086,094
10-17-2015 03:42:08.375,1500.0000,8.5000,128.3000,-0.6000,0.9000,16501,-339,-37,3,1,2,3,4,0,0,-0.02100,-1.17190,-0.05600,099,103,102,081,087,081
10-17-2015 03:42:08.875,1500.0000,8.5000,128.3000,-0.6000,0.9000,16501,-339,-37,3,1,2,3,4,0,0,-0.06500,-1.21120,-0.08530,099,105,094,095,082,095
10-17-2015 03:42:09.375,1500.0000,8.5000,140.6000,-0.5000,-0.1000,16553,-17,-2,3,1,2,3,4,0,0,-0.08670,-0.25610,-0.09770,097,120,098,087,097,094
10-17-2015 03:42:09.875,1500.0000,8.5000,140.6000,-0.5000,-0.1000,16553,-17,-2,3,1,2,3,4,0,0,-0.11610,-1.20180,-0.09450,098,104,095,097,079,097
10-17-2015 03:42:10.375,1500.0000,8.4900,147.6000,-0.8000,-0.9000,16619,212,-72,3,1,2,3,4,0,0,-0.11620,-0.26990,-0.10070,092,116,098,092,094,091
10-17-2015 03:42:10.875,1500.0000,8.4900,147.6000,-0.8000,-0.9000,16619,212,-72,3,1,2,3,4,0,0,-0.10940,-1.21600,-0.07720,091,104,090,094,074,087
10-17-2015 03:42:11.375,1500.0000,8.5000,149.4000,-0.8000,-1.1000,16543,252,-93,3,1,2,3,4,0,0,-0.13110,-0.06180,-0.07060,098,101,102,098,083,083
10-17-2015 03:42:11.875,1500.0000,8.5000,149.4000,-0.8000,-1.1000,16543,252,-93,3,1,2,3,4,0,0,-0.11340,-1.13340,-0.03690,099,102,101,093,083,092
10-17-2015 03:42:12.375,1500.0000,8.4900,140.0000,-0.8000,0.3000,16511,-173,-70,3,1,2,3,4,0,0,-0.11950,-1.18340,-0.00530,102,105,099,100,081,097
10-17-2015 03:42:12.875,1500.0000,8.4900,140.0000,-0.8000,0.3000,16511,-173,-70,3,1,2,3,4,0,0,-0.13370,-0.24920,0.01040,094,095,099,088,079,097
10-17-2015 03:42:13.375,1500.0000,8.4900,119.4000,-1.1000,0.0000,16541,-76,-173,3,1,2,3,4,0,0,-0.10840,-1.20320,-0.00300,088,105,107,091,080,099
10-17-2015 03:42:13.875,1500.0000,8.4900,119.4000,-1.1000,0.0000,16541,-76,-173,3,1,2,3,4,0,0,-0.10660,-1.20000,-0.01020,090,106,090,076,078,085
10-17-2015 03:42:14.375,1500.0000,8.4900,99.6000,-0.6000,-0.4000,16529,61,-10,3,1,2,3,4,0,0,-0.10910,-1.24830,-0.02260,097,107,111,085,083,100
10-17-2015 03:42:14.875,1500.0000,8.4900,99.6000,-0.6000,-0.4000,16529,61,-10,3,1,2,3,4,0,0,-0.11230,-0.04370,-0.03510,098,102,103,090,083,093
10-17-2015 03:42:15.375,1500.0000,8.5000,82.6000,-0.6000,0.0000,16455,-80,-22,3,1,2,3,4,0,0,-0.10810,-0.23960,-0.07860,090,119,085,079,098,079
10-17-2015 03:42:15.875,1500.0000,8.5000,82.6000,-0.6000,0.0000,16455,-80,-22,3,1,2,3,4,0,0,-0.10970,-0.04340,-0.09800,108,101,097,099,087,092
10-17-2015 03:42:16.375,1500.0000,8.5000,76.9000,-0.7000,0.1000,16647,-102,-41,3,1,2,3,4,0,0,-0.10950,-0.12270,-0.09360,096,104,100,096,073,097
10-17-2015 03:42:16.875,1500.0000,8.5000,76.9000,-0.7000,0.1000,16647,-102,-41,3,1,2,3,4,0,0,-0.11310,-1.24690,-0.09820,092,107,099,083,084,099
10-17-2015 03:42:17.375,1500.0000,8.4900,71.9000,-0.5000,0.0000,16529,-80,12,3,1,2,3,4,0,0,-0.09020,-1.16020,-0.12690,097,103,093,091,084,090
10-17-2015 03:42:17.875,1500.0000,8.4900,71.9000,-0.5000,0.0000,16529,-80,12,3,1,2,3,4,0,0,-0.08070,-1.15390,-0.12190,094,106,098,099,079,071
10-17-2015 03:42:18.375,1500.0000,8.4900,75.3000,-0.8000,0.0000,16507,-94,-77,3,1,2,3,4,0,0,-0.07080,-1.15220,-0.13170,115,103,091,099,082,093
10-17-2015 03:42:18.875,1500.0000,8.4900,75.3000,-0.8000,0.0000,16507,-94,-77,3,1,2,3,4,0,0,-0.03260,-1.21400,-0.12660,088,106,118,074,088,099
10-17-2015 03:42:19.375,1500.0000,8.4800,84.9000,-1.0000,-0.5000,16577,85,-137,3,1,2,3,4,0,0,-0.04270,-0.03460,-0.11810,094,101,095,090,088,094
10-17-2015 03:42:19.875,1500.0000,8.4800,84.9000,-1.0000,-0.5000,16577,85,-137,3,1,2,3,4,0,0,-0.01620,-1.16910,-0.11910,091,104,087,089,081,092
10-17-2015 03:42:20.375,1500.0000,8.4600,105.5000,-1.1000,-0.1000,16617,-37,-162,3,1,2,3,4,0,0,0.00230,-1.16610,-0.12190,097,104,086,100,086,082
10-17-2015 03:42:20.875,1500.0000,8.4600,105.5000,-1.1000,-0.1000,16617,-37,-162,3,1,2,3,4,0,0,-0.00600,-0.19030,-0.11250,092,112,106,092,089,100
10-17-2015 03:42:21.375,1500.0000,8.4700,126.7000,-0.9000,-0.1000,16467,-33,-97,3,1,2,3,4,0,0,-0.01690,-0.21490,-0.10990,098,096,091,095,076,093
10-17-2015 03:42:21.875,1500.0000,8.4700,126.7000,-0.9000,-0.1000,16467,-33,-97,3,1,2,3,4,0,0,-0.02770,-1.17340,-0.08850,103,104,089,098,082,090
10-17-2015 03:42:22.375,1500.0000,8.4700,142.6000,-0.5000,0.4000,16513,-191,-8,3,1,2,3,4,0,0,-0.09870,-0.25120,-0.07000,099,118,095,093,097,091
10-17-2015 03:42:22.875,1500.0000,8.4700,142.6000,-0.5000,0.4000,16513,-191,-8,3,1,2,3,4,0,0,-0.11920,-1.26870,-0.08770,094,107,095,097,081,096
10-17-2015 03:42:23.375,1500.0000,8.4600,147.1000,-0.4000,-0.9000,16557,194,29,3,1,2,3,4,0,0,-0.12720,-0.24170,-0.05460,101,111,106,092,085,098
10-17-2015 03:42:23.875,1500.0000,8.4600,147.1000,-0.4000,-0.9000,16557,194,29,3,1,2,3,4,0,0,-0.15610,-1.23960,-0.07640,110,107,100,099,080,097
10-17-2015 03:42:24.375,1500.0000,8.4500,140.4000,-0.6000,0.0000,16557,-70,-31,3,1,2,3,4,0,0,-0.16560,-0.15550,-0.06550,091,106,093,080,068,088
10-17-2015 03:42:24.875,1500.0000,8.4500,140.4000,-0.6000,0.0000,16557,-70,-31,3,1,2,3,4,0,0,-0.14920,-0.27900,-0.07530,096,099,093,085,083,092
10-17-2015 03:42:25.375,1500.0000,8.4500,125.5000,-1.1000,0.2000,16457,-145,-160,3,1,2,3,4,0,0,-0.15980,-1.18680,-0.07930,093,102,096,097,078,092
10-17-2015 03:42:25.875,1500.0000,8.4500,125.5000,-1.1000,0.2000,16457,-145,-160,3,1,2,3,4,0,0,-0.17640,-1.14340,-0.09420,097,102,107,095,080,100
10-17-2015 03:42:26.375,1500.0000,8.4500,108.7000,-0.9000,-1.3000,16543,323,-123,3,1,2,3,4,0,0,-0.13140,-1.31270,-0.10950,116,112,088,100,085,084
10-17-2015 03:42:26.875,1500.0000,8.4500,108.7000,-0.9000,-1.3000,16543,323,-123,3,1,2,3,4,0,0,-0.12310,-0.03970,-0.11010,093,103,087,091,084,093
10-17-2015 03:42:27.375,1500.0000,8.4600,95.8000,-0.2000,-0.5000,16583,91,83,3,1,2,3,4,0,0,-0.12150,-0.02570,-0.11350,086,103,086,092,086,078
10-17-2015 03:42:27.875,1500.0000,8.4600,95.8000,-0.2000,-0.5000,16583,91,83,3,1,2,3,4,0,0,-0.11750,-0.22770,-0.13260,096,109,093,087,082,089
10-17-2015 03:42:28.375,1500.0000,8.4500,89.4000,-0.8000,-0.5000,16455,87,-83,3,1,2,3,4,0,0,-0.09040,-1.20440,-0.14440,107,103,081,097,076,074
10-17-2015 03:42:28.875,1500.0000,8.4500,89.4000,-0.8000,-0.5000,16455,87,-83,3,1,2,3,4,0,0,-0.08360,-1.20690,-0.17060,108,104,097,099,075,082
10-17-2015 03:42:29.375,1500.0000,8.4400,96.2000,-1.2000,-1.3000,16503,309,-189,3,1,2,3,4,0,0,-0.03290,-0.04700,-0.15680,093,101,083,077,087,080
