

 Profile 2

MM-DD-YYYY HH:MM:SS,Sndm/s,TmpC,Heading,Pitch,Roll,magnHx,magnHy,magnHz,Beams,Cells,Beam1,Beam2,Beam3,Beam4,Beam5,Vel1,Vel2,Vel3,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3
10-17-2015 03:52:12.375,1500.0000,7.6500,132.8000,-0.8000,0.1000,16503,-102,-75,3,1,2,3,4,0,0,-0.12690,-0.24500,-0.08870,097,109,091,082,084,092
10-17-2015 03:52:12.875,1500.0000,7.6500,132.8000,-0.8000,0.1000,16503,-102,-75,3,1,2,3,4,0,0,-0.14720,-0.27200,-0.12440,091,114,095,088,091,082
10-17-2015 03:52:13.375,1500.0000,7.6500,122.5000,-0.7000,0.2000,16539,-159,-54,3,1,2,3,4,0,0,-0.13960,-1.18170,-0.08740,098,102,098,098,076,099
10-17-2015 03:52:13.875,1500.0000,7.6500,122.5000,-0.7000,0.2000,16539,-159,-54,3,1,2,3,4,0,0,-0.13720,-1.27540,-0.09850,098,107,107,099,085,096
10-17-2015 03:52:14.375,1500.0000,7.6600,113.9000,-0.7000,-0.1000,16605,-23,-45,3,1,2,3,4,0,0,-0.14700,-1.13520,-0.10590,092,100,096,094,085,096
10-17-2015 03:52:14.875,1500.0000,7.6600,113.9000,-0.7000,-0.1000,16605,-23,-45,3,1,2,3,4,0,0,-0.13100,-0.04670,-0.11520,093,100,095,095,084,096
10-17-2015 03:52:15.375,1500.0000,7.6600,104.6000,-0.6000,-0.9000,16519,196,-31,3,1,2,3,4,0,0,-0.13080,-1.15980,-0.13100,095,101,096,097,080,097
10-17-2015 03:52:15.875,1500.0000,7.6600,104.6000,-0.6000,-0.9000,16519,196,-31,3,1,2,3,4,0,0,-0.12470,-1.13780,-0.14310,099,101,087,098,084,086
10-17-2015 03:52:16.375,1500.0000,7.6600,104.4000,-0.4000,-0.5000,16509,85,35,3,1,2,3,4,0,0,-0.13180,-1.17550,-0.15260,095,102,100,095,080,096
10-17-2015 03:52:16.875,1500.0000,7.6600,104.4000,-0.4000,-0.5000,16509,85,35,3,1,2,3,4,0,0,-0.10380,-1.17740,-0.15680,105,102,099,098,075,097
10-17-2015 03:52:17.375,1500.0000,7.6500,110.5000,-0.7000,-0.4000,16565,50,-45,3,1,2,3,4,0,0,-0.13000,-1.17210,-0.15780,094,102,107,086,083,099
10-17-2015 03:52:17.875,1500.0000,7.6500,110.5000,-0.7000,-0.4000,16565,50,-45,3,1,2,3,4,0,0,-0.10610,-1.14820,-0.15880,091,102,098,092,082,098
10-17-2015 03:52:18.375,1500.0000,7.6500,121.9000,-0.5000,-0.2000,16599,-11,-8,3,1,2,3,4,0,0,-0.10120,-0.19720,-0.13740,094,112,093,089,093,094
10-17-2015 03:52:18.875,1500.0000,7.6500,121.9000,-0.5000,-0.2000,16599,-11,-8,3,1,2,3,4,0,0,-0.09230,-1.19210,-0.14100,087,103,093,086,084,094
10-17-2015 03:52:19.375,1500.0000,7.6400,133.7000,-0.4000,-0.4000,16543,54,35,3,1,2,3,4,0,0,-0.11540,-0.08220,-0.12090,097,103,095,096,082,087
10-17-2015 03:52:19.875,1500.0000,7.6400,133.7000,-0.4000,-0.4000,16543,54,35,3,1,2,3,4,0,0,-0.12250,-0.02790,-0.12910,093,102,100,095,086,094
10-17-2015 03:52:20.375,1500.0000,7.6400,141.1000,-0.6000,0.5000,16495,-223,-35,3,1,2,3,4,0,0,-0.12410,-1.13570,-0.10470,093,101,093,093,088,092
10-17-2015 03:52:20.875,1500.0000,7.6400,141.1000,-0.6000,0.5000,16495,-223,-35,3,1,2,3,4,0,0,-0.13930,-0.04160,-0.09610,091,099,093,093,091,084
10-17-2015 03:52:21.375,1500.0000,7.6400,143.4000,-0.7000,0.2000,16493,-155,-48,3,1,2,3,4,0,0,-0.16650,-1.14100,-0.08920,099,101,101,095,086,088
10-17-2015 03:52:21.875,1500.0000,7.6400,143.4000,-0.7000,0.2000,16493,-155,-48,3,1,2,3,4,0,0,-0.17030,-1.18570,-0.08220,094,102,099,086,082,089
10-17-2015 03:52:22.375,1500.0000,7.6400,137.2000,-1.0000,0.0000,16547,-98,-150,3,1,2,3,4,0,0,-0.15570,-1.19300,-0.08650,089,103,105,082,079,099
10-17-2015 03:52:22.875,1500.0000,7.6400,137.2000,-1.0000,0.0000,16547,-98,-150,3,1,2,3,4,0,0,-0.15860,-1.17540,-0.08790,095,102,091,090,080,088
10-17-2015 03:52:23.375,1500.0000,7.6500,126.7000,-0.9000,-0.4000,16527,44,-97,3,1,2,3,4,0,0,-0.16120,-0.27280,-0.09140,097,093,091,096,069,079
10-17-2015 03:52:23.875,1500.0000,7.6500,126.7000,-0.9000,-0.4000,16527,44,-97,3,1,2,3,4,0,0,-0.15070,-1.19290,-0.09940,100,103,095,088,077,088
10-17-2015 03:52:24.375,1500.0000,7.6500,113.5000,-0.5000,-0.7000,16471,141,-4,3,1,2,3,4,0,0,-0.13560,-0.28460,-0.11680,101,099,094,099,092,086
10-17-2015 03:52:24.875,1500.0000,7.6500,113.5000,-0.5000,-0.7000,16471,141,-4,3,1,2,3,4,0,0,-0.13890,-0.04640,-0.11140,093,100,097,088,086,097
10-17-2015 03:52:25.375,1500.0000,7.6600,104.9000,-0.9000,0.2000,16493,-132,-102,3,1,2,3,4,0,0,-0.13250,-1.17800,-0.12800,093,102,105,094,075,099
10-17-2015 03:52:25.875,1500.0000,7.6600,104.9000,-0.9000,0.2000,16493,-132,-102,3,1,2,3,4,0,0,-0.10790,-0.21590,-0.12830,092,108,095,086,083,092
10-17-2015 03:52:26.375,1500.0000,7.6500,102.3000,-0.4000,-0.1000,16493,-42,39,3,1,2,3,4,0,0,-0.11260,-0.04530,-0.14750,099,100,103,098,087,087
10-17-2015 03:52:26.875,1500.0000,7.6500,102.3000,-0.4000,-0.1000,16493,-42,39,3,1,2,3,4,0,0,-0.11950,-0.19900,-0.14370,092,105,103,093,075,098
10-17-2015 03:52:27.375,1500.0000,7.6400,106.4000,-0.7000,-0.5000,16525,79,-62,3,1,2,3,4,0,0,-0.10290,-1.23690,-0.14930,099,103,092,095,079,093
10-17-2015 03:52:27.875,1500.0000,7.6400,106.4000,-0.7000,-0.5000,16525,79,-62,3,1,2,3,4,0,0,-0.10330,-1.25750,-0.13600,096,105,093,095,076,095
10-17-2015 03:52:28.375,1500.0000,7.6400,114.7000,-0.9000,-0.5000,16543,89,-102,3,1,2,3,4,0,0,-0.10840,-1.18840,-0.13330,099,103,103,093,074,099
10-17-2015 03:52:28.875,1500.0000,7.6400,114.7000,-0.9000,-0.5000,16543,89,-102,3,1,2,3,4,0,0,-0.09920,-0.08860,-0.12580,091,102,093,094,082,085
10-17-2015 03:52:29.375,1500.0000,7.6400,122.2000,-0.6000,-0.3000,16511,30,-24,3,1,2,3,4,0,0,-0.10080,-1.19720,-0.13070,096,103,106,094,076,098
10-17-2015 03:52:29.875,1500.0000,7.6400,122.2000,-0.6000,-0.3000,16511,30,-24,3,1,2,3,4,0,0,-0.10580,-1.20850,-0.13250,091,103,099,094,080,096
10-17-2015 03:52:30.375,1500.0000,7.6300,131.3000,-0.6000,-0.9000,16499,212,-29,3,1,2,3,4,0,0,-0.11360,-1.19870,-0.11670,097,103,106,091,078,095
10-17-2015 03:52:30.875,1500.0000,7.6300,131.3000,-0.6000,-0.9000,16499,212,-29,3,1,2,3,4,0,0,-0.12020,-1.18910,-0.10690,094,103,094,087,073,093
10-17-2015 03:52:31.375,1500.0000,7.6400,135.5000,-0.5000,-0.5000,16517,95,-6,3,1,2,3,4,0,0,-0.13070,-1.21160,-0.09350,095,104,101,087,072,095
10-17-2015 03:52:31.875,1500.0000,7.6400,135.5000,-0.5000,-0.5000,16517,95,-6,3,1,2,3,4,0,0,-0.13200,-1.23790,-0.09540,100,104,135,095,077,100
10-17-2015 03:52:32.375,1500.0000,7.6300,134.1000,-0.4000,-0.1000,16531,-17,35,3,1,2,3,4,0,0,-0.14510,-1.26490,-0.08980,096,106,092,085,084,082
10-17-2015 03:52:32.875,1500.0000,7.6300,134.1000,-0.4000,-0.1000,16531,-17,35,3,1,2,3,4,0,0,-0.13560,-1.26160,-0.07960,095,106,094,088,080,096
10-17-2015 03:52:33.375,1500.0000,7.6400,127.2000,-0.6000,-0.2000,16491,6,-25,3,1,2,3,4,0,0,-0.14450,-1.18710,-0.07020,096,103,094,094,085,095
10-17-2015 03:52:33.875,1500.0000,7.6400,127.2000,-0.6000,-0.2000,16491,6,-25,3,1,2,3,4,0,0,-0.15160,-1.21020,-0.08020,100,103,097,091,075,095
10-17-2015 03:52:34.375,1500.0000,7.6400,114.9000,-1.0000,0.8000,16479,-320,-127,3,1,2,3,4,0,0,-0.10720,-0.20560,-0.09440,099,098,102,096,087,096
10-17-2015 03:52:34.875,1500.0000,7.6400,114.9000,-1.0000,0.8000,16479,-320,-127,3,1,2,3,4,0,0,-0.14360,-1.18470,-0.09460,093,102,097,095,082,097
10-17-2015 03:52:35.375,1500.0000,7.6400,105.4000,-0.8000,0.6000,16523,-252,-81,3,1,2,3,4,0,0,-0.14170,-1.21940,-0.12480,102,104,099,098,073,097
10-17-2015 03:52:35.875,1500.0000,7.6400,105.4000,-0.8000,0.6000,16523,-252,-81,3,1,2,3,4,0,0,-0.14780,-0.27380,-0.11250,088,092,096,079,078,087
10-17-2015 03:52:36.375,1500.0000,7.6400,97.0000,-0.7000,0.8000,16479,-318,-60,3,1,2,3,4,0,0,-0.13210,-1.17490,-0.12660,099,101,098,097,077,096
10-17-2015 03:52:36.875,1500.0000,7.6400,97.0000,-0.7000,0.8000,16479,-318,-60,3,1,2,3,4,0,0,-0.12630,-1.23860,-0.13340,091,106,096,094,082,095
10-17-2015 03:52:37.375,1500.0000,7.6400,95.8000,-0.9000,0.8000,16547,-326,-97,3,1,2,3,4,0,0,-0.12580,-1.13930,-0.14480,097,101,096,095,083,093
10-17-2015 03:52:37.875,1500.0000,7.6400,95.8000,-0.9000,0.8000,16547,-326,-97,3,1,2,3,4,0,0,-0.11920,-1.14160,-0.13820,107,101,090,099,082,092
10-17-2015 03:52:38.375,1500.0000,7.6400,98.4000,-0.6000,-0.3000,16479,30,-37,3,1,2,3,4,0,0,-0.11080,-0.02770,-0.13700,095,100,100,077,087,099
10-17-2015 03:52:38.875,1500.0000,7.6400,98.4000,-0.6000,-0.3000,16479,30,-37,3,1,2,3,4,0,0,-0.10580,-1.14660,-0.13800,095,102,100,095,079,097
10-17-2015 03:52:39.375,1500.0000,7.6400,106.6000,-0.8000,-1.1000,16497,248,-75,3,1,2,3,4,0,0,-0.09420,-1.17680,-0.14150,097,102,101,097,082,097
10-17-2015 03:52:39.875,1500.0000,7.6400,106.6000,-0.8000,-1.1000,16497,248,-75,3,1,2,3,4,0,0,-0.09220,-1.20290,-0.12530,101,103,094,082,076,096
10-17-2015 03:52:40.375,1500.0000,7.6400,119.1000,-0.7000,-1.4000,16475,337,-66,3,1,2,3,4,0,0,-0.13590,-1.25600,-0.11910,103,105,106,091,078,095
10-17-2015 03:52:40.875,1500.0000,7.6400,119.1000,-0.7000,-1.4000,16475,337,-66,3,1,2,3,4,0,0,-0.11270,-0.25150,-0.11460,095,115,089,089,093,090
10-17-2015 03:52:41.375,1500.0000,7.6200,126.8000,-0.6000,-0.5000,16535,95,-27,3,1,2,3,4,0,0,-0.10070,-1.22930,-0.10900,103,105,102,098,081,099
10-17-2015 03:52:41.875,1500.0000,7.6200,126.8000,-0.6000,-0.5000,16535,95,-27,3,1,2,3,4,0,0,-0.09930,-1.15090,-0.11270,098,101,099,083,080,096
10-17-2015 03:52:42.375,1500.0000,7.6200,134.1000,-0.8000,0.0000,16551,-60,-72,3,1,2,3,4,0,0,-0.09460,-1.18650,-0.10170,097,102,098,096,079,091
10-17-2015 03:52:42.875,1500.0000,7.6200,134.1000,-0.8000,0.0000,16551,-60,-72,3,1,2,3,4,0,0,-0.11510,-1.21260,-0.09130,095,104,102,088,081,097
10-17-2015 03:52:43.375,1500.0000,7.6300,138.8000,-0.7000,-0.9000,16539,206,-58,3,1,2,3,4,0,0,-0.10170,-1.22770,-0.09130,095,105,096,094,080,093
10-17-2015 03:52:43.875,1500.0000,7.6300,138.8000,-0.7000,-0.9000,16539,206,-58,3,1,2,3,4,0,0,-0.11680,-0.06990,-0.08400,095,101,096,087,084,083
10-17-2015 03:52:44.375,1500.0000,7.6200,138.8000,-0.7000,0.0000,16543,-82,-52,3,1,2,3,4,0,0,-0.10970,-1.15680,-0.06490,105,101,097,099,085,098
10-17-2015 03:52:44.875,1500.0000,7.6200,138.8000,-0.7000,0.0000,16543,-82,-52,3,1,2,3,4,0,0,-0.11530,-1.24940,-0.06700,113,106,093,100,085,090
10-17-2015 03:52:45.375,1500.0000,7.6200,136.9000,-0.4000,-0.3000,16525,14,24,3,1,2,3,4,0,0,-0.10630,-0.08880,-0.07440,100,101,105,098,080,098
10-17-2015 03:52:45.875,1500.0000,7.6200,136.9000,-0.4000,-0.3000,16525,14,24,3,1,2,3,4,0,0,-0.10800,-1.16260,-0.05860,109,101,093,099,084,093
10-17-2015 03:52:46.375,1500.0000,7.6200,130.9000,-0.7000,-0.1000,16489,-44,-62,3,1,2,3,4,0,0,-0.11310,-0.04420,-0.06760,100,101,096,097,083,089
10-17-2015 03:52:46.875,1500.0000,7.6200,130.9000,-0.7000,-0.1000,16489,-44,-62,3,1,2,3,4,0,0,-0.10790,-0.09360,-0.05910,092,103,101,097,080,098
10-17-2015 03:52:47.375,1500.0000,7.6300,123.5000,-0.6000,-0.1000,16519,-17,-33,3,1,2,3,4,0,0,-0.10900,-1.21080,-0.05500,108,103,103,099,085,098
10-17-2015 03:52:47.875,1500.0000,7.6300,123.5000,-0.6000,-0.1000,16519,-17,-33,3,1,2,3,4,0,0,-0.11680,-0.07320,-0.07150,091,101,098,084,080,094
10-17-2015 03:52:48.375,1500.0000,7.6200,115.3000,-0.4000,0.0000,16513,-60,18,3,1,2,3,4,0,0,-0.10410,-0.03840,-0.08350,095,099,097,095,084,086
10-17-2015 03:52:48.875,1500.0000,7.6200,115.3000,-0.4000,0.0000,16513,-60,18,3,1,2,3,4,0,0,-0.10850,-1.17910,-0.08000,112,102,095,100,082,095
10-17-2015 03:52:49.375,1500.0000,7.6300,111.5000,-0.6000,0.0000,16455,-92,-14,3,1,2,3,4,0,0,-0.11070,-0.09700,-0.08460,099,103,092,098,074,091
10-17-2015 03:52:49.875,1500.0000,7.6300,111.5000,-0.6000,0.0000,16455,-92,-14,3,1,2,3,4,0,0,-0.11940,-0.27290,-0.11130,092,109,093,077,087,085
10-17-2015 03:52:50.375,1500.0000,7.6300,111.1000,-0.9000,0.1000,16537,-122,-116,3,1,2,3,4,0,0,-0.11440,-0.25220,-0.11900,100,112,098,079,089,092
10-17-2015 03:52:50.875,1500.0000,7.6300,111.1000,-0.9000,0.1000,16537,-122,-116,3,1,2,3,4,0,0,-0.10880,-0.05500,-0.11770,093,100,097,089,082,093
10-17-2015 03:52:51.375,1500.0000,7.6200,113.7000,-0.6000,0.7000,16529,-286,-27,3,1,2,3,4,0,0,-0.10970,-1.17790,-0.11370,095,103,097,090,080,095
10-17-2015 03:52:51.875,1500.0000,7.6200,113.7000,-0.6000,0.7000,16529,-286,-27,3,1,2,3,4,0,0,-0.10680,-0.21140,-0.11320,098,107,099,096,076,099
10-17-2015 03:52:52.375,1500.0000,7.6100,121.9000,-0.6000,-0.8000,16491,184,-31,3,1,2,3,4,0,0,-0.10410,-1.16020,-0.11510,094,103,089,096,077,086
10-17-2015 03:52:52.875,1500.0000,7.6100,121.9000,-0.6000,-0.8000,16491,184,-31,3,1,2,3,4,0,0,-0.10590,-1.19540,-0.11070,099,103,100,099,079,089
10-17-2015 03:52:53.375,1500.0000,7.6100,126.5000,-0.5000,-0.8000,16515,178,2,3,1,2,3,4,0,0,-0.11270,-1.22300,-0.10380,093,104,106,087,080,099
10-17-2015 03:52:53.875,1500.0000,7.6100,126.5000,-0.5000,-0.8000,16515,178,2,3,1,2,3,4,0,0,-0.11660,-1.16330,-0.12310,099,101,097,097,083,094
10-17-2015 03:52:54.375,1500.0000,7.6100,131.2000,-0.9000,0.0000,16481,-90,-100,3,1,2,3,4,0,0,-0.12650,-1.26900,-0.09680,097,105,099,095,078,098
10-17-2015 03:52:54.875,1500.0000,7.6100,131.2000,-0.9000,0.0000,16481,-90,-100,3,1,2,3,4,0,0,-0.13580,-1.17880,-0.09450,103,103,092,097,078,094
10-17-2015 03:52:55.375,1500.0000,7.6100,131.1000,-0.8000,0.2000,16547,-159,-73,3,1,2,3,4,0,0,-0.12800,-0.04290,-0.09350,097,100,094,092,086,096
10-17-2015 03:52:55.875,1500.0000,7.6100,131.1000,-0.8000,0.2000,16547,-159,-73,3,1,2,3,4,0,0,-0.13460,-0.04510,-0.09170,096,101,096,095,084,088
10-17-2015 03:52:56.375,1500.0000,7.6100,132.9000,-0.4000,-1.7000,16497,442,20,3,1,2,3,4,0,0,-0.14010,-0.03660,-0.08300,093,099,093,094,088,096
10-17-2015 03:52:56.875,1500.0000,7.6100,132.9000,-0.4000,-1.7000,16497,442,20,3,1,2,3,4,0,0,-0.13170,-0.07040,-0.08210,096,101,096,093,084,091
10-17-2015 03:52:57.375,1500.0000,7.6200,125.2000,-0.6000,-0.2000,16471,-7,-20,3,1,2,3,4,0,0,-0.12590,-1.26210,-0.09260,091,107,097,088,086,097
10-17-2015 03:52:57.875,1500.0000,7.6200,125.2000,-0.6000,-0.2000,16471,-7,-20,3,1,2,3,4,0,0,-0.12960,-0.05110,-0.08230,096,100,094,095,085,091
10-17-2015 03:52:58.375,1500.0000,7.6100,119.0000,-0.6000,0.1000,16547,-126,-33,3,1,2,3,4,0,0,-0.12120,-0.22630,-0.08910,106,109,092,098,084,086
10-17-2015 03:52:58.875,1500.0000,7.6100,119.0000,-0.6000,0.1000,16547,-126,-33,3,1,2,3,4,0,0,-0.12040,-1.20620,-0.09020,101,107,098,097,093,095
10-17-2015 03:52:59.375,1500.0000,7.6100,117.3000,-0.4000,-1.4000,16525,351,25,3,1,2,3,4,0,0,-0.11890,-1.19350,-0.08520,093,102,092,077,081,089
10-17-2015 03:52:59.875,1500.0000,7.6100,117.3000,-0.4000,-1.4000,16525,351,25,3,1,2,3,4,0,0,-0.12480,-1.15690,-0.08970,098,101,127,095,083,099
10-17-2015 03:53:00.375,1500.0000,7.6100,113.6000,-0.5000,-0.9000,16543,208,-4,3,1,2,3,4,0,0,-0.10550,-1.23570,-0.10390,093,113,110,089,098,098
10-17-2015 03:53:00.875,1500.0000,7.6100,113.6000,-0.5000,-0.9000,16543,208,-4,3,1,2,3,4,0,0,-0.09640,-0.27090,-0.10240,099,101,094,096,084,092
10-17-2015 03:53:01.375,1500.0000,7.6000,117.5000,-0.4000,-0.4000,16519,46,43,3,1,2,3,4,0,0,-0.09080,-1.16080,-0.10290,097,101,097,097,085,092
10-17-2015 03:53:01.875,1500.0000,7.6000,117.5000,-0.4000,-0.4000,16519,46,43,3,1,2,3,4,0,0,-0.08720,-1.22870,-0.10280,100,105,111,092,088,100
10-17-2015 03:53:02.375,1500.0000,7.5900,123.3000,-0.2000,-0.3000,16531,14,75,3,1,2,3,4,0,0,-0.08460,-1.15960,-0.11640,098,102,102,092,085,091
10-17-2015 03:53:02.875,1500.0000,7.5900,123.3000,-0.2000,-0.3000,16531,14,75,3,1,2,3,4,0,0,-0.09350,-1.19120,-0.10290,092,102,093,096,081,090
10-17-2015 03:53:03.375,1500.0000,7.5800,130.3000,-0.6000,0.2000,16483,-147,-24,3,1,2,3,4,0,0,-0.09890,-0.06500,-0.09820,092,101,097,082,082,097
10-17-2015 03:53:03.875,1500.0000,7.5800,130.3000,-0.6000,0.2000,16483,-147,-24,3,1,2,3,4,0,0,-0.11360,-1.24690,-0.09030,094,105,091,080,076,088
10-17-2015 03:53:04.375,1500.0000,7.5800,138.4000,-0.6000,-0.8000,16485,164,-29,3,1,2,3,4,0,0,-0.10540,-0.05450,-0.09910,091,100,119,092,084,099
10-17-2015 03:53:04.875,1500.0000,7.5800,138.4000,-0.6000,-0.8000,16485,164,-29,3,1,2,3,4,0,0,-0.13100,-0.03000,-0.08510,092,099,097,082,089,096
10-17-2015 03:53:05.375,1500.0000,7.5900,136.3000,-0.5000,0.2000,16543,-139,8,3,1,2,3,4,0,0,-0.12500,-1.20150,-0.07350,097,103,104,096,080,099
10-17-2015 03:53:05.875,1500.0000,7.5900,136.3000,-0.5000,0.2000,16543,-139,8,3,1,2,3,4,0,0,-0.13620,-1.24860,-0.07140,107,106,100,099,080,095
10-17-2015 03:53:06.375,1500.0000,7.5800,132.5000,-0.4000,0.3000,16505,-171,18,3,1,2,3,4,0,0,-0.13220,-1.14700,-0.07940,094,102,103,092,081,099
10-17-2015 03:53:06.875,1500.0000,7.5800,132.5000,-0.4000,0.3000,16505,-171,18,3,1,2,3,4,0,0,-0.13140,-0.05450,-0.07850,101,101,093,096,081,087
10-17-2015 03:53:07.375,1500.0000,7.5900,126.8000,-1.0000,-0.6000,16525,117,-131,3,1,2,3,4,0,0,-0.17420,-1.14390,-0.08440,097,101,097,090,083,093
10-17-2015 03:53:07.875,1500.0000,7.5900,126.8000,-1.0000,-0.6000,16525,117,-131,3,1,2,3,4,0,0,-0.12740,-1.23420,-0.08390,092,104,095,091,080,089
10-17-2015 03:53:08.375,1500.0000,7.5900,119.0000,-0.4000,-0.6000,16563,101,33,3,1,2,3,4,0,0,-0.12710,-1.18340,-0.07850,095,102,092,079,080,089
10-17-2015 03:53:08.875,1500.0000,7.5900,119.0000,-0.4000,-0.6000,16563,101,33,3,1,2,3,4,0,0,-0.13790,-1.23150,-0.09120,095,105,102,092,084,092
10-17-2015 03:53:09.375,1500.0000,7.5900,110.4000,-0.8000,0.7000,16581,-302,-83,3,1,2,3,4,0,0,-0.12150,-1.17300,-0.08690,093,102,103,093,078,098
10-17-2015 03:53:09.875,1500.0000,7.5900,110.4000,-0.8000,0.7000,16581,-302,-83,3,1,2,3,4,0,0,-0.12730,-0.03320,-0.09790,095,100,098,089,087,087
10-17-2015 03:53:10.375,1500.0000,7.5900,102.8000,-0.7000,-1.3000,16479,309,-66,3,1,2,3,4,0,0,-0.11490,-0.11930,-0.09190,102,103,097,094,078,095
10-17-2015 03:53:10.875,1500.0000,7.5900,102.8000,-0.7000,-1.3000,16479,309,-66,3,1,2,3,4,0,0,-0.12540,-0.04740,-0.09730,111,101,096,098,082,084
10-17-2015 03:53:11.375,1500.0000,7.5900,97.9000,-0.7000,-0.7000,16517,135,-54,3,1,2,3,4,0,0,-0.11730,-1.20320,-0.10300,093,105,095,086,075,086
10-17-2015 03:53:11.875,1500.0000,7.5900,97.9000,-0.7000,-0.7000,16517,135,-54,3,1,2,3,4,0,0,-0.10090,-0.24710,-0.10140,095,113,093,091,086,087
10-17-2015 03:53:12.375,1500.0000,7.5800,97.3000,-0.9000,0.0000,16533,-82,-97,3,1,2,3,4,0,0,-0.11300,-1.16690,-0.10850,113,101,102,099,082,095
10-17-2015 03:53:12.875,1500.0000,7.5800,97.3000,-0.9000,0.0000,16533,-82,-97,3,1,2,3,4,0,0,-0.10090,-1.13220,-0.10600,134,100,091,100,085,073
10-17-2015 03:53:13.375,1500.0000,7.5700,100.2000,-0.8000,-0.3000,16525,26,-70,3,1,2,3,4,0,0,-0.09040,-1.17480,-0.10780,095,104,105,089,074,097
10-17-2015 03:53:13.875,1500.0000,7.5700,100.2000,-0.8000,-0.3000,16525,26,-70,3,1,2,3,4,0,0,-0.09920,-0.25190,-0.11480,102,118,091,090,098,084
10-17-2015 03:53:14.375,1500.0000,7.5700,102.3000,-0.6000,-0.5000,16511,93,-24,3,1,2,3,4,0,0,-0.09820,-0.08190,-0.11650,094,101,093,094,084,093
10-17-2015 03:53:14.875,1500.0000,7.5700,102.3000,-0.6000,-0.5000,16511,93,-24,3,1,2,3,4,0,0,-0.10110,-1.18900,-0.11740,096,103,089,096,075,095
10-17-2015 03:53:15.375,1500.0000,7.5600,107.6000,-0.6000,-0.4000,16483,54,-35,3,1,2,3,4,0,0,-0.10670,-0.24480,-0.11440,092,112,098,095,094,094
10-17-2015 03:53:15.875,1500.0000,7.5600,107.6000,-0.6000,-0.4000,16483,54,-35,3,1,2,3,4,0,0,-0.10960,-0.17250,-0.11380,090,105,092,075,076,086
10-17-2015 03:53:16.375,1500.0000,7.5600,110.8000,-0.7000,0.1000,16507,-126,-62,3,1,2,3,4,0,0,-0.12630,-0.04940,-0.10010,088,100,092,080,084,092
10-17-2015 03:53:16.875,1500.0000,7.5600,110.8000,-0.7000,0.1000,16507,-126,-62,3,1,2,3,4,0,0,-0.11510,-1.16470,-0.10960,099,102,094,098,080,084
10-17-2015 03:53:17.375,1500.0000,7.5700,116.4000,-0.5000,-1.4000,16505,335,14,3,1,2,3,4,0,0,-0.11340,-1.24460,-0.10410,102,105,101,098,079,098
10-17-2015 03:53:17.875,1500.0000,7.5700,116.4000,-0.5000,-1.4000,16505,335,14,3,1,2,3,4,0,0,-0.11350,-0.04550,-0.10640,090,100,089,090,083,074
10-17-2015 03:53:18.375,1500.0000,7.5600,118.0000,-0.6000,-0.1000,16475,-35,-33,3,1,2,3,4,0,0,-0.13290,-1.14640,-0.11620,100,101,100,090,081,090
10-17-2015 03:53:18.875,1500.0000,7.5600,118.0000,-0.6000,-0.1000,16475,-35,-33,3,1,2,3,4,0,0,-0.10710,-1.15610,-0.09750,097,102,095,087,081,094
10-17-2015 03:53:19.375,1500.0000,7.5600,124.3000,-0.7000,-1.0000,16493,238,-64,3,1,2,3,4,0,0,-0.10420,-1.17440,-0.11640,102,102,091,099,082,086
10-17-2015 03:53:19.875,1500.0000,7.5600,124.3000,-0.7000,-1.0000,16493,238,-64,3,1,2,3,4,0,0,-0.10180,-0.06400,-0.10330,089,100,095,092,081,086
10-17-2015 03:53:20.375,1500.0000,7.5700,130.0000,-0.7000,-0.2000,16545,8,-50,3,1,2,3,4,0,0,-0.09410,-0.25790,-0.10080,101,116,098,098,094,094
10-17-2015 03:53:20.875,1500.0000,7.5700,130.0000,-0.7000,-0.2000,16545,8,-50,3,1,2,3,4,0,0,-0.09390,-1.15350,-0.09450,098,102,104,075,075,099
10-17-2015 03:53:21.375,1500.0000,7.5600,137.0000,-0.8000,0.1000,16535,-114,-72,3,1,2,3,4,0,0,-0.08530,-1.21160,-0.08770,098,104,092,095,083,089
10-17-2015 03:53:21.875,1500.0000,7.5600,137.0000,-0.8000,0.1000,16535,-114,-72,3,1,2,3,4,0,0,-0.08430,-0.25030,-0.08060,100,118,097,097,093,096
10-17-2015 03:53:22.375,1500.0000,7.5700,145.1000,-0.7000,-0.8000,16509,180,-43,3,1,2,3,4,0,0,-0.08910,-1.21700,-0.07830,093,103,091,093,081,088
10-17-2015 03:53:22.875,1500.0000,7.5700,145.1000,-0.7000,-0.8000,16509,180,-43,3,1,2,3,4,0,0,-0.08740,-1.27150,-0.05430,100,111,092,099,091,092
10-17-2015 03:53:23.375,1500.0000,7.5700,146.5000,-0.7000,0.1000,16561,-124,-50,3,1,2,3,4,0,0,-0.10140,-1.17440,-0.05960,102,102,111,097,085,095
10-17-2015 03:53:23.875,1500.0000,7.5700,146.5000,-0.7000,0.1000,16561,-124,-50,3,1,2,3,4,0,0,-0.11040,-1.15310,-0.03910,108,101,102,092,085,098
10-17-2015 03:53:24.375,1500.0000,7.5700,141.7000,-0.4000,-0.3000,16567,14,39,3,1,2,3,4,0,0,-0.10060,-1.15930,-0.03560,101,103,096,098,080,091
10-17-2015 03:53:24.875,1500.0000,7.5700,141.7000,-0.4000,-0.3000,16567,14,39,3,1,2,3,4,0,0,-0.11010,-0.08390,-0.03240,095,101,098,094,084,083
