

 Profile 330

mmho/cm,Celsius,dbars,hz

32.1928,3.5982,178.110, 0
32.1930,3.5981,178.170, 0
32.1929,3.5982,178.190, 0
32.1930,3.5984,178.090, 0
32.1932,3.5984,178.160, 0
32.1930,3.5984,178.120, 0
32.1930,3.5984,178.140, 0
32.1929,3.5979,178.110, 0
32.1928,3.5982,178.170, 0
32.1930,3.5985,178.080, 0
32.1930,3.5982,178.180, 0
32.1930,3.5983,178.040, 0
32.1930,3.5985,178.170, 0
32.1929,3.5986,178.100, 0
32.1930,3.5986,178.130, 0
32.1930,3.5983,178.170, 0
32.1932,3.5985,178.050, 0
32.1928,3.5985,178.150, 0
32.1929,3.5980,178.100, 0
32.1930,3.5984,178.110, 0
32.1926,3.5982,178.230, 0
32.1930,3.5986,178.070, 0
32.1936,3.5986,178.170, 0
32.1931,3.5985,178.190, 0
32.1933,3.5982,178.050, 0
32.1934,3.5986,178.170, 0
32.1938,3.5993,178.170, 0
32.1948,3.6001,178.020, 0
32.1940,3.5993,178.150, 0
32.1944,3.5998,178.150, 0
32.1940,3.5995,178.060, 0
32.1940,3.5994,178.120, 0
32.1940,3.5997,178.150, 0
32.1938,3.5995,178.090, 0
32.1935,3.5989,178.150, 0
32.1933,3.5987,178.160, 0
32.1938,3.5990,178.040, 0
32.1944,3.5996,178.190, 0
32.1938,3.5994,178.150, 0
32.1942,3.5997,178.060, 0
32.1948,3.6002,178.130, 0
32.1946,3.5999,178.180, 0
32.1944,3.5997,178.050, 0
32.1946,3.5997,178.120, 0
32.1948,3.6005,178.180, 0
32.1942,3.5997,178.160, 0
32.1948,3.5999,178.040, 0
32.1946,3.5998,178.170, 0
32.1948,3.6001,178.140, 0
32.1940,3.5997,178.020, 0
32.1944,3.5997,178.150, 0
32.1948,3.6001,178.190, 0
32.1948,3.6003,178.010, 0
32.1948,3.6003,178.060, 0
32.1948,3.6005,178.140, 0
32.1950,3.6004,178.170, 0
32.1950,3.6001,178.070, 0
32.1942,3.5998,178.110, 0
32.1934,3.5985,178.160, 0
32.1934,3.5986,178.090, 0
32.1934,3.5986,178.020, 0
32.1948,3.5997,178.100, 0
32.1948,3.6004,178.170, 0
32.1948,3.6004,178.140, 0
32.1950,3.6003,178.080, 0
32.1950,3.6003,178.130, 0
32.1950,3.6005,178.210, 0
32.1950,3.6007,178.100, 0
32.1950,3.6004,178.060, 0
32.1950,3.6005,178.150, 0
32.1950,3.6004,178.170, 0
32.1948,3.6001,178.030, 0
32.1946,3.6002,178.050, 0
32.1948,3.6004,178.140, 0
32.1948,3.6005,178.150, 0
32.1950,3.6003,178.100, 0
32.1948,3.6003,178.050, 0
32.1950,3.6000,178.100, 0
32.1948,3.6003,178.180, 0
32.1950,3.5999,178.120, 0
32.1948,3.6004,178.080, 0
32.1946,3.6001,178.140, 0
32.1948,3.6001,178.210, 0
32.1948,3.6005,178.150, 0
32.1948,3.6003,178.030, 0
32.1948,3.6000,178.080, 0
32.1948,3.6000,178.130, 0
32.1948,3.6001,178.150, 0
32.1948,3.6002,178.100, 0
32.1946,3.6004,178.070, 0
32.1948,3.5997,178.070, 0
32.1948,3.6001,178.170, 0
32.1946,3.6002,178.100, 0
32.1946,3.5998,178.100, 0
32.1948,3.5999,178.060, 0
32.1946,3.5998,178.140, 0
32.1946,3.5999,178.160, 0
32.1946,3.5999,178.130, 0
32.1946,3.6000,178.020, 0
32.1946,3.5999,178.020, 0
32.1948,3.6000,178.110, 0
