
 Profile 343

 Sensors were turned on at  04/23/2017 04:00:02
 Vehicle began profiling at 04/23/2017 04:02:04

Date,[mA],[V],[dbar],Oxygen[uM],Optode Temp[C],Chl,NTU,Therm
04/23/2017 04:02:04,0,11.0,0.000,0.00,0.00,54,135,570
04/23/2017 04:02:14,157,10.8,0.000,0.00,0.00,53,134,570
04/23/2017 04:02:24,131,10.9,0.000,0.00,0.00,51,135,570
04/23/2017 04:02:37,171,10.8,2517.800,341.66,2.09,54,145,569
04/23/2017 04:02:47,101,11.0,2515.060,340.69,2.11,54,129,569
04/23/2017 04:02:57,98,11.0,2512.240,339.76,2.12,52,129,569
04/23/2017 04:03:07,97,11.0,2509.460,339.49,2.15,53,132,569
04/23/2017 04:03:17,88,11.0,2506.740,339.95,2.16,54,134,569
04/23/2017 04:03:27,97,11.0,2503.890,339.70,2.17,54,131,569
04/23/2017 04:03:37,93,10.9,2501.150,339.13,2.19,54,129,569
04/23/2017 04:03:47,86,10.9,2498.450,338.41,2.21,54,128,569
04/23/2017 04:03:57,99,10.9,2495.520,338.26,2.21,53,130,569
04/23/2017 04:04:07,96,10.9,2492.900,337.94,2.23,53,131,569
04/23/2017 04:04:17,93,10.9,2490.010,338.34,2.23,54,128,569
04/23/2017 04:04:27,91,10.9,2487.340,338.00,2.25,53,125,569
04/23/2017 04:04:37,88,10.9,2484.460,337.36,2.28,53,133,568
04/23/2017 04:04:47,88,10.9,2481.770,337.06,2.29,52,130,568
04/23/2017 04:04:57,91,10.9,2479.080,337.30,2.30,52,125,568
04/23/2017 04:05:07,89,10.9,2476.260,337.17,2.30,54,122,569
04/23/2017 04:05:17,90,10.9,2473.440,336.87,2.33,54,125,568
04/23/2017 04:05:27,86,10.9,2470.690,335.86,2.34,53,131,568
04/23/2017 04:05:37,105,10.9,2467.920,336.12,2.35,53,125,568
04/23/2017 04:05:47,95,10.9,2465.140,336.07,2.36,52,125,568
04/23/2017 04:05:57,88,10.9,2462.340,335.86,2.36,53,126,568
04/23/2017 04:06:07,98,10.9,2459.540,336.10,2.37,53,126,568
04/23/2017 04:06:17,90,10.9,2456.930,334.96,2.39,52,130,568
04/23/2017 04:06:27,88,10.9,2454.160,335.05,2.40,53,125,568
04/23/2017 04:06:37,85,10.9,2451.360,335.70,2.41,54,126,568
04/23/2017 04:06:47,90,10.9,2448.630,335.88,2.42,55,128,568
04/23/2017 04:06:57,100,10.9,2445.790,334.93,2.42,53,130,568
04/23/2017 04:07:07,92,10.9,2443.100,335.12,2.44,53,131,568
04/23/2017 04:07:17,96,10.8,2440.320,336.08,2.44,55,125,568
04/23/2017 04:07:27,99,10.9,2437.470,335.13,2.45,52,124,568
04/23/2017 04:07:37,85,10.9,2434.730,333.57,2.48,53,122,568
04/23/2017 04:07:47,84,10.9,2432.020,333.28,2.48,54,126,568
04/23/2017 04:07:57,90,10.9,2429.270,332.32,2.49,52,121,568
04/23/2017 04:08:07,84,10.9,2426.450,331.64,2.50,52,128,568
04/23/2017 04:08:17,91,10.9,2423.860,331.64,2.51,53,124,568
04/23/2017 04:08:27,111,10.9,2421.100,331.19,2.52,53,121,568
04/23/2017 04:08:37,94,10.8,2418.320,330.63,2.52,55,120,568
04/23/2017 04:08:47,93,10.8,2415.520,329.94,2.53,53,119,568
04/23/2017 04:08:57,97,10.8,2412.730,329.10,2.55,52,116,568
04/23/2017 04:09:07,90,10.8,2410.030,327.35,2.56,53,121,567
04/23/2017 04:09:17,93,10.9,2407.390,326.79,2.57,52,116,568
04/23/2017 04:09:27,86,10.8,2404.570,326.51,2.58,53,119,567
04/23/2017 04:09:37,92,10.8,2401.760,326.86,2.57,53,120,567
04/23/2017 04:09:47,90,10.8,2399.050,327.90,2.57,54,120,567
04/23/2017 04:09:57,95,10.8,2396.320,328.60,2.56,54,124,567
04/23/2017 04:10:07,90,10.8,2393.590,330.56,2.56,53,128,567
04/23/2017 04:10:17,82,10.9,2390.810,332.19,2.56,54,122,567
04/23/2017 04:10:27,85,10.8,2387.910,331.41,2.58,53,123,567
04/23/2017 04:10:37,92,10.8,2385.370,330.90,2.60,52,120,567
04/23/2017 04:10:47,88,10.8,2382.550,330.13,2.60,53,119,567
04/23/2017 04:10:57,100,10.8,2379.810,330.09,2.61,52,120,567
04/23/2017 04:11:07,80,10.8,2376.980,329.78,2.61,53,119,567
04/23/2017 04:11:17,96,10.8,2374.270,329.59,2.61,52,121,567
04/23/2017 04:11:27,98,10.8,2371.570,330.02,2.62,54,121,567
04/23/2017 04:11:37,85,10.8,2368.860,329.45,2.62,53,122,567
04/23/2017 04:11:47,79,10.8,2366.050,329.02,2.64,53,120,567
04/23/2017 04:11:57,82,10.9,2363.290,329.13,2.64,52,119,567
04/23/2017 04:12:07,93,10.8,2360.570,329.75,2.64,54,123,567
04/23/2017 04:12:17,88,10.8,2357.780,329.01,2.64,53,122,567
04/23/2017 04:12:27,89,10.9,2355.000,329.94,2.65,54,121,567
04/23/2017 04:12:37,88,10.8,2352.230,328.77,2.66,54,119,567
04/23/2017 04:12:47,88,10.8,2349.480,328.75,2.67,52,120,567
04/23/2017 04:12:57,83,10.9,2346.770,328.79,2.67,53,121,567
04/23/2017 04:13:07,85,10.8,2344.000,328.84,2.67,53,120,567
04/23/2017 04:13:17,98,10.8,2341.340,328.89,2.67,54,120,567
04/23/2017 04:13:27,89,10.8,2338.480,328.26,2.68,54,118,567
04/23/2017 04:13:37,92,10.8,2335.850,328.99,2.68,54,118,567
04/23/2017 04:13:47,98,10.8,2332.970,328.14,2.69,51,118,567
04/23/2017 04:13:57,87,10.8,2330.240,327.78,2.71,52,122,567
04/23/2017 04:14:07,92,10.8,2327.630,328.44,2.72,55,117,567
04/23/2017 04:14:17,92,10.9,2324.720,327.30,2.73,54,123,567
04/23/2017 04:14:27,86,10.8,2322.050,327.50,2.74,54,116,567
04/23/2017 04:14:37,83,10.8,2319.220,327.22,2.75,53,115,567
04/23/2017 04:14:47,84,10.8,2316.490,326.34,2.75,53,115,567
04/23/2017 04:14:57,86,10.8,2313.800,326.13,2.76,53,118,567
04/23/2017 04:15:07,88,10.8,2311.060,326.04,2.77,53,117,567
04/23/2017 04:15:17,88,10.8,2308.280,326.47,2.78,53,116,567
04/23/2017 04:15:27,89,10.8,2305.630,325.61,2.79,53,118,567
04/23/2017 04:15:37,85,10.8,2302.680,325.91,2.79,53,118,567
04/23/2017 04:15:47,85,10.9,2300.070,325.33,2.79,53,124,567
04/23/2017 04:15:57,81,10.8,2297.330,325.33,2.80,53,115,567
04/23/2017 04:16:07,89,10.8,2294.450,325.70,2.80,52,114,567
04/23/2017 04:16:17,91,10.8,2291.820,325.75,2.80,54,116,567
04/23/2017 04:16:27,90,10.8,2289.030,325.15,2.81,54,115,567
04/23/2017 04:16:37,91,10.8,2286.200,325.55,2.81,53,115,567
04/23/2017 04:16:47,83,10.8,2283.500,326.26,2.81,53,120,567
04/23/2017 04:16:57,84,10.8,2280.770,324.93,2.81,53,114,567
04/23/2017 04:17:07,87,10.9,2277.990,325.45,2.82,52,116,566
04/23/2017 04:17:17,84,10.9,2275.360,325.08,2.82,53,116,566
04/23/2017 04:17:27,82,10.8,2272.490,324.70,2.83,54,115,567
04/23/2017 04:17:37,91,10.8,2269.920,325.37,2.83,54,120,567
04/23/2017 04:17:47,92,10.8,2267.140,324.67,2.83,53,116,567
04/23/2017 04:17:57,92,10.8,2264.250,325.17,2.84,53,119,566
04/23/2017 04:18:07,93,10.8,2261.600,325.52,2.84,54,117,566
04/23/2017 04:18:17,85,10.8,2258.740,324.60,2.84,54,116,567
04/23/2017 04:18:27,96,10.8,2256.150,325.12,2.84,53,116,566
04/23/2017 04:18:37,92,10.8,2253.280,325.09,2.85,51,118,567
04/23/2017 04:18:47,92,10.9,2250.480,324.87,2.85,53,118,566
04/23/2017 04:18:57,90,10.8,2247.780,325.28,2.86,52,129,566
04/23/2017 04:19:07,97,10.8,2245.040,326.00,2.85,54,119,566
